Respondent ID,Collector ID,CompletionTimeMinutes,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,FavorCrypto,FavorAmerican,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorReligion,FavorChristianity,FavorRegulation,SurveyMonkeyAge,SurveyMonkeyIncome,SurveyMonkeyRegion,IsSurveyMonkeyMale,IsSurveyMonkeyFemale,IsSurveyMonkeyUnreportedGender,IsSurveyMonkeyIncomePreferNotDisclose,IsManager,IsUnemployed,IsStem,IsNotStem,IsUnsureStem,IsUnreportedStem,IsMale,IsFemale
6946710974,175020238,1,10/6/2018 14:37,7,8,5,7,7,7,1,1,1,0,1,6,1,1,8,,,,0,0,1,0,0,0,1,0,0,0,0,0
6946710887,175020215,2,10/6/2018 14:37,2,2,8,2,2,4,1,0,0,0,0,7,10,10,4,5,6,7,0,1,0,0,0,0,0,1,0,0,0,1
6946710876,175020215,30,10/6/2018 14:37,10,8,8,5,2,5,0,0,0,1,0,10,5,7,4,4,5,9,0,1,0,0,1,0,0,1,0,0,0,1
6946710874,175020215,3,10/6/2018 14:37,6,5,1,1,6,5,0,0,0,0,0,7,10,10,10,5,4,5,0,1,0,0,0,0,0,1,0,0,0,1
6946710775,175020215,2,10/6/2018 14:36,7,7,9,7,6,8,0,0,0,0,0,6,10,10,8,2,6,9,1,0,0,0,1,0,1,0,0,0,1,0
6946710708,175020215,3,10/6/2018 14:36,2,1,2,1,2,7,0,0,0,0,0,5,1,1,4,3,2,8,1,0,0,0,1,0,0,1,0,0,1,0
6946710667,175020215,3,10/6/2018 14:35,5,8,5,4,6,1,0,0,0,0,0,4,4,1,1,5,5,1,0,1,0,0,0,0,0,1,0,0,0,1
6946710424,175020215,2,10/6/2018 14:34,8,8,7,8,5,5,0,0,0,0,0,5,1,1,1,3,6,3,1,0,0,0,0,0,0,1,0,0,1,0
6946710381,175020238,2,10/6/2018 14:34,7,5,7,8,6,10,0,0,0,0,0,6,5,10,9,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946710317,175020213,4,10/6/2018 14:33,7,5,3,2,1,5,0,1,1,0,0,11,1,1,8,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946710138,175020213,2,10/6/2018 14:32,7,8,8,7,8,9,1,0,0,1,0,10,10,10,5,,,,0,0,1,0,1,0,0,0,1,0,0,0
6946710128,175020215,2,10/6/2018 14:32,1,3,4,2,1,8,0,0,1,0,0,11,5,3,4,4,4,9,0,1,0,0,0,0,0,1,0,0,0,1
6946709981,175020215,1,10/6/2018 14:31,5,5,4,3,3,4,0,0,1,0,1,2,7,6,10,4,3,3,0,1,0,0,1,0,0,1,0,0,0,1
6946709630,175020215,2,10/6/2018 14:29,5,3,5,4,2,5,0,0,0,0,0,5,4,3,5,5,4,9,0,1,0,0,0,1,1,0,0,0,0,1
6946709589,175020215,3,10/6/2018 14:29,6,5,5,6,3,7,0,0,0,0,0,2,3,4,7,5,3,6,0,1,0,0,0,1,0,1,0,0,0,1
6946709539,175020215,3,10/6/2018 14:29,10,6,6,4,4,1,0,0,0,0,0,11,3,4,3,3,,8,0,1,0,1,0,0,0,1,0,0,0,1
6946709240,175020215,4,10/6/2018 14:27,8,10,6,4,10,3,0,0,1,0,0,10,7,10,6,5,,9,0,1,0,1,0,1,0,1,0,0,0,1
6946709124,175020215,4,10/6/2018 14:26,6,4,6,5,3,1,1,0,0,0,0,8,10,10,6,3,4,5,1,0,0,0,0,0,0,1,0,0,1,0
6946708839,175020238,2,10/6/2018 14:25,4,1,7,6,8,5,1,1,0,0,1,10,1,1,10,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946708523,175020215,1,10/6/2018 14:23,7,8,6,3,3,8,0,0,0,0,0,10,7,10,4,2,5,4,0,1,0,0,0,0,1,0,0,0,0,1
6946708421,175020238,10,10/6/2018 14:22,10,8,8,8,8,9,0,1,0,0,1,6,9,6,10,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946708029,175020238,2,10/6/2018 14:20,10,8,6,4,9,5,1,0,0,0,0,11,1,1,6,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946707784,175020238,13,10/6/2018 14:19,10,9,10,2,2,2,0,0,0,0,1,6,10,3,10,,,,0,0,1,0,1,0,0,1,0,0,0,0
6946707738,175020238,7,10/6/2018 14:19,8,7,8,9,8,7,0,1,1,0,0,6,1,1,7,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946707701,175020238,5,10/6/2018 14:18,9,7,8,2,2,6,1,0,0,0,0,8,1,2,4,,,,0,0,1,0,1,0,0,1,0,0,0,0
6946707570,175020238,8,10/6/2018 14:18,8,9,10,4,9,7,1,1,0,0,1,6,2,2,1,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946707468,175020238,1,10/6/2018 14:17,5,2,6,10,3,7,1,1,1,0,0,2,2,3,9,,,,0,0,1,0,0,0,1,0,0,0,0,0
6946707360,175020238,2,10/6/2018 14:16,2,3,8,9,5,8,1,1,1,0,0,2,1,1,8,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946707321,175020213,2,10/6/2018 14:16,10,7,3,4,6,1,1,0,1,1,1,2,5,7,4,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946706979,175020215,2,10/6/2018 14:14,6,10,8,2,1,3,0,0,0,0,0,2,6,10,5,2,1,9,0,1,0,0,0,1,0,1,0,0,0,1
6946706819,175020238,2,10/6/2018 14:13,9,6,5,7,5,5,0,0,0,0,0,5,5,6,4,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946706784,175020238,2,10/6/2018 14:13,9,9,10,6,9,8,0,0,0,0,0,10,1,1,5,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946706770,175020215,3,10/6/2018 14:13,10,8,8,8,8,5,0,0,0,0,1,10,3,1,9,5,5,9,0,1,0,0,0,0,0,1,0,0,0,1
6946706590,175020215,7,10/6/2018 14:12,3,3,5,4,5,8,1,1,1,0,0,7,7,8,5,3,,2,0,1,0,1,1,0,0,1,0,0,0,1
6946706364,175020213,2,10/6/2018 14:11,5,5,9,7,6,1,1,1,1,0,0,10,1,1,6,,,,0,0,1,0,0,1,0,0,1,0,0,0
6946706207,175020238,2,10/6/2018 14:10,5,5,4,3,4,5,0,1,0,0,0,4,1,1,6,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946706145,175020238,4,10/6/2018 14:10,3,5,6,2,1,3,0,0,0,0,0,2,1,1,10,,,,0,0,1,0,0,0,1,0,0,0,0,0
6946705997,175020238,2,10/6/2018 14:09,7,9,8,9,8,9,0,0,0,1,0,2,8,9,7,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946705931,175020215,2,10/6/2018 14:08,10,10,10,3,5,5,0,0,0,0,0,5,4,3,10,3,3,9,0,1,0,0,0,0,0,0,1,0,0,1
6946705912,175020215,2,10/6/2018 14:08,9,4,10,10,10,10,0,0,0,0,0,11,10,1,10,3,2,4,0,1,0,0,1,0,0,0,1,0,0,1
6946705864,175020215,2,10/6/2018 14:08,10,10,9,7,2,10,0,0,0,0,0,5,2,10,10,5,6,9,1,0,0,0,0,1,0,1,0,0,1,0
6946705836,175020238,2,10/6/2018 14:08,7,7,9,6,6,7,1,0,0,0,0,5,3,6,6,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946705819,175020238,2,10/6/2018 14:08,8,7,7,6,8,6,1,1,1,0,0,6,1,1,4,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946705792,175020238,2,10/6/2018 14:08,10,7,9,8,8,7,1,1,1,0,0,6,1,1,6,,,,0,0,1,0,0,0,1,0,0,0,0,0
6946705765,175020238,1,10/6/2018 14:07,8,5,9,10,5,10,0,1,1,0,0,6,1,1,8,,,,0,0,1,0,0,0,0,1,0,0,0,0
6946705750,175020238,1,10/6/2018 14:07,10,8,4,8,6,4,0,0,1,1,1,6,1,1,6,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946705606,175020215,2,10/6/2018 14:07,8,6,4,3,1,7,0,0,0,0,0,5,6,10,6,3,5,5,0,1,0,0,0,0,0,0,1,0,0,1
6946705564,175020215,1,10/6/2018 14:06,7,2,5,4,6,9,0,0,0,0,0,5,2,3,4,3,,3,0,1,0,1,0,0,0,0,1,0,0,1
6946705259,175020215,1,10/6/2018 14:05,7,6,6,5,2,8,0,0,0,0,0,4,8,8,8,4,8,5,0,1,0,0,0,0,0,1,0,0,0,1
6946705155,175020215,4,10/6/2018 14:04,5,9,9,6,5,2,0,0,1,0,0,5,1,1,1,5,,1,0,1,0,1,0,1,0,0,1,0,0,1
6946705116,175020215,1,10/6/2018 14:04,1,8,9,1,1,8,0,0,0,0,1,8,10,10,1,3,4,7,1,0,0,0,0,0,0,1,0,0,1,0
6946705085,175020215,1,10/6/2018 14:04,6,5,5,6,6,7,0,0,0,0,0,12,7,9,6,5,5,2,0,1,0,0,0,1,0,1,0,0,0,1
6946704839,175020215,6,10/6/2018 14:02,2,2,2,1,1,9,0,0,0,0,0,5,8,10,3,2,1,7,0,1,0,0,0,1,0,1,0,0,0,1
6946704609,175020215,2,10/6/2018 14:01,8,6,2,2,1,9,1,0,0,0,0,10,8,10,1,3,3,6,1,0,0,0,0,0,0,1,0,0,1,0
6946704512,175020215,2,10/6/2018 14:01,7,6,5,5,1,5,0,0,0,0,0,2,6,5,5,5,,2,0,1,0,1,0,0,0,1,0,0,0,1
6946704308,175020215,17,10/6/2018 14:00,4,4,7,4,4,9,0,0,0,0,0,10,9,2,9,5,3,9,0,1,0,0,0,1,0,1,0,0,0,1
6946703810,175020215,2,10/6/2018 13:57,5,1,1,1,1,5,0,0,0,0,0,4,5,5,5,5,10,5,0,1,0,0,0,1,0,0,1,0,0,1
6946703615,175020215,1,10/6/2018 13:55,6,6,5,2,1,3,0,0,0,0,0,12,1,1,8,4,,9,1,0,0,1,0,0,1,0,0,0,1,0
6946703592,175020215,9,10/6/2018 13:55,5,2,4,10,5,3,0,0,1,0,0,10,1,1,7,3,9,2,0,1,0,0,1,0,1,0,0,0,0,1
6946703035,175020215,2,10/6/2018 13:52,6,7,4,2,2,3,0,0,1,0,1,7,10,10,7,2,2,3,0,1,0,0,0,0,0,1,0,0,0,1
6946702630,175020215,2,10/6/2018 13:50,6,7,8,5,1,5,0,0,0,0,0,10,7,7,5,5,,5,0,1,0,1,1,0,0,1,0,0,0,1
6946702355,175020215,2,10/6/2018 13:48,5,8,8,7,1,9,0,0,0,0,0,2,1,1,1,4,6,9,0,1,0,0,0,0,0,1,0,0,0,1
6946702285,175020215,3,10/6/2018 13:48,5,5,5,5,4,8,0,0,1,0,0,10,1,3,7,3,5,5,0,1,0,0,0,1,0,1,0,0,0,1
6946702028,175020215,2,10/6/2018 13:46,5,5,3,8,1,5,0,0,0,0,0,11,1,5,1,5,4,2,1,0,0,0,0,0,0,1,0,0,1,0
6946701845,175020215,2,10/6/2018 13:46,7,5,5,5,5,5,1,0,1,0,1,2,4,3,3,4,7,3,1,0,0,0,1,0,1,0,0,0,1,0
6946701608,175020215,1,10/6/2018 13:44,4,3,1,1,1,4,0,0,0,0,1,2,1,1,10,4,3,9,0,1,0,0,0,0,0,1,0,0,0,1
6946701314,175020215,1,10/6/2018 13:43,10,8,10,6,1,4,1,1,1,1,1,6,2,2,6,,,,0,0,1,0,1,0,1,0,0,0,0,0
6946701157,175020215,2,10/6/2018 13:42,8,5,8,5,3,7,0,0,0,0,0,10,8,10,7,4,,7,0,1,0,1,0,1,0,1,0,0,0,1
6946701156,175020215,2,10/6/2018 13:42,7,5,4,5,3,3,0,0,0,0,1,10,5,5,7,3,4,1,0,1,0,0,0,1,0,1,0,0,0,1
6946700922,175020215,2,10/6/2018 13:40,5,3,3,2,2,6,0,0,0,0,0,10,5,7,2,5,5,9,0,1,0,0,0,0,0,1,0,0,0,1
6946700843,175020215,3,10/6/2018 13:40,8,6,4,6,1,10,0,0,0,0,0,6,3,1,9,5,6,9,1,0,0,0,0,1,1,0,0,0,1,0
6946700530,175020215,2,10/6/2018 13:38,7,7,8,7,5,4,0,0,0,0,0,11,9,9,4,4,6,4,0,1,0,0,1,0,0,1,0,0,0,1
6946700164,175020215,2,10/6/2018 13:36,10,10,10,5,1,1,1,1,0,0,0,9,10,1,10,2,2,5,0,1,0,0,0,0,0,1,0,0,0,1
6946699987,175020215,1,10/6/2018 13:36,1,1,1,1,1,1,0,1,0,0,0,10,10,10,7,2,1,5,0,1,0,0,0,1,0,1,0,0,0,1
6946699920,175020215,2,10/6/2018 13:35,1,1,8,7,3,2,0,0,0,0,1,5,1,6,1,4,5,5,0,1,0,0,1,0,1,0,0,0,0,1
6946699919,175020215,1,10/6/2018 13:35,8,6,3,4,2,4,0,0,0,0,1,2,2,2,7,3,,4,1,0,0,1,1,0,0,1,0,0,1,0
6720657548,170687470,3,2/26/2018 18:15,7,4,7,,5,1,1,0,1,0,0,4,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0
6720613306,170687470,2,2/26/2018 17:54,3,2,6,,1,10,0,1,1,0,1,6,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0
6720529370,170687470,2,2/26/2018 17:15,10,6,8,,8,5,1,1,0,0,0,2,,,,,,,0,0,1,0,1,0,0,1,0,0,0,0
6720497050,170687470,3,2/26/2018 17:01,9,10,10,,1,9,0,0,0,0,0,2,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6720489615,170687470,43,2/26/2018 16:58,10,3,1,,1,8,0,0,0,0,0,7,,,,,,,0,0,1,0,1,0,0,1,0,0,0,0
6720327480,170687470,2,2/26/2018 15:53,2,10,4,,7,2,0,0,0,0,0,10,,,,,,,0,0,1,0,1,0,0,0,1,0,0,0
6720205251,170687470,3,2/26/2018 15:08,7,5,2,,9,7,0,0,0,0,0,11,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6720126748,170687470,2,2/26/2018 14:39,10,7,7,,8,8,1,1,1,0,1,6,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0
6719974892,170687470,1,2/26/2018 13:45,10,8,10,,8,6,0,1,1,0,0,5,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6719922865,170687470,1,2/26/2018 13:26,2,2,3,,2,6,1,1,1,0,0,10,,,,,,,0,0,1,0,0,1,0,1,0,0,0,0
6719892204,170687470,1,2/26/2018 13:15,8,7,6,,6,4,0,0,1,0,0,10,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0
6719838381,170687470,42,2/26/2018 12:55,7,6,9,,8,3,1,0,1,0,1,10,,,,,,,0,0,1,0,1,0,0,1,0,0,0,0
6719821473,170687470,2,2/26/2018 12:49,10,1,10,,1,7,1,1,1,0,1,6,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0
6719775433,170687470,3,2/26/2018 12:33,10,5,10,,7,8,0,0,0,0,0,10,,,,,,,0,0,1,0,1,0,0,1,0,0,0,0
6719691071,170687470,2,2/26/2018 12:03,3,1,7,,5,6,1,1,1,0,0,3,,,,,,,0,0,1,0,0,0,0,0,1,0,0,0
6719651234,170687470,2,2/26/2018 11:50,6,5,4,,4,6,1,1,1,0,0,2,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0
6719648453,170687470,2,2/26/2018 11:49,10,7,7,,5,3,0,0,0,0,0,11,,,,,,,0,0,1,0,1,0,0,1,0,0,0,0
6719571859,170687470,2,2/26/2018 11:23,9,10,10,,8,6,0,0,1,1,1,6,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0
6719546530,170687470,2,2/26/2018 11:14,6,4,1,,3,4,0,0,0,0,1,5,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0
6719508752,170687470,4,2/26/2018 11:02,1,1,7,,5,10,0,0,1,0,0,4,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0
6719422721,170687470,72,2/26/2018 10:33,6,7,8,,8,7,1,1,1,0,1,10,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0
6719371228,170687470,1,2/26/2018 10:15,1,3,9,,4,5,0,0,0,0,0,6,,,,,,,0,0,1,0,1,0,0,1,0,0,0,0
6719364384,170687470,1,2/26/2018 10:13,3,1,10,,5,1,0,0,0,0,1,10,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6719361093,170687470,1,2/26/2018 10:12,8,5,5,,5,6,0,0,1,0,0,1,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0
6719340470,170687470,2,2/26/2018 10:05,10,8,10,,10,7,1,1,1,0,0,2,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6719323425,170687470,2,2/26/2018 9:59,8,3,1,,6,1,1,0,1,0,1,2,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6719302772,170687470,1,2/26/2018 9:52,10,10,10,,5,4,1,1,1,1,1,10,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0
6719292207,170687470,1,2/26/2018 9:48,8,6,8,,8,8,1,0,0,0,0,10,,,,,,,0,0,1,0,1,0,0,0,1,0,0,0
6719254212,170687470,1,2/26/2018 9:34,10,7,10,,10,5,1,0,1,0,0,6,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0
6719239394,170687470,2,2/26/2018 9:29,7,7,8,,3,7,0,0,0,0,1,6,,,,,,,0,0,1,0,1,0,1,0,0,0,0,0
6719229479,170687470,2,2/26/2018 9:25,7,7,10,,6,4,1,1,1,1,1,2,,,,,,,0,0,1,0,1,0,0,0,1,0,0,0
6719101595,170687470,2,2/26/2018 8:32,9,3,10,,5,4,0,0,1,0,0,4,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6719087984,170687470,1,2/26/2018 8:25,6,3,8,,1,7,1,1,1,0,0,10,,,,,,,0,0,1,0,1,0,0,1,0,0,0,0
6719087677,170687521,1,2/26/2018 8:25,8,5,7,,1,7,0,0,0,0,0,5,,,,5,3,5,1,0,0,0,0,0,1,0,0,0,1,0
6719068278,170687521,1,2/26/2018 8:15,10,7,5,,3,5,0,0,0,0,0,6,,,,5,10,5,1,0,0,0,0,0,0,1,0,0,1,0
6719059411,170687470,2,2/26/2018 8:11,8,7,10,,5,3,0,1,1,1,1,6,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0
6719058901,170687521,2,2/26/2018 8:11,6,7,9,,5,8,0,0,1,0,0,5,,,,4,3,3,1,0,0,0,0,0,0,1,0,0,1,0
6719057801,170687521,2,2/26/2018 8:10,7,3,9,,1,10,1,0,0,0,0,5,,,,4,,3,1,0,0,1,1,0,0,1,0,0,1,0
6719046781,170687521,1,2/26/2018 8:04,5,7,5,,1,4,0,0,0,0,0,10,,,,5,5,2,1,0,0,0,0,0,0,1,0,0,1,0
6719046350,170687470,2,2/26/2018 8:04,7,6,10,,6,2,1,1,0,0,0,12,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6719044914,170687521,1,2/26/2018 8:03,2,4,6,,1,10,0,0,0,0,0,7,,,,5,5,5,1,0,0,0,0,0,0,1,0,0,1,0
6719042709,170687521,1,2/26/2018 8:02,9,5,9,,5,5,0,0,0,0,0,10,,,,5,3,9,1,0,0,0,0,1,0,1,0,0,1,0
6719038009,170687521,2,2/26/2018 8:00,8,8,6,,3,4,0,1,0,0,0,6,,,,5,4,5,1,0,0,0,0,0,0,1,0,0,1,0
6719023863,170687521,1,2/26/2018 7:51,10,10,5,,3,9,0,0,0,0,0,10,,,,4,5,7,1,0,0,0,0,0,0,0,1,0,1,0
6719021932,170687521,1,2/26/2018 7:50,7,6,8,,7,5,0,0,0,0,0,5,,,,4,6,2,1,0,0,0,1,0,0,0,1,0,1,0
6719021756,170687521,2,2/26/2018 7:50,3,3,7,,3,8,0,0,0,0,0,10,,,,4,5,2,1,0,0,0,1,0,0,1,0,0,1,0
6719017557,170687521,1,2/26/2018 7:48,7,7,10,,7,8,0,0,0,0,0,2,,,,5,8,5,1,0,0,0,0,0,0,0,1,0,1,0
6719015764,170687521,1,2/26/2018 7:47,5,3,8,,3,6,0,0,1,0,0,10,,,,5,3,1,1,0,0,0,0,1,0,1,0,0,1,0
6719014236,170687521,2,2/26/2018 7:46,7,7,9,,2,10,1,0,0,0,1,6,,,,4,6,3,1,0,0,0,1,0,0,0,1,0,1,0
6719005294,170687521,1,2/26/2018 7:41,9,10,6,,9,7,0,0,0,0,1,6,,,,4,7,4,1,0,0,0,1,0,1,0,0,0,1,0
6718999470,170687521,3,2/26/2018 7:38,8,8,8,,3,3,0,0,0,0,0,9,,,,5,4,5,1,0,0,0,0,1,0,1,0,0,1,0
6718992270,170687521,2,2/26/2018 7:33,7,8,6,,7,8,0,1,0,0,0,10,,,,4,4,1,1,0,0,0,1,0,0,1,0,0,1,0
6718976681,170687521,3,2/26/2018 7:23,5,5,2,,2,5,0,0,0,0,0,2,,,,5,6,4,1,0,0,0,0,1,0,1,0,0,1,0
6718974860,170687521,2,2/26/2018 7:22,1,6,8,,4,10,0,0,0,0,0,12,,,,4,4,5,1,0,0,0,0,0,0,1,0,0,1,0
6718971816,170687521,2,2/26/2018 7:20,2,1,1,,1,10,0,0,0,0,0,8,,,,5,7,2,1,0,0,0,1,0,0,0,1,0,1,0
6718965895,170687521,2,2/26/2018 7:17,10,10,10,,6,6,0,0,0,0,0,4,,,,5,5,2,1,0,0,0,0,1,0,0,1,0,1,0
6718959059,170687521,2,2/26/2018 7:12,8,7,7,,5,7,0,0,0,0,0,4,,,,4,4,3,1,0,0,0,0,0,0,1,0,0,1,0
6718954218,170687521,1,2/26/2018 7:09,8,7,7,,2,5,0,0,0,0,0,4,,,,4,10,5,1,0,0,0,1,0,0,1,0,0,1,0
6718949536,170687521,1,2/26/2018 7:06,9,10,8,,2,6,1,0,0,0,0,12,,,,5,5,7,1,0,0,0,0,0,1,0,0,0,1,0
6718947343,170687521,2,2/26/2018 7:05,7,6,6,,4,8,0,0,0,0,0,11,,,,5,4,2,1,0,0,0,1,0,0,1,0,0,1,0
6718910886,170687521,2,2/26/2018 6:41,7,6,2,,5,5,0,0,0,0,1,10,,,,4,6,1,1,0,0,0,0,0,0,1,0,0,1,0
6718908243,170687521,1,2/26/2018 6:39,9,9,7,,1,8,0,0,0,0,0,6,,,,5,7,5,1,0,0,0,0,0,1,0,0,0,1,0
6718907429,170687521,2,2/26/2018 6:39,7,5,5,,10,6,1,0,0,0,0,8,,,,4,3,3,1,0,0,0,0,0,0,1,0,0,1,0
6718894689,170687521,2,2/26/2018 6:30,5,7,4,,1,7,0,0,0,0,0,10,,,,5,8,5,1,0,0,0,0,0,1,0,0,0,1,0
6718885834,170687521,2,2/26/2018 6:24,4,10,7,,6,10,0,0,0,0,0,4,,,,5,7,5,1,0,0,0,0,0,0,1,0,0,1,0
6718880227,170687521,2,2/26/2018 6:20,10,10,10,,10,10,0,0,0,0,0,9,,,,4,1,5,1,0,0,0,0,1,0,1,0,0,1,0
6718809892,170687521,1,2/26/2018 5:30,4,8,7,,2,3,0,0,0,0,0,12,,,,5,6,1,1,0,0,0,1,0,0,1,0,0,1,0
6718800603,170687521,2,2/26/2018 5:23,6,9,10,,1,6,0,0,0,0,0,10,,,,5,1,7,1,0,0,0,0,1,0,0,1,0,1,0
6718791789,170687470,1,2/26/2018 5:17,3,8,9,,8,3,0,1,1,0,1,6,,,,,,,0,0,1,0,0,0,1,0,0,0,0,0
6718784115,170687521,6,2/26/2018 5:12,8,8,7,,5,8,1,0,0,0,1,5,,,,5,2,9,1,0,0,0,1,0,0,1,0,0,1,0
6718740977,170687521,2,2/26/2018 4:42,6,5,6,,4,6,0,0,0,0,1,10,,,,2,,6,1,0,0,1,0,0,0,1,0,0,1,0
6718699683,170687521,1,2/26/2018 4:13,8,6,7,,5,7,0,0,0,0,0,5,,,,4,4,8,1,0,0,0,0,0,0,0,1,0,1,0
6718674339,170687521,,2/26/2018 3:54,10,10,6,,6,1,1,0,0,0,0,2,,,,4,3,8,1,0,0,0,0,0,1,0,0,0,1,0
6718655017,170687521,1,2/26/2018 3:39,10,6,9,,1,1,0,0,1,0,0,11,,,,2,2,5,0,1,0,0,1,0,0,1,0,0,0,1
6718651647,170687521,2,2/26/2018 3:37,6,6,7,,1,7,0,0,0,0,0,11,,,,5,2,8,0,1,0,0,0,0,0,0,1,0,0,1
6718634666,170687521,,2/26/2018 3:23,1,1,1,,1,1,1,0,0,0,0,10,,,,3,1,9,0,1,0,0,0,0,0,1,0,0,0,1
6718630599,170687521,1,2/26/2018 3:20,7,8,8,,8,4,0,0,0,0,0,8,,,,4,6,2,1,0,0,0,0,0,0,0,1,0,1,0
6718629993,170687521,2,2/26/2018 3:20,5,7,2,,5,5,1,0,0,0,0,10,,,,3,3,9,0,1,0,0,0,1,0,1,0,0,0,1
6718625721,170687521,3,2/26/2018 3:16,6,1,10,,10,5,0,0,0,0,0,10,,,,3,3,1,0,1,0,0,0,0,0,1,0,0,0,1
6718621330,170687521,2,2/26/2018 3:12,1,4,10,,3,5,0,0,0,0,0,2,,,,5,3,9,0,1,0,0,0,0,1,0,0,0,0,1
6718619720,170687521,10,2/26/2018 3:11,1,1,10,,6,10,0,0,0,0,0,5,,,,4,3,7,0,1,0,0,0,0,0,0,1,0,0,1
6718606489,170687521,1,2/26/2018 2:59,7,7,8,,5,9,0,0,1,0,0,10,,,,3,,9,0,1,0,1,1,0,0,1,0,0,0,1
6718604054,170687470,2,2/26/2018 2:57,7,4,10,,4,6,0,0,0,0,0,10,,,,,,,0,0,1,0,0,0,0,1,0,0,0,0
6718603927,170687521,1,2/26/2018 2:57,5,6,6,,4,7,0,0,0,0,1,7,,,,4,4,9,0,1,0,0,1,0,0,1,0,0,0,1
6718598581,170687521,1,2/26/2018 2:52,6,7,9,,7,9,0,0,1,0,0,7,,,,4,6,9,0,1,0,0,1,0,0,1,0,0,0,1
6718586427,170687521,2,2/26/2018 2:40,8,8,7,,7,9,1,0,0,0,0,8,,,,4,7,3,0,1,0,0,0,0,0,1,0,0,0,1
6718575649,170687521,2,2/26/2018 2:29,8,7,6,,6,6,0,0,1,0,0,10,,,,3,2,5,0,1,0,0,0,1,0,1,0,0,0,1
6718575635,170687521,2,2/26/2018 2:29,10,1,10,,6,1,0,0,1,0,0,4,,,,4,2,6,0,1,0,0,1,0,0,1,0,0,0,1
6718572206,170687521,2,2/26/2018 2:25,7,7,7,,6,6,1,0,0,0,0,2,,,,2,2,5,0,1,0,0,0,0,0,1,0,0,0,1
6718571848,170687521,2,2/26/2018 2:25,10,5,5,,5,3,0,0,0,0,1,5,,,,2,2,9,0,1,0,0,0,0,1,0,0,0,0,1
6718570298,170687521,2,2/26/2018 2:23,10,7,9,,1,5,0,0,0,0,0,10,,,,5,,9,0,1,0,1,0,1,0,1,0,0,0,1
6718565855,170687521,1,2/26/2018 2:18,8,8,7,,1,9,0,0,0,0,0,9,,,,5,3,8,1,0,0,0,0,1,0,1,0,0,1,0
6718564310,170687521,2,2/26/2018 2:16,6,4,7,,5,7,0,0,0,0,0,8,,,,5,,9,1,0,0,1,0,1,0,1,0,0,1,0
6718562037,170687521,4,2/26/2018 2:14,7,10,5,,4,10,0,0,0,0,1,8,,,,2,1,2,0,1,0,0,0,1,0,1,0,0,0,1
6718561322,170687521,1,2/26/2018 2:13,8,8,9,,6,6,1,0,0,0,0,11,,,,5,3,2,0,1,0,0,0,0,0,1,0,0,0,1
6718560432,170687521,4,2/26/2018 2:12,8,4,8,,5,9,0,0,0,0,0,5,,,,3,3,1,0,1,0,0,0,0,0,1,0,0,0,1
6718559539,170687521,1,2/26/2018 2:11,8,5,5,,4,6,0,0,0,0,0,10,,,,4,5,9,0,1,0,0,0,1,0,1,0,0,0,1
6718559058,170687521,3,2/26/2018 2:11,5,4,9,,6,1,0,0,0,0,1,5,,,,3,3,6,0,1,0,0,0,0,0,1,0,0,0,1
