Respondent ID,Collector ID,Start Date,End Date,IP Address,Custom Data 1,custom_value7,custom_value9,custom_value8,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.",Have you heard of any of the following online course providers?,,,,,Which of these industries most closely matches your profession?,Government regulation helps ensure businesses treat individuals more fairly.,Gender?,Household Income?,Age?,Exact Age,What is the highest level of education you have completed?,Which race/ethnicity best describes you? (Please choose only one.) ,"If you are a Mechanical Turk Worker, please add your Worker ID. Otherwise write ""n/a"".",Age,Gender,Household Income,Region,Device Type
11283797501,252761849,1/18/2020 15:51,1/18/2020 15:52,68.8.163.160,,,,,2,10,5,7,10,,,,,,10,8,2,3,3,37,3,5,A26NGLGGFTATVN,,,,,
11283797272,252761849,1/18/2020 15:47,1/18/2020 15:51,99.57.35.40,,,,,1,8,10,10,8,,2,3,,5,11,7,1,4,3,40,6,4,A2XKVWHXJV0HWZ,,,,,
11283796980,252761849,1/18/2020 15:49,1/18/2020 15:51,47.42.174.127,,,,,2,10,10,10,9,,2,3,,,11,9,1,2,4,46,4,5,ABX5OQLR6UNBC,,,,,
11283796752,252761849,1/18/2020 15:49,1/18/2020 15:51,96.3.171.51,,,,,1,8,10,10,10,,2,,,5,8,8,1,3,2,25,4,1,A3HMCW2RP2XN32,,,,,
11283796595,252761849,1/18/2020 15:49,1/18/2020 15:51,72.198.42.112,,,,,2,4,10,10,6,1,2,3,,,11,7,1,3,2,24,3,5,A1EO7150WDVOZ,,,,,
11283796575,252761849,1/18/2020 15:50,1/18/2020 15:51,73.1.97.245,,,,,1,6,6,6,6,1,2,3,4,5,5,5,2,2,2,23,6,3,AFUJFPFEU3TAG,,,,,
11283796003,252761849,1/18/2020 15:49,1/18/2020 15:50,98.255.239.86,,,,,2,7,3,10,9,1,2,3,,,11,10,2,3,3,37,5,5,A2LMQ4497NMK3S,,,,,
11283795813,252761849,1/18/2020 15:48,1/18/2020 15:50,108.64.75.194,,,,,2,7,7,9,7,1,2,3,,5,10,8,1,5,3,36,5,5,AJRY9ALX8069Y,,,,,
11283795623,252761849,1/18/2020 15:48,1/18/2020 15:50,73.207.149.206,,,,,3,7,6,8,8,,,,,5,10,8,2,6,2,21,3,5,A1SEYTDDA0DQZ,,,,,
11283795611,252761849,1/18/2020 15:48,1/18/2020 15:50,73.25.229.106,,,,,2,7,9,10,5,1,,3,,,6,9,1,5,3,34,4,5,A3LA5P3N3KI8U7,,,,,
11283795548,252761849,1/18/2020 15:42,1/18/2020 15:50,104.35.170.65,,,,,3,7,6,7,5,,2,,,,10,5,1,3,4,55,3,5,A19L8SNH73AX1Z,,,,,
11283795479,252761849,1/18/2020 15:42,1/18/2020 15:50,24.211.26.202,,,,,1,9,4,6,3,,2,3,,5,6,5,2,4,3,36,5,5,A1DKVUTOBPQH11,,,,,
11283795014,252761849,1/18/2020 15:45,1/18/2020 15:49,68.45.36.64,,,,,2,5,5,7,8,,,,,,2,7,2,3,2,24,4,5,A24E3S2PV0R8Q2,,,,,
11283794795,252761849,1/18/2020 15:46,1/18/2020 15:49,45.36.89.164,,,,,2,10,5,8,10,1,,,,,10,3,1,4,5,60,3,5,AFN5VMMGYPF1I,,,,,
11283794570,252761849,1/18/2020 15:44,1/18/2020 15:49,47.16.153.114,,,,,1,7,4,7,8,,,3,,5,4,8,1,3,3,37,5,5,AHYTT3T8W9Y9Y,,,,,
11283794422,252761849,1/18/2020 15:45,1/18/2020 15:48,24.38.143.244,,,,,1,8,9,8,7,1,2,3,,,2,5,2,4,2,27,5,5,A3POPPPJEE7Y1Q,,,,,
11283794374,252761849,1/18/2020 15:46,1/18/2020 15:48,75.70.44.41,,,,,3,8,7,8,5,,2,,,,10,6,2,8,4,58,5,5,A6JKKANO7F4KD,,,,,
11283794121,252761849,1/18/2020 15:47,1/18/2020 15:48,98.235.69.98,,,,,1,10,9,9,8,,2,3,,,6,9,2,5,3,39,5,5,A1945USNZHTROX,,,,,
11283794113,252761849,1/18/2020 15:47,1/18/2020 15:48,141.151.88.241,,,,,1,2,5,8,7,1,,3,,,10,6,1,3,2,25,5,5,ASI6KXF2GAUTQ,,,,,
11283794109,252761849,1/18/2020 15:47,1/18/2020 15:48,66.30.160.27,,,,,1,7,6,8,10,1,2,,,5,8,5,2,4,3,33,5,5,A1M682B2WUSYJP,,,,,
11283793879,252761849,1/18/2020 15:46,1/18/2020 15:48,173.215.15.44,,,,,2,5,8,9,1,,,3,,,2,4,1,7,4,48,4,5,A2ESE3IBTNAEB7,,,,,
11283793812,252761849,1/18/2020 15:46,1/18/2020 15:48,75.172.175.78,,,,,1,10,10,10,8,1,,,,,10,7,1,5,4,53,4,5,A1FVXS8IM5QYO8,,,,,
11283793811,252761849,1/18/2020 15:46,1/18/2020 15:48,96.32.19.28,,,,,2,7,8,10,8,,2,,,,10,10,1,3,4,48,3,5,A27VFM67RPD2L5,,,,,
11283792903,252761849,1/18/2020 15:39,1/18/2020 15:47,108.76.94.74,,,,,2,8,7,8,8,,,,,5,11,8,2,6,2,23,4,5,A352HNW0L831G6,,,,,
11283792847,252761849,1/18/2020 15:45,1/18/2020 15:47,71.232.130.176,,,,,1,10,6,6,9,,2,3,,5,12,8,2,3,4,53,5,5,A1B76WYZ47BQJ,,,,,
11283792463,252761849,1/18/2020 15:43,1/18/2020 15:46,67.169.209.224,,,,,1,7,5,5,9,,2,3,,5,6,5,2,4,4,51,5,5,A2YCMT5BPA0AG9,,,,,
11283792406,252761849,1/18/2020 15:45,1/18/2020 15:46,108.44.46.154,,,,,2,7,6,8,3,,,3,,5,11,10,1,5,2,23,5,5,A2THN8O1IQIRP7,,,,,
11283792357,252761849,1/18/2020 15:43,1/18/2020 15:46,65.4.150.6,,,,,1,9,10,10,8,,,3,,,6,10,1,4,5,61,8,5,A21SF3IKIZB0VN,,,,,
11283792125,252761849,1/18/2020 15:43,1/18/2020 15:46,66.191.255.194,,,,,3,10,6,9,5,,,,,,10,10,2,3,4,45,4,5,A2TSEQ0K6MLVK3,,,,,
11283792063,252761849,1/18/2020 15:44,1/18/2020 15:46,73.233.150.132,,,,,2,9,9,8,8,,2,,,,12,8,2,3,3,38,7,5,A21SIPO89DP66I,,,,,
11283791669,252761849,1/18/2020 15:44,1/18/2020 15:45,24.116.21.131,,,,,1,9,9,8,7,,2,,,,11,6,2,5,4,53,4,5,A2AM62BHO8G9MB,,,,,
11283791603,252761849,1/18/2020 15:42,1/18/2020 15:45,24.175.211.165,,,,,1,7,9,10,5,,,,,5,11,5,2,4,4,50,5,4,A22HDIXTWGVUOW,,,,,
11283791364,252761849,1/18/2020 15:42,1/18/2020 15:45,108.31.115.20,,,,,1,8,10,10,9,,2,3,,5,5,6,1,4,3,41,3,3,A19PN52BDA462L,,,,,
11283791347,252761849,1/18/2020 15:43,1/18/2020 15:45,198.228.133.105,,,,,1,7,9,6,8,1,,,,,2,8,2,3,2,29,7,5,A2PU5BM2YXFQQS,,,,,
11283791281,252761849,1/18/2020 15:44,1/18/2020 15:45,50.4.17.78,,,,,1,10,8,9,6,,2,3,,5,11,4,2,2,2,21,3,5,A2O0KQ1VUVTKMW,,,,,
11283791237,252761849,1/18/2020 15:43,1/18/2020 15:45,47.210.3.243,,,,,1,10,7,10,6,,2,,,,10,10,2,4,4,57,4,5,A30RAYNDOWQ61S,,,,,
11283791170,252761849,1/18/2020 15:43,1/18/2020 15:45,72.224.140.65,,,,,2,5,1,1,3,,,3,,,2,1,1,5,2,24,4,5,A2MTTK82BVU529,,,,,
11283791041,252761849,1/18/2020 15:42,1/18/2020 15:45,47.204.36.108,,,,,1,2,2,7,2,,,,,5,6,2,2,8,4,51,5,4,A2XPWASDT8AYXH,,,,,
11283790947,252761849,1/18/2020 15:43,1/18/2020 15:45,76.203.45.18,,,,,1,8,8,7,6,,,,,5,7,4,1,9,3,41,5,5,A3S1DILZ70PXC,,,,,
11283790824,252761849,1/18/2020 15:42,1/18/2020 15:44,70.177.71.8,,,,,3,2,5,5,6,,,,,,10,5,2,3,2,26,3,5,A1GQRJVWSIT2RC,,,,,
11283790770,252761849,1/18/2020 15:44,1/18/2020 15:44,171.61.230.79,,,,,1,4,7,6,6,,,,4,,2,4,2,4,2,28,5,5,A24C2SIG35DL1J,,,,,
11283790685,252761849,1/18/2020 15:42,1/18/2020 15:44,75.65.38.225,,,,,2,8,5,3,2,1,2,,,,10,4,2,4,3,32,5,5,A2P065E9CYMYJL,,,,,
11283790418,252761849,1/18/2020 15:42,1/18/2020 15:44,73.66.240.119,,,,,1,9,6,7,4,,,,,,10,7,1,3,4,46,5,5,A3RQN5RZD1N2KP,,,,,
11283790406,252761849,1/18/2020 15:42,1/18/2020 15:44,173.66.105.228,,,,,3,6,8,8,5,,,3,,,10,7,1,4,3,38,4,5,A1E1SBWRRBUSOE,,,,,
11283790271,252761849,1/18/2020 15:42,1/18/2020 15:44,108.66.4.224,,,,,2,4,2,7,5,1,2,,,5,6,10,1,2,2,28,4,5,A2EKR2ZFO10VMV,,,,,
11283790189,252761849,1/18/2020 15:42,1/18/2020 15:44,152.86.48.239,,,,,1,10,10,10,10,,2,,,5,10,3,1,4,3,34,4,5,A187VXD4ETY6M2,,,,,
11283790183,252761849,1/18/2020 15:42,1/18/2020 15:44,76.98.104.58,,,,,2,7,9,10,9,,,,,,1,9,2,1,3,40,2,5,A3EZ3BRM1C5WKV,,,,,
11283789950,252761849,1/18/2020 15:41,1/18/2020 15:43,69.247.208.131,,,,,2,6,9,9,7,,,,,5,12,8,2,3,2,27,3,3,A3OTBMKOEQ410P,,,,,
11283789949,252761849,1/18/2020 15:42,1/18/2020 15:43,70.114.219.58,,,,,2,5,6,8,7,,2,3,,,6,5,1,3,4,47,5,5,A3AJJHOAV7WIUQ,,,,,
11283789825,252761849,1/18/2020 15:42,1/18/2020 15:43,69.128.35.252,,,,,2,5,6,9,7,,,,,5,11,6,1,3,3,37,4,5,A3UDUHUVFKD833,,,,,
11283789780,252761849,1/18/2020 15:42,1/18/2020 15:43,76.167.227.177,,,,,2,8,7,8,5,,,,,5,9,8,1,5,3,33,5,5,A3PIJN4LHKKNPH,,,,,
11283789757,252761849,1/18/2020 15:42,1/18/2020 15:44,184.89.125.23,,,,,2,10,9,8,4,,,3,,,11,9,1,1,2,22,5,3,A3F9G3VPRP21TA,,,,,
11283789727,252761849,1/18/2020 15:42,1/18/2020 15:43,24.52.163.47,,,,,1,10,7,9,2,,,3,,5,8,6,2,3,3,35,3,5,AK2XJWYN3PF2V,,,,,
11283789707,252761849,1/18/2020 15:42,1/18/2020 15:43,108.183.71.159,,,,,2,3,2,7,7,,,,,,8,8,1,3,2,24,5,5,AOFDURRUA32P3,,,,,
11283789696,252761849,1/18/2020 15:41,1/18/2020 15:43,66.253.168.22,,,,,1,4,5,5,5,,,3,,5,5,7,1,3,2,24,5,5,A14DRED7XJ1F2V,,,,,
11283789428,252761849,1/18/2020 15:42,1/18/2020 15:43,185.245.87.139,,,,,2,7,5,8,5,,,,,5,11,10,1,3,2,29,4,2,AZZA3J049G7R5,,,,,
11283789285,252761849,1/18/2020 15:40,1/18/2020 15:43,24.101.174.196,,,,,1,7,4,5,3,,2,,,,11,7,1,3,2,28,5,3,A3LRNF13ZZ3V4D,,,,,
11283789272,252761849,1/18/2020 15:41,1/18/2020 15:43,98.165.229.26,,,,,3,4,6,6,5,,,3,,,10,8,1,3,2,24,4,5,A73UBWHFPAT7E,,,,,
11283789236,252761849,1/18/2020 15:41,1/18/2020 15:43,100.1.96.244,,,,,3,8,7,9,7,,,,,5,4,6,2,1,2,20,3,2,A3P89M76J7BMUZ,,,,,
11283789076,252761849,1/18/2020 15:40,1/18/2020 15:43,141.214.17.243,,,,,2,7,9,8,7,1,,,,,5,6,1,3,2,26,5,5,A15OFKSPXEV95T,,,,,
11283788940,252761849,1/18/2020 15:40,1/18/2020 15:42,107.170.127.117,,,,,1,9,8,9,8,,,3,4,,8,8,2,5,2,27,4,5,A1DH96FGW15MKP,,,,,
11283788425,252761849,1/18/2020 15:40,1/18/2020 15:42,107.170.145.187,,,,,1,6,7,7,7,,,,4,,3,5,2,4,2,28,5,5,A2YBAB5LBV646M,,,,,
11283787560,252761849,1/18/2020 15:39,1/18/2020 15:41,75.11.200.54,,,,,3,5,5,7,6,1,2,3,,,2,7,1,4,2,23,5,4,A2FWZR12905V6J,,,,,
11283787552,252761849,1/18/2020 15:40,1/18/2020 15:41,98.220.230.70,,,,,1,10,9,1,10,,2,,,,10,10,2,4,2,24,5,5,A2JP9IKRHNLRPI,,,,,
11283787538,252761849,1/18/2020 15:40,1/18/2020 15:41,50.108.192.242,,,,,1,7,5,6,6,,,,,5,1,6,1,2,2,24,5,4,A2TQCLAV1NQW5N,,,,,
11283787341,252761849,1/18/2020 15:37,1/18/2020 15:41,128.172.245.103,,,,,3,7,8,8,5,,,,,5,10,4,1,1,2,20,4,3,A2BGY9BO2PPN87,,,,,
11283787056,252761849,1/18/2020 15:36,1/18/2020 15:40,67.254.197.64,,,,,1,6,4,5,7,,2,3,,,11,7,2,4,2,25,5,5,A281NYJUA83Y3Y,,,,,
11283786608,252761849,1/18/2020 15:36,1/18/2020 15:40,162.226.190.29,,,,,2,4,4,7,10,1,,3,,,10,8,1,3,2,27,4,5,A0017268R9SKD8U2Y3F,,,,,
11283786568,252761849,1/18/2020 15:38,1/18/2020 15:40,73.242.204.220,,,,,2,8,9,9,7,,,,,,2,10,1,2,2,24,7,5,A23B8D2WG3R7U7,,,,,
11283785794,252761849,1/18/2020 15:38,1/18/2020 15:39,72.182.4.117,,,,,2,10,10,10,10,,,,,,11,10,1,2,2,23,2,5,A2G8DTHDX0XO4I,,,,,
11283785495,252761849,1/18/2020 15:37,1/18/2020 15:39,134.228.86.161,,,,,2,3,5,5,5,,,3,,,2,8,1,6,2,24,5,5,A15J1TJ75G35SR,,,,,
11283785328,252761849,1/18/2020 15:38,1/18/2020 15:38,99.18.100.166,,,,,2,6,6,5,9,1,2,3,,,6,6,2,4,2,21,5,2,A3NTOY14EYIU8G,,,,,
11283784442,252761849,1/18/2020 15:37,1/18/2020 15:38,73.230.218.46,,,,,1,7,8,5,9,,,3,,,2,7,2,3,2,23,3,5,A3QL8ZAD9BKWUF,,,,,
10992152783,246342431,9/13/2019 19:58,9/13/2019 20:00,,4e8cd19e996919c971804314b9,,,,2,7,5,5,9,1,,,,5,10,7,2,4,2,23,7,5,,2,1,4,7,2
10992107211,246342431,9/13/2019 19:25,9/13/2019 19:27,,c0a7d4ebcad4fc295f2c986bd8,,,,3,10,7,8,4,,,,,5,8,1,1,6,5,68,4,5,,5,2,6,6,1
10992091980,246342431,9/13/2019 19:16,9/13/2019 19:16,,c004d79067559d9c2c30dafaef,,,,1,1,1,1,1,1,,3,,5,2,1,2,4,3,30,4,1,,2,1,5,9,1
10992063928,246342431,9/13/2019 18:54,9/13/2019 18:58,,0a31aa0a28cc7672ccb409dbed,,,,2,8,5,6,5,,,,,5,11,6,2,11,4,50,4,5,,4,1,6,9,1
10992045078,246342431,9/13/2019 18:42,9/13/2019 18:46,,a1fb136d76a392aa3885161827,,,,1,7,6,1,3,,2,,,5,10,6,2,3,3,42,4,5,,3,1,8,2,2
10992041298,246342431,9/13/2019 18:39,9/13/2019 18:43,,bf4f15d41e602ce5def8bdfcf2,,,,1,4,1,5,7,1,2,3,,5,6,5,1,9,2,27,7,5,,2,2,7,9,2
10992040371,246342431,9/13/2019 18:41,9/13/2019 18:43,,89bab8ce1c35c8ee259642083c,,,,1,7,7,9,5,,2,3,,,6,7,1,8,2,29,5,4,,2,2,4,9,4
10992040357,246342431,9/13/2019 18:41,9/13/2019 18:43,,f8307ac31a060be7a138064b3c,,,,3,8,8,6,3,,,,,,5,5,1,3,3,31,5,5,,3,2,4,8,1
10992040184,246342431,9/13/2019 18:41,9/13/2019 18:43,,d89eb1d9659ec89a6ac22cfffd,,,,3,6,6,6,6,,,,,5,11,6,1,2,3,31,3,5,,3,2,2,1,2
10992039905,246342431,9/13/2019 18:41,9/13/2019 18:42,,be5e65822441701f66f04d3fc0,,,,2,7,3,8,8,,,3,,,2,2,1,3,2,21,5,5,,2,2,3,8,5
10992039889,246342431,9/13/2019 18:40,9/13/2019 18:42,,53b9321d85e40cecadfa0a34b5,,,,3,8,10,10,10,,,,,5,10,5,1,3,3,31,4,5,,3,2,3,9,2
10992039706,246342431,9/13/2019 18:41,9/13/2019 18:42,,52a12b79c55a90295adc9b8e13,,,,1,9,5,8,6,1,,,,5,5,3,1,6,3,41,5,5,,3,2,7,9,1
10992039339,246342431,9/13/2019 18:40,9/13/2019 18:42,,f09723e02882f67804988b9d01,,,,2,4,6,10,5,,2,3,,5,10,10,1,11,2,24,4,3,,2,2,11,6,1
10992038968,246342431,9/13/2019 18:40,9/13/2019 18:42,,feecc8c683eb4d32dfd2ba6c0b,,,,2,7,4,8,7,,2,,,5,6,4,2,1,2,20,4,5,,2,2,1,9,4
10992038933,246342431,9/13/2019 18:40,9/13/2019 18:42,,e3d35177bdd8759947842e128b,,,,2,6,6,5,5,,,3,,,10,5,1,2,2,21,4,5,,2,2,3,7,1
10992038780,246342431,9/13/2019 18:41,9/13/2019 18:42,,233ad3bb293205744622a9dc25,,,,1,1,1,10,10,,2,,4,,2,10,1,11,2,19,3,4,,2,2,2,8,1
10992038655,246342431,9/13/2019 18:40,9/13/2019 18:42,,540fbef7a1d90cafef2f2ddb10,,,,2,10,7,6,5,,2,,,,11,5,1,3,3,37,5,5,,3,2,2,4,2
10992038175,246342431,9/13/2019 18:38,9/13/2019 18:41,,a5b3ea6d86604113dcba023155,,,,2,10,6,5,7,1,,3,,,10,7,1,6,2,25,4,4,,2,2,5,5,2
10992037979,246342431,9/13/2019 18:39,9/13/2019 18:41,,025b242c85b5975b41505db0c9,,,,3,8,7,8,6,,2,,,,10,7,1,11,3,31,4,6,,3,2,1,9,2
10992037374,246342431,9/13/2019 18:39,9/13/2019 18:41,,a5e323309ac6d8e20648e8a89d,,,,2,10,10,10,6,,,,,,4,2,1,5,3,31,3,5,,3,2,3,3,2
10992037278,246342431,9/13/2019 18:35,9/13/2019 18:41,,71cbfad27e507b7c6a8a2ab321,,,,1,10,8,10,6,,2,3,,5,11,6,1,5,2,28,5,5,,2,2,5,7,2
10992036925,246342431,9/13/2019 18:39,9/13/2019 18:41,,28c3ca29318ff94ec4fbf6e91e,,,,2,10,8,10,1,,,,,5,11,10,1,3,5,31,4,4,,3,2,2,5,1
10992036788,246342431,9/13/2019 18:39,9/13/2019 18:40,,659017ddd5e56971713a6c09b5,,,,2,6,5,6,4,,,,,5,3,5,1,4,2,25,5,5,,2,2,4,3,1
10992036709,246342431,9/13/2019 18:39,9/13/2019 18:40,,08ad9d9bc1b7236bd2001009bb,,,,1,7,6,5,5,,,3,,,4,5,1,1,2,19,4,5,,2,2,1,9,1
10992035992,246342431,9/13/2019 18:39,9/13/2019 18:40,,c679c168aa53f181c6abec90b3,,,,1,10,6,1,4,1,,,,,3,4,1,4,2,55,3,3,,2,2,7,2,1
10992035698,246342431,9/13/2019 18:38,9/13/2019 18:40,,4d9bbfba5df15dec2d1dfa49c4,,,,3,10,9,9,5,,,3,,5,10,10,1,4,3,32,1,5,,3,2,4,9,1
10992035414,246342431,9/13/2019 18:39,9/13/2019 18:40,,129e17258cedc38ec9365c5121,,,,2,4,6,6,6,1,2,3,4,5,6,6,1,5,2,24,5,2,,2,2,4,5,2
10992033057,246342431,9/13/2019 18:37,9/13/2019 18:38,,02e76250f1c7ad5cb4faa96067,,,,1,8,7,6,6,,2,,,,5,4,1,3,2,27,5,5,,2,2,3,1,1
10992023378,246342431,9/13/2019 18:31,9/13/2019 18:32,,7ce854b9f4cd7431b30756c0e8,,,,2,4,10,4,1,,,,,,11,10,1,3,3,31,4,4,,3,2,2,9,1
10992020093,246342431,9/13/2019 18:29,9/13/2019 18:30,,2c1d590d96cc3cfbccd4ace904,,,,2,6,6,8,6,,2,3,,,10,3,2,6,2,18,3,5,,2,1,6,1,1
10992008679,246342431,9/13/2019 18:21,9/13/2019 18:23,,9a34df77bf988336bf249dd6f2,,,,1,6,6,6,9,,2,,,,6,3,2,9,4,54,5,2,,4,1,10,9,4
10992008455,246342431,9/13/2019 18:22,9/13/2019 18:23,,ff1f7ee1acae8e87001f4a9360,,,,1,8,4,10,8,1,,3,4,5,10,10,2,7,5,48,5,3,,4,1,6,9,1
10992007352,246342431,9/13/2019 18:21,9/13/2019 18:23,,8d38f8454d39e894bfe6ffbd34,,,,1,6,7,7,4,,,,,,5,7,2,6,5,70,8,5,,5,1,7,7,1
10992005567,246342431,9/13/2019 18:20,9/13/2019 18:21,,42828f5abd32657302e068fd8a,,,,1,7,5,4,5,,,,,,11,8,2,3,4,47,5,5,,4,1,3,9,1
10992004863,246342431,9/13/2019 18:18,9/13/2019 18:21,,2ca4ea03020f4593d88df7cd24,,,,3,7,10,9,9,,,,,5,10,1,2,2,5,72,4,5,,5,1,2,4,2
10992004538,246342431,9/13/2019 18:19,9/13/2019 18:21,,8890ea82f50becf4f60fd3c6d5,,,,1,10,7,10,5,,,3,,,12,7,2,6,4,49,3,5,,4,1,5,3,1
10992003139,246342431,9/13/2019 18:18,9/13/2019 18:20,,a6a00b11fb6a336d1487d89b7c,,,,2,7,6,4,6,,,,,5,5,4,2,4,5,64,5,5,,5,1,4,5,2
10992002653,246342431,9/13/2019 18:15,9/13/2019 18:20,,9f06499f60bb246a42aee0f6c9,,,,1,8,8,6,9,,,,,,2,7,2,6,5,80,7,5,,5,1,7,8,4
10991998443,246342431,9/13/2019 18:16,9/13/2019 18:17,,22a7718b2eb9d9546b43758814,,,,2,7,5,3,4,,,,,,2,2,1,4,4,45,7,5,,4,2,4,5,2
10991998360,246342431,9/13/2019 18:15,9/13/2019 18:17,,5718b5a8df71b75de9a7a7569e,,,,3,8,3,6,4,,,,,5,10,10,2,2,5,63,3,4,,5,1,2,8,2
10991988325,246342431,9/13/2019 18:10,9/13/2019 18:12,,b3fe32a983870846fc2fe55dc4,,,,2,8,8,1,5,,,,,,10,8,2,4,4,57,4,5,,4,1,4,5,1
10991982687,246342431,9/13/2019 18:08,9/13/2019 18:08,,64486f484230509cb473398d2b,,,,1,9,7,7,10,,,,,5,2,10,1,2,2,25,6,5,,2,2,2,9,1
10991953264,246342431,9/13/2019 17:51,9/13/2019 17:52,,2e3c39dff8172fb099c4b16227,,,,3,10,10,10,4,,,,,,10,8,1,6,4,55,3,5,,4,2,6,5,2
10991946941,246342431,9/13/2019 17:47,9/13/2019 17:49,,e0e6c03e98f149ef23d437709c,,,,3,8,8,1,7,,,,,,4,10,2,9,5,70,7,5,,5,1,7,3,2
10991941750,246342431,9/13/2019 17:45,9/13/2019 17:46,,25fd85d3830241fe689afeb883,,,,2,6,7,4,5,,,,4,,5,9,1,2,2,25,1,3,,2,2,3,7,1
10991940502,246342431,9/13/2019 17:43,9/13/2019 17:46,,ec96cf9518bc8dc0a4d669d316,,,,1,10,10,10,10,1,2,3,4,5,11,10,1,3,2,26,5,5,,2,2,3,3,1
10991927414,246342431,9/13/2019 17:37,9/13/2019 17:39,,8aee02e01ef0f9346a72454b03,,,,1,6,5,4,3,,,,,,10,5,2,4,4,49,4,5,,4,1,4,1,2
10991915153,246342431,9/13/2019 17:31,9/13/2019 17:33,,f10837401c332dfc772e43f997,,,,1,6,5,4,4,,2,,,,5,9,2,6,4,56,5,5,,4,2,5,9,1
10991902208,246342431,9/13/2019 17:24,9/13/2019 17:26,,56f2fe58ad61d3c44b8fb9498d,,,,2,9,9,9,7,,,,,5,4,3,2,7,4,50,5,4,,4,1,7,7,4
10991878773,246342431,9/13/2019 17:13,9/13/2019 17:14,,87a7078782822a627e78aeaeb4,,,,3,8,7,4,4,,,,,,2,3,1,11,2,23,5,5,,2,2,1,2,1
10991869876,246342431,9/13/2019 17:08,9/13/2019 17:09,,6978afdbf669f47f7410e75d91,,,,2,5,5,5,6,,,3,,,10,5,1,4,4,56,3,5,,4,2,4,5,1
10991856966,246342431,9/13/2019 17:02,9/13/2019 17:03,,96347467402f7aa7c976e525f2,,,,1,8,9,7,5,,,,,,8,4,2,10,4,45,4,5,,4,1,10,7,1
10991840641,246342431,9/13/2019 16:53,9/13/2019 16:55,,70b4d738611b6e4038fb05b739,,,,2,10,10,10,7,,2,,,,2,5,1,5,4,51,4,3,,4,2,6,7,1
10991809918,246342431,9/13/2019 16:34,9/13/2019 16:40,,8b5c6fe536d49456dcf65f4805,,,,2,2,3,4,5,,2,3,,5,6,4,2,5,4,55,5,3,,4,1,5,5,2
10991801812,246342431,9/13/2019 16:34,9/13/2019 16:37,,e1eacd083b99c02433e57a9e2e,,,,2,6,8,4,4,,,,,,10,4,1,5,4,59,5,5,,4,2,5,9,1
10991790495,246342431,9/13/2019 16:31,9/13/2019 16:31,,05c013ceef9af31a8e6e5b696c,,,,1,7,10,5,7,,,3,,,8,1,1,1,2,24,3,4,,2,2,2,2,1
10991762524,246342431,9/13/2019 16:17,9/13/2019 16:19,,76eff68ad2197946d675a4a1e5,,,,3,5,5,4,8,,,,,,9,5,2,5,5,0,4,1,,5,1,5,9,2
10991762135,246342431,9/13/2019 16:17,9/13/2019 16:18,,4a15851505edb6d3a8f6c854a2,,,,1,8,8,8,8,,,,,,4,8,2,11,5,72,6,5,,5,1,11,2,4
10991756243,246342431,9/13/2019 16:12,9/13/2019 16:16,,fedac77f3e3484c0522176781f,,,,2,8,8,8,8,,,,,,2,8,1,6,4,50,6,5,,4,2,6,5,1
10991743478,246342431,9/13/2019 16:09,9/13/2019 16:10,,cfe147d43c28cb00caab8fa2d3,,,,2,10,10,9,10,1,2,,4,,6,4,2,7,2,22,4,5,,2,1,3,4,2
10991729038,246342431,9/13/2019 16:02,9/13/2019 16:04,,260fbe80484b1fb42295331295,,,,2,6,7,5,4,1,2,,,5,2,3,1,4,5,65,7,5,,5,2,5,3,1
10991721445,246342431,9/13/2019 15:59,9/13/2019 16:01,,1a905afe4bb3e47216a1ae38e2,,,,1,4,4,3,4,,,3,,,3,7,1,3,2,55,4,2,,2,2,3,9,1
10991710007,246342431,9/13/2019 15:55,9/13/2019 15:56,,87b319f3fa5d1bc9bce4b682cd,,,,2,10,10,10,10,,2,,,,5,5,2,8,3,33,8,2,,3,1,8,9,2
10991695310,246342431,9/13/2019 15:48,9/13/2019 15:49,,e6ee2120c7a3f6dcd8e9985103,,,,2,10,1,4,6,,,3,,5,2,10,2,10,2,21,4,5,,2,1,1,5,2
10991676683,246342431,9/13/2019 15:38,9/13/2019 15:41,,60bd3782473f8b374f5fea49ea,,,,1,10,1,5,7,,,,,5,10,3,1,5,4,52,3,5,,4,2,5,2,1
10991674502,246342431,9/13/2019 15:38,9/13/2019 15:40,,da3af7b6712acabb8f174fa8d3,,,,3,2,2,2,2,1,,,,,5,8,1,11,5,73,7,5,,5,2,11,2,4
10991670227,246342431,9/13/2019 15:37,9/13/2019 15:39,,b4ea364c9d0a4804cf0235181e,,,,2,7,7,9,9,,,,,5,6,3,2,8,3,31,5,5,,3,1,8,8,1
10991669695,246342431,9/13/2019 15:31,9/13/2019 15:38,,546107ed07906054f6f4189e77,,,,1,6,6,9,7,,,3,,,6,7,2,10,2,19,8,5,,2,1,10,4,1
10991655325,246342431,9/13/2019 15:31,9/13/2019 15:33,,59393877a69c9c0e0fde5803b8,,,,1,10,5,3,6,,,,,5,3,4,2,6,3,31,5,5,,3,1,6,2,2
