Respondent ID,Collector ID,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorRegulation,ReportedIncome,ReportedAge,ReportedExactAge,Education,Ethnicity,SurveyMonkeyAge,SurveyMonkeyIncome,SurveyMonkeyRegion,IsReportedMale,IsReportedFemale,IsReportedNonbinary,IsUnreportedGender,IsReportedIncomePreferNotDisclose,IsSurveyMonkeyMale,IsSurveyMonkeyFemale,IsSurveyMonkeyUnreportedGender,IsSurveyMonkeyIncomePreferNotDisclose,IsManager,IsUnemployed,IsMale,IsFemale
11283792406,252761849,1/18/2020 15:46,7,6,8,3,0,0,1,0,1,11,10,5,2,23,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283792357,252761849,1/18/2020 15:46,9,10,10,8,0,0,1,0,0,6,10,4,5,61,8,5,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283792125,252761849,1/18/2020 15:46,10,6,9,5,0,0,0,0,0,10,10,3,4,45,4,5,,,,1,0,0,0,0,0,0,1,0,0,1,1,0
11283792063,252761849,1/18/2020 15:46,9,9,8,8,0,1,0,0,0,12,8,3,3,38,7,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283791669,252761849,1/18/2020 15:45,9,9,8,7,0,1,0,0,0,11,6,5,4,53,4,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283791603,252761849,1/18/2020 15:45,7,9,10,5,0,0,0,0,1,11,5,4,4,50,5,4,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283791364,252761849,1/18/2020 15:45,8,10,10,9,0,1,1,0,1,5,6,4,3,41,3,3,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283791347,252761849,1/18/2020 15:45,7,9,6,8,1,0,0,0,0,2,8,3,2,29,7,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283791281,252761849,1/18/2020 15:45,10,8,9,6,0,1,1,0,1,11,4,2,2,21,3,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283791237,252761849,1/18/2020 15:45,10,7,10,6,0,1,0,0,0,10,10,4,4,57,4,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283791170,252761849,1/18/2020 15:45,5,1,1,3,0,0,1,0,0,2,1,5,2,24,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283791041,252761849,1/18/2020 15:45,2,2,7,2,0,0,0,0,1,6,2,8,4,51,5,4,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283790947,252761849,1/18/2020 15:45,8,8,7,6,0,0,0,0,1,7,4,9,3,41,5,5,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283790824,252761849,1/18/2020 15:44,2,5,5,6,0,0,0,0,0,10,5,3,2,26,3,5,,,,1,0,0,0,0,0,0,1,0,0,1,1,0
11283790770,252761849,1/18/2020 15:44,4,7,6,6,0,0,0,1,0,2,4,4,2,28,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283790685,252761849,1/18/2020 15:44,8,5,3,2,1,1,0,0,0,10,4,4,3,32,5,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283790418,252761849,1/18/2020 15:44,9,6,7,4,0,0,0,0,0,10,7,3,4,46,5,5,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283790406,252761849,1/18/2020 15:44,6,8,8,5,0,0,1,0,0,10,7,4,3,38,4,5,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283790271,252761849,1/18/2020 15:44,4,2,7,5,1,1,0,0,1,6,10,2,2,28,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283790189,252761849,1/18/2020 15:44,10,10,10,10,0,1,0,0,1,10,3,4,3,34,4,5,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283790183,252761849,1/18/2020 15:44,7,9,10,9,0,0,0,0,0,1,9,1,3,40,2,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283789950,252761849,1/18/2020 15:43,6,9,9,7,0,0,0,0,1,12,8,3,2,27,3,3,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283789949,252761849,1/18/2020 15:43,5,6,8,7,0,1,1,0,0,6,5,3,4,47,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283789825,252761849,1/18/2020 15:43,5,6,9,7,0,0,0,0,1,11,6,3,3,37,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283789780,252761849,1/18/2020 15:43,8,7,8,5,0,0,0,0,1,9,8,5,3,33,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283789757,252761849,1/18/2020 15:44,10,9,8,4,0,0,1,0,0,11,9,1,2,22,5,3,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283789727,252761849,1/18/2020 15:43,10,7,9,2,0,0,1,0,1,8,6,3,3,35,3,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283789707,252761849,1/18/2020 15:43,3,2,7,7,0,0,0,0,0,8,8,3,2,24,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283789696,252761849,1/18/2020 15:43,4,5,5,5,0,0,1,0,1,5,7,3,2,24,5,5,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283789428,252761849,1/18/2020 15:43,7,5,8,5,0,0,0,0,1,11,10,3,2,29,4,2,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283789285,252761849,1/18/2020 15:43,7,4,5,3,0,1,0,0,0,11,7,3,2,28,5,3,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283789272,252761849,1/18/2020 15:43,4,6,6,5,0,0,1,0,0,10,8,3,2,24,4,5,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283789236,252761849,1/18/2020 15:43,8,7,9,7,0,0,0,0,1,4,6,1,2,20,3,2,,,,1,0,0,0,0,0,0,1,0,0,1,1,0
11283789076,252761849,1/18/2020 15:43,7,9,8,7,1,0,0,0,0,5,6,3,2,26,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283788940,252761849,1/18/2020 15:42,9,8,9,8,0,0,1,1,0,8,8,5,2,27,4,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283788425,252761849,1/18/2020 15:42,6,7,7,7,0,0,0,1,0,3,5,4,2,28,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283787560,252761849,1/18/2020 15:41,5,5,7,6,1,1,1,0,0,2,7,4,2,23,5,4,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283787552,252761849,1/18/2020 15:41,10,9,1,10,0,1,0,0,0,10,10,4,2,24,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283787538,252761849,1/18/2020 15:41,7,5,6,6,0,0,0,0,1,1,6,2,2,24,5,4,,,,0,1,0,0,0,0,0,1,0,1,0,0,1
11283787341,252761849,1/18/2020 15:41,7,8,8,5,0,0,0,0,1,10,4,1,2,20,4,3,,,,0,1,0,0,0,0,0,1,0,0,1,0,1
11283787056,252761849,1/18/2020 15:40,6,4,5,7,0,1,1,0,0,11,7,4,2,25,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
11283786608,252761849,1/18/2020 15:40,4,4,7,10,1,0,1,0,0,10,8,3,2,27,4,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283786568,252761849,1/18/2020 15:40,8,9,9,7,0,0,0,0,0,2,10,2,2,24,7,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283785794,252761849,1/18/2020 15:39,10,10,10,10,0,0,0,0,0,11,10,2,2,23,2,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283785495,252761849,1/18/2020 15:39,3,5,5,5,0,0,1,0,0,2,8,6,2,24,5,5,,,,0,1,0,0,0,0,0,1,0,0,0,0,1
11283785328,252761849,1/18/2020 15:38,6,6,5,9,1,1,1,0,0,6,6,4,2,21,5,2,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
11283784442,252761849,1/18/2020 15:38,7,8,5,9,0,0,1,0,0,2,7,3,2,23,3,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
10992152783,246342431,9/13/2019 20:00,7,5,5,9,1,0,0,0,1,10,7,4,2,23,7,5,2,4,7,1,0,0,0,0,1,0,0,0,0,0,1,0
10992107211,246342431,9/13/2019 19:27,10,7,8,4,0,0,0,0,1,8,1,6,5,68,4,5,5,6,6,0,1,0,0,0,0,1,0,0,0,1,0,1
10992091980,246342431,9/13/2019 19:16,1,1,1,1,1,0,1,0,1,2,1,4,3,30,4,1,2,5,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10992063928,246342431,9/13/2019 18:58,8,5,6,5,0,0,0,0,1,11,6,,4,50,4,5,4,6,9,1,0,0,0,1,1,0,0,0,0,0,1,0
10992045078,246342431,9/13/2019 18:46,7,6,1,3,0,1,0,0,1,10,6,3,3,42,4,5,3,8,2,1,0,0,0,0,1,0,0,0,1,0,1,0
10992041298,246342431,9/13/2019 18:43,4,1,5,7,1,1,1,0,1,6,5,9,2,27,7,5,2,7,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10992040371,246342431,9/13/2019 18:43,7,7,9,5,0,1,1,0,0,6,7,8,2,29,5,4,2,4,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10992040357,246342431,9/13/2019 18:43,8,8,6,3,0,0,0,0,0,5,5,3,3,31,5,5,3,4,8,0,1,0,0,0,0,1,0,0,0,1,0,1
10992040184,246342431,9/13/2019 18:43,6,6,6,6,0,0,0,0,1,11,6,2,3,31,3,5,3,2,1,0,1,0,0,0,0,1,0,0,0,1,0,1
10992039905,246342431,9/13/2019 18:42,7,3,8,8,0,0,1,0,0,2,2,3,2,21,5,5,2,3,8,0,1,0,0,0,0,1,0,0,0,0,0,1
10992039889,246342431,9/13/2019 18:42,8,10,10,10,0,0,0,0,1,10,5,3,3,31,4,5,3,3,9,0,1,0,0,0,0,1,0,0,0,1,0,1
10992039706,246342431,9/13/2019 18:42,9,5,8,6,1,0,0,0,1,5,3,6,3,41,5,5,3,7,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10992039339,246342431,9/13/2019 18:42,4,6,10,5,0,1,1,0,1,10,10,,2,24,4,3,2,,6,0,1,0,0,1,0,1,0,1,0,0,0,1
10992038968,246342431,9/13/2019 18:42,7,4,8,7,0,1,0,0,1,6,4,1,2,20,4,5,2,1,9,1,0,0,0,0,0,1,0,0,0,0,1,1
10992038933,246342431,9/13/2019 18:42,6,6,5,5,0,0,1,0,0,10,5,2,2,21,4,5,2,3,7,0,1,0,0,0,0,1,0,0,0,0,0,1
10992038780,246342431,9/13/2019 18:42,1,1,10,10,0,1,0,1,0,2,10,,2,19,3,4,2,2,8,0,1,0,0,1,0,1,0,0,1,0,0,1
10992038655,246342431,9/13/2019 18:42,10,7,6,5,0,1,0,0,0,11,5,3,3,37,5,5,3,2,4,0,1,0,0,0,0,1,0,0,0,0,0,1
10992038175,246342431,9/13/2019 18:41,10,6,5,7,1,0,1,0,0,10,7,6,2,25,4,4,2,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10992037979,246342431,9/13/2019 18:41,8,7,8,6,0,1,0,0,0,10,7,,3,31,4,6,3,1,9,0,1,0,0,1,0,1,0,0,0,1,0,1
10992037374,246342431,9/13/2019 18:41,10,10,10,6,0,0,0,0,0,4,2,5,3,31,3,5,3,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10992037278,246342431,9/13/2019 18:41,10,8,10,6,0,1,1,0,1,11,6,5,2,28,5,5,2,5,7,0,1,0,0,0,0,1,0,0,1,0,0,1
10992036925,246342431,9/13/2019 18:41,10,8,10,1,0,0,0,0,1,11,10,3,5,31,4,4,3,2,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10992036788,246342431,9/13/2019 18:40,6,5,6,4,0,0,0,0,1,3,5,4,2,25,5,5,2,4,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10992036709,246342431,9/13/2019 18:40,7,6,5,5,0,0,1,0,0,4,5,1,2,19,4,5,2,1,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10992035992,246342431,9/13/2019 18:40,10,6,1,4,1,0,0,0,0,3,4,4,2,55,3,3,2,7,2,0,1,0,0,0,0,1,0,0,1,0,0,1
10992035698,246342431,9/13/2019 18:40,10,9,9,5,0,0,1,0,1,10,10,4,3,32,1,5,3,4,9,0,1,0,0,0,0,1,0,0,0,1,0,1
10992035414,246342431,9/13/2019 18:40,4,6,6,6,1,1,1,1,1,6,6,5,2,24,5,2,2,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10992033057,246342431,9/13/2019 18:38,8,7,6,6,0,1,0,0,0,5,4,3,2,27,5,5,2,3,1,0,1,0,0,0,0,1,0,0,1,0,0,1
10992023378,246342431,9/13/2019 18:32,4,10,4,1,0,0,0,0,0,11,10,3,3,31,4,4,3,2,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10992020093,246342431,9/13/2019 18:30,6,6,8,6,0,1,1,0,0,10,3,6,2,18,3,5,2,6,1,1,0,0,0,0,1,0,0,0,0,0,1,0
10992008679,246342431,9/13/2019 18:23,6,6,6,9,0,1,0,0,0,6,3,9,4,54,5,2,4,10,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10992008455,246342431,9/13/2019 18:23,8,4,10,8,1,0,1,1,1,10,10,7,5,48,5,3,4,6,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10992007352,246342431,9/13/2019 18:23,6,7,7,4,0,0,0,0,0,5,7,6,5,70,8,5,5,7,7,1,0,0,0,0,1,0,0,0,1,0,1,0
10992005567,246342431,9/13/2019 18:21,7,5,4,5,0,0,0,0,0,11,8,3,4,47,5,5,4,3,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10992004863,246342431,9/13/2019 18:21,7,10,9,9,0,0,0,0,1,10,1,2,5,72,4,5,5,2,4,1,0,0,0,0,1,0,0,0,0,1,1,0
10992004538,246342431,9/13/2019 18:21,10,7,10,5,0,0,1,0,0,12,7,6,4,49,3,5,4,5,3,1,0,0,0,0,1,0,0,0,1,0,1,0
10992003139,246342431,9/13/2019 18:20,7,6,4,6,0,0,0,0,1,5,4,4,5,64,5,5,5,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10992002653,246342431,9/13/2019 18:20,8,8,6,9,0,0,0,0,0,2,7,6,5,80,7,5,5,7,8,1,0,0,0,0,1,0,0,0,1,0,1,0
10991998443,246342431,9/13/2019 18:17,7,5,3,4,0,0,0,0,0,2,2,4,4,45,7,5,4,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10991998360,246342431,9/13/2019 18:17,8,3,6,4,0,0,0,0,1,10,10,2,5,63,3,4,5,2,8,1,0,0,0,0,1,0,0,0,0,1,1,0
10991988325,246342431,9/13/2019 18:12,8,8,1,5,0,0,0,0,0,10,8,4,4,57,4,5,4,4,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10991982687,246342431,9/13/2019 18:08,9,7,7,10,0,0,0,0,1,2,10,2,2,25,6,5,2,2,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10991953264,246342431,9/13/2019 17:52,10,10,10,4,0,0,0,0,0,10,8,6,4,55,3,5,4,6,5,0,1,0,0,0,0,1,0,0,0,1,0,1
10991946941,246342431,9/13/2019 17:49,8,8,1,7,0,0,0,0,0,4,10,9,5,70,7,5,5,7,3,1,0,0,0,0,1,0,0,0,0,1,1,0
10991941750,246342431,9/13/2019 17:46,6,7,4,5,0,0,0,1,0,5,9,2,2,25,1,3,2,3,7,0,1,0,0,0,0,1,0,0,0,0,0,1
10991940502,246342431,9/13/2019 17:46,10,10,10,10,1,1,1,1,1,11,10,3,2,26,5,5,2,3,3,0,1,0,0,0,0,1,0,0,1,0,0,1
10991927414,246342431,9/13/2019 17:39,6,5,4,3,0,0,0,0,0,10,5,4,4,49,4,5,4,4,1,1,0,0,0,0,1,0,0,0,1,0,1,0
10991915153,246342431,9/13/2019 17:33,6,5,4,4,0,1,0,0,0,5,9,6,4,56,5,5,4,5,9,1,0,0,0,0,0,1,0,0,1,0,1,1
10991902208,246342431,9/13/2019 17:26,9,9,9,7,0,0,0,0,1,4,3,7,4,50,5,4,4,7,7,1,0,0,0,0,1,0,0,0,0,0,1,0
10991878773,246342431,9/13/2019 17:14,8,7,4,4,0,0,0,0,0,2,3,,2,23,5,5,2,1,2,0,1,0,0,1,0,1,0,0,0,1,0,1
10991869876,246342431,9/13/2019 17:09,5,5,5,6,0,0,1,0,0,10,5,4,4,56,3,5,4,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10991856966,246342431,9/13/2019 17:03,8,9,7,5,0,0,0,0,0,8,4,10,4,45,4,5,4,10,7,1,0,0,0,0,1,0,0,0,1,0,1,0
10991840641,246342431,9/13/2019 16:55,10,10,10,7,0,1,0,0,0,2,5,5,4,51,4,3,4,6,7,0,1,0,0,0,0,1,0,0,0,0,0,1
10991809918,246342431,9/13/2019 16:40,2,3,4,5,0,1,1,0,1,6,4,5,4,55,5,3,4,5,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10991801812,246342431,9/13/2019 16:37,6,8,4,4,0,0,0,0,0,10,4,5,4,59,5,5,4,5,9,0,1,0,0,0,0,1,0,0,0,0,0,1
10991790495,246342431,9/13/2019 16:31,7,10,5,7,0,0,1,0,0,8,1,1,2,24,3,4,2,2,2,0,1,0,0,0,0,1,0,0,1,0,0,1
10991762524,246342431,9/13/2019 16:19,5,5,4,8,0,0,0,0,0,9,5,5,5,0,4,1,5,5,9,1,0,0,0,0,1,0,0,0,0,1,1,0
10991762135,246342431,9/13/2019 16:18,8,8,8,8,0,0,0,0,0,4,8,,5,72,6,5,5,,2,1,0,0,0,1,1,0,0,1,1,0,1,0
10991756243,246342431,9/13/2019 16:16,8,8,8,8,0,0,0,0,0,2,8,6,4,50,6,5,4,6,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10991743478,246342431,9/13/2019 16:10,10,10,9,10,1,1,0,1,0,6,4,7,2,22,4,5,2,3,4,1,0,0,0,0,1,0,0,0,0,0,1,0
10991729038,246342431,9/13/2019 16:04,6,7,5,4,1,1,0,0,1,2,3,4,5,65,7,5,5,5,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10991721445,246342431,9/13/2019 16:01,4,4,3,4,0,0,1,0,0,3,7,3,2,55,4,2,2,3,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10991710007,246342431,9/13/2019 15:56,10,10,10,10,0,1,0,0,0,5,5,8,3,33,8,2,3,8,9,1,0,0,0,0,1,0,0,0,0,0,1,0
10991695310,246342431,9/13/2019 15:49,10,1,4,6,0,0,1,0,1,2,10,10,2,21,4,5,2,1,5,1,0,0,0,0,1,0,0,0,0,0,1,0
10991676683,246342431,9/13/2019 15:41,10,1,5,7,0,0,0,0,1,10,3,5,4,52,3,5,4,5,2,0,1,0,0,0,0,1,0,0,1,0,0,1
10991674502,246342431,9/13/2019 15:40,2,2,2,2,1,0,0,0,0,5,8,,5,73,7,5,5,,2,0,1,0,0,1,0,1,0,1,0,1,0,1
10991670227,246342431,9/13/2019 15:39,7,7,9,9,0,0,0,0,1,6,3,8,3,31,5,5,3,8,8,1,0,0,0,0,1,0,0,0,0,0,1,0
10991669695,246342431,9/13/2019 15:38,6,6,9,7,0,0,1,0,0,6,7,10,2,19,8,5,2,10,4,1,0,0,0,0,1,0,0,0,1,0,1,0
10991655325,246342431,9/13/2019 15:33,10,5,3,6,0,0,0,0,1,3,4,6,3,31,5,5,3,6,2,1,0,0,0,0,1,0,0,0,1,0,1,0
10991655289,246342431,9/13/2019 15:33,7,7,5,2,0,0,0,0,1,6,8,4,3,36,5,6,4,4,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10991647979,246342431,9/13/2019 15:30,9,1,10,6,0,0,0,0,0,10,10,4,2,23,4,5,2,4,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10991646718,246342431,9/13/2019 15:29,7,1,3,7,0,0,0,0,1,6,7,6,2,21,4,5,2,6,4,1,0,0,0,0,1,0,0,0,0,0,1,0
10991622075,246342431,9/13/2019 15:20,5,7,4,4,0,1,0,0,0,11,4,6,5,57,5,5,5,6,1,1,0,0,0,0,0,1,0,0,1,0,1,1
10991619701,246342431,9/13/2019 15:19,7,8,4,6,1,0,1,0,1,6,3,4,2,27,5,5,2,4,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10991607958,246342431,9/13/2019 15:14,10,10,1,5,0,0,0,0,1,2,10,4,5,62,7,5,5,4,3,1,0,0,0,0,1,0,0,0,0,0,1,0
10991600576,246342431,9/13/2019 15:11,9,10,9,6,0,0,0,0,1,10,2,4,4,50,4,5,4,4,8,1,0,0,0,0,1,0,0,0,1,0,1,0
10991599990,246342431,9/13/2019 15:11,3,3,6,3,0,0,1,0,0,12,4,5,5,67,5,5,5,5,9,1,0,0,0,0,1,0,0,0,0,0,1,0
10991587768,246342431,9/13/2019 15:06,5,10,6,5,0,0,1,0,0,11,1,5,2,29,4,3,2,5,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10991580327,246342431,9/13/2019 15:03,4,3,4,5,1,0,0,0,0,11,9,3,4,48,3,4,4,3,9,0,1,0,0,0,0,1,0,0,1,0,0,1
10991578571,246342431,9/13/2019 15:02,8,6,6,3,1,0,1,0,0,10,7,5,3,34,4,6,3,4,2,0,1,0,0,0,0,1,0,0,1,0,0,1
10991559354,246342431,9/13/2019 14:54,8,4,5,8,1,1,1,0,0,5,5,3,2,19,3,5,2,,4,1,0,0,0,0,1,0,0,1,0,0,1,0
10991548014,246342431,9/13/2019 14:50,7,9,10,10,0,0,0,1,1,4,1,3,4,45,5,5,4,3,3,1,0,0,0,0,1,0,0,0,1,0,1,0
10991547973,246342431,9/13/2019 14:50,8,7,8,7,0,0,0,0,0,10,8,4,5,79,5,5,5,8,2,1,0,0,0,0,1,0,0,0,0,0,1,0
10991540058,246342431,9/13/2019 14:46,6,4,6,3,0,0,0,0,1,2,5,3,2,20,4,4,2,,2,0,1,0,0,0,0,1,0,1,0,0,0,1
10991528978,246342431,9/13/2019 14:42,8,6,7,10,0,0,0,0,1,10,1,4,4,45,2,5,4,3,6,0,1,0,0,0,0,1,0,0,1,0,0,1
10991488150,246342431,9/13/2019 14:26,1,7,1,8,0,0,0,0,1,2,5,3,4,48,7,5,4,3,3,0,1,0,0,0,0,1,0,0,1,0,0,1
10991487013,246342431,9/13/2019 14:25,9,10,10,1,0,0,0,0,1,9,5,3,2,25,3,5,2,3,4,1,0,0,0,0,1,0,0,0,0,0,1,0
10991473741,246342431,9/13/2019 14:19,10,10,4,5,0,0,1,0,0,12,6,7,3,44,4,5,3,6,8,1,0,0,0,0,1,0,0,0,1,0,1,0
10991471812,246342431,9/13/2019 14:18,10,8,10,8,0,0,0,0,0,10,3,9,4,55,4,5,4,9,9,0,1,0,0,0,0,1,0,0,0,1,0,1
10991469632,246342431,9/13/2019 14:17,8,5,6,4,0,1,0,0,0,2,5,3,2,23,5,5,2,1,8,0,1,0,0,0,0,1,0,0,0,1,0,1
10991445044,246342431,9/13/2019 14:07,10,10,10,10,0,0,0,0,0,10,10,1,5,67,3,5,5,1,3,1,0,0,0,0,1,0,0,0,0,1,1,0
10991440740,246342431,9/13/2019 14:05,5,6,6,6,0,0,0,0,0,4,5,7,4,53,7,5,4,7,5,1,0,0,0,0,1,0,0,0,1,0,1,0
10991432924,246342431,9/13/2019 14:02,3,6,9,5,1,1,0,0,1,10,1,4,4,55,7,3,4,4,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10991395848,246342431,9/13/2019 13:47,6,8,10,3,0,0,0,0,1,5,6,8,4,51,7,5,4,8,5,0,1,0,0,0,0,1,0,0,1,0,0,1
10991392716,246342431,9/13/2019 13:45,8,4,9,5,1,1,1,0,0,2,9,5,3,37,7,5,3,5,2,0,1,0,0,0,0,1,0,0,0,0,0,1
10991384411,246342431,9/13/2019 13:42,5,8,7,5,0,0,0,0,1,10,7,,2,26,3,5,2,3,5,0,1,0,0,1,0,1,0,0,0,1,0,1
10991382375,246342431,9/13/2019 13:41,8,6,6,8,0,1,0,0,0,5,6,4,4,72,8,5,5,6,5,1,0,0,0,0,1,0,0,0,1,0,1,0
10991348658,246342431,9/13/2019 13:27,8,8,9,6,0,0,0,0,1,10,6,4,4,45,3,5,4,4,3,0,1,0,0,0,0,1,0,0,1,0,0,1
10991328122,246342431,9/13/2019 13:18,10,9,10,9,1,0,0,0,0,10,9,2,5,59,3,5,4,2,8,1,0,0,0,0,1,0,0,0,0,0,1,0
10991326751,246342431,9/13/2019 13:18,7,7,7,4,1,1,1,0,0,6,10,6,2,18,4,2,2,7,1,1,0,0,0,0,1,0,0,0,0,0,1,0
10991304199,246342431,9/13/2019 13:08,1,10,10,5,0,0,0,0,1,10,1,4,4,54,5,5,4,5,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10991291333,246342431,9/13/2019 13:03,10,10,10,5,1,1,0,0,0,3,1,8,3,44,4,5,3,7,9,1,0,0,0,0,1,0,0,0,0,0,1,0
10991257001,246342431,9/13/2019 12:49,10,10,10,10,1,1,1,0,1,11,9,3,5,67,6,5,5,3,3,0,1,0,0,0,0,1,0,0,0,0,0,1
10991220757,246342431,9/13/2019 12:34,1,1,5,3,0,0,0,0,1,10,1,4,4,52,7,4,4,4,5,1,0,0,0,0,1,0,0,0,1,0,1,0
10991220405,246342431,9/13/2019 12:34,6,9,10,8,1,0,1,1,1,11,6,2,2,24,3,4,2,2,3,0,1,0,0,0,0,1,0,0,1,0,0,1
10991219441,246342431,9/13/2019 12:33,9,7,8,7,0,1,1,0,1,5,10,6,5,62,6,5,5,6,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10991217122,246342431,9/13/2019 12:34,4,7,7,6,0,1,1,0,1,10,9,,2,28,3,3,2,,9,0,1,0,0,1,0,1,0,1,0,1,0,1
10991210800,246342431,9/13/2019 12:30,5,2,4,1,0,0,0,0,0,6,4,,4,60,4,5,5,,9,0,1,0,0,1,0,1,0,1,0,0,0,1
10991166382,246342431,9/13/2019 12:14,7,8,8,3,0,0,0,0,0,5,9,,2,29,4,5,2,,9,0,1,0,0,1,0,1,0,1,1,0,0,1
10991165635,246342431,9/13/2019 12:32,8,7,8,7,0,0,0,0,1,2,5,3,3,32,4,2,3,3,8,0,1,0,0,0,0,1,0,0,0,1,0,1
10991163671,246342431,9/13/2019 12:13,8,6,7,7,1,1,1,0,0,2,3,7,4,60,7,5,5,7,7,1,0,0,0,0,1,0,0,0,0,0,1,0
10991162879,246342431,9/13/2019 12:17,1,1,1,10,1,0,1,0,1,5,1,3,4,55,4,3,4,3,5,0,1,0,0,0,0,1,0,0,0,0,0,1
10991158841,246342431,9/13/2019 12:11,6,2,2,5,0,0,0,0,1,10,9,6,3,38,4,5,3,5,9,1,0,0,0,0,1,0,0,0,1,0,1,0
10991155624,246342431,9/13/2019 12:10,2,3,2,6,1,1,1,1,1,2,4,2,2,32,7,1,3,10,8,1,0,0,0,0,1,0,0,0,1,0,1,0
10989676283,246137921,9/12/2019 22:00,10,4,5,8,0,1,1,0,1,9,10,10,3,30,7,5,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
10988971863,246137921,9/12/2019 16:47,8,7,6,8,1,1,1,1,1,6,7,5,3,30,7,2,,,,1,0,0,0,0,0,0,1,0,0,0,1,0
10988908392,246137921,9/12/2019 16:25,8,5,8,7,1,0,1,0,1,6,5,10,3,32,5,5,,,,1,0,0,0,0,0,0,1,0,1,0,1,0
