Respondent ID,Collector ID,CompletionTimeMinutes,End Date,FavorEntryLevel,FavorConventionalSoon,FavorOnlineEducation,FavorAI,HeardOfUdacity,HeardOfUdemy,HeardOfCoursera,HeardOfPluralsight,HeardOfLynda,Industry,FavorRegulation,ReportedIncome,ReportedAge,ReportedExactAge,Education,Ethnicity,Personality_Grit,Covid,FavorReligion,FavorAmerican,State,IsReportedMale,IsReportedFemale,IsReportedNonbinary,IsUnreportedGender,IsReportedIncomePreferNotDisclose,IsManager,IsUnemployed,IsStem,IsNotStem,IsUnsureStem,IsUnreportedStem,IsMale,IsFemale,Personality_Openness,Personality_Conscientiousness,Personality_Extraversion,Personality_Agreeableness,Personality_Neuroticism,Personality_IsInvalid
11517832678,258604317,4,4/19/2020 13:13,7,4,6,2,0,0,1,0,1,10,5,3,2,19,4,5,380,2,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,29,88,38,75,60,0
11517847157,258604317,14,4/19/2020 13:24,9,9,10,9,1,1,1,1,0,11,9,5,2,25,6,5,310,5,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,,,,,,1
11517836807,258604317,7,4/19/2020 13:17,6,7,7,6,0,1,1,0,0,11,9,2,2,23,5,2,340,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,54,75,17,58,56,0
11517837593,258604317,6,4/19/2020 13:17,8,9,7,8,1,1,0,0,0,8,5,5,2,23,4,5,390,3,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,52,71,60,58,27,0
11517842729,258604317,8,4/19/2020 13:21,8,8,8,9,1,0,0,0,0,5,8,3,2,25,5,5,390,3,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,71,71,33,92,23,0
11517839302,258604317,4,4/19/2020 13:18,7,9,7,5,0,1,0,0,1,5,6,6,2,19,5,2,210,0,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,44,21,25,52,85,0
11517838308,258604317,4,4/19/2020 13:18,9,10,10,9,0,0,0,0,0,8,9,4,2,25,7,5,898,5,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,,,,,,1
11517841575,258604317,5,4/19/2020 13:20,5,6,5,3,1,0,0,0,0,6,2,3,2,32,5,5,324,5,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,90,71,71,65,35,0
11517845753,258604317,7,4/19/2020 13:23,9,8,8,8,0,1,1,0,0,2,7,3,2,28,5,5,320,2,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,96,69,81,71,37.5,0
11517846565,258604317,7,4/19/2020 13:24,5,4,5,7,0,0,0,0,0,2,8,2,2,26,5,5,300,3,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,71,52,42,67,56,0
11517845771,258604317,6,4/19/2020 13:23,9,10,8,8,0,0,0,0,1,12,8,5,2,21,3,4,420,3,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,85,79,50,73,62.5,0
11517849399,258604317,7,4/19/2020 13:26,6,3,7,7,1,1,1,0,1,8,7,4,2,22,5,2,409,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,65,81,25,92,35,0
11517847140,258604317,5,4/19/2020 13:24,8,5,8,4,0,0,0,0,0,5,6,7,2,26,5,2,370,3,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,60,73,75,75,31,0
11517862342,258604317,16,4/19/2020 13:36,9,10,8,9,0,1,0,0,0,3,9,4,2,25,7,5,898,5,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,,,,,,1
11517847295,258604317,5,4/19/2020 13:25,10,1,10,10,0,1,1,0,0,6,10,7,2,25,5,5,280,3,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,92,65,33,50,56,0
11517849760,258604317,5,4/19/2020 13:26,9,9,9,8,1,1,1,0,1,6,2,4,2,26,5,5,459,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,90,96,71,65,0,0
11517860495,258604317,7,4/19/2020 13:34,8,7,9,10,0,0,1,0,1,6,8,5,2,24,4,4,330,3,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,1
11517863245,258604317,9,4/19/2020 13:37,7,7,7,10,1,1,1,0,0,7,10,3,2,24,5,5,490.00000000000006,5,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,85,94,77,79,15,0
11517860648,258604317,7,4/19/2020 13:35,7,5,7,1,1,0,1,0,1,10,7,6,2,24,5,3,320,2,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,100,46,12.5,92,54,0
11517858683,258604317,5,4/19/2020 13:33,10,10,10,6,1,1,1,0,1,10,9,3,2,27,5,5,290,1,,,,0,1,0,0,0,0,1,0,0,0,1,0,1,90,46,37.5,75,96,0
11517857885,258604317,4,4/19/2020 13:32,7,6,8,3,0,0,1,0,1,10,10,5,2,23,5,5,400,2,,,,0,1,0,0,0,0,1,0,0,0,1,0,1,75,48,31,71,60,0
11517866181,258604317,10,4/19/2020 13:39,8,8,10,8,0,0,0,1,1,11,6,3,2,21,4,5,350,3,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,81,73,81,79,38,0
11517864940,258604317,9,4/19/2020 13:38,2,5,6,5,0,0,1,0,0,10,5,3,2,26,5,5,290,2,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,77,56,13,73,60,0
11517878233,258604317,18,4/19/2020 13:48,7,3,6,8,0,0,1,0,0,10,10,1,2,24,4,5,240,4,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,90,25,25,73,96,0
11517866327,258604317,8,4/19/2020 13:39,4,9,2,2,1,0,1,0,0,2,4,2,2,25,4,5,440.00000000000006,1,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,81,54,33,81,44,0
11517866323,258604317,8,4/19/2020 13:39,7,5,7,8,1,1,1,0,0,6,8,6,2,25,5,3,210,2,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,54,40,4,83,69,0
11517863625,258604317,6,4/19/2020 13:37,4,2,5,4,0,1,1,0,1,2,8,1,2,21,5,5,330,3,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,98,31,0,74,75,0
11517865567,258604317,6,4/19/2020 13:38,8,8,8,7,1,0,0,1,0,2,7,4,2,23,5,2,310,2,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,60,54,52,54,60,0
11517864408,258604317,5,4/19/2020 13:37,8,4,10,8,1,1,1,1,1,6,7,5,2,26,5,2,220.00000000000003,3,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,90,58,19,90,65,0
11517869461,258604317,7,4/19/2020 13:41,3,7,10,7,1,1,1,0,0,6,8,4,2,21,3,5,270,3,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,98,33,79,27,25,0
11517883021,258604317,17,4/19/2020 13:52,10,8,10,2,1,0,1,0,1,11,10,2,2,23,5,5,170,0,,,,0,0,1,0,0,1,0,0,0,0,1,0,0,92,15,2,69,94,0
11517867991,258604317,5,4/19/2020 13:40,6,7,5,9,0,1,1,0,1,6,7,5,2,22,5,5,310,5,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,56,50,50,54,44,0
11517866825,258604317,4,4/19/2020 13:39,10,8,5,4,0,0,0,0,1,11,6,7,2,21,5,5,310,2,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,88,46,50,40,60,0
11517883740,258604317,5,4/19/2020 13:53,5,6,6,3,1,0,1,0,0,6,7,1,2,27,4,5,290,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,79,44,38,65,56,0
11517882992,258604317,4,4/19/2020 13:52,6,6,6,6,0,0,0,0,1,6,5,5,2,25,5,5,300,3,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,,,,,,1
11517924127,258604317,13,4/19/2020 14:24,2,1,6,7,1,0,1,0,1,6,3,6,2,24,5,5,280,3,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,44,58,77,79,90,0
11517959626,258604317,5,4/19/2020 14:52,8,8,8,8,1,0,0,1,1,8,8,5,4,47,5,5,328,3,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,,,,,,1
11523998789,258604327,9,4/21/2020 11:36,10,8,10,8,1,1,0,0,0,10,5,10,2,28,5,5,380,5,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,,,,,,1
11524029184,258604327,3,4/21/2020 11:44,10,7,6,6,0,1,0,0,0,1,5,2,2,23,4,5,,0,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,,,,,,1
11525731276,258604327,4,4/21/2020 21:02,10,2,9,9,1,1,1,0,0,6,5,7,2,26,5,5,300,3,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,,,,,,1
11531444651,258604327,14,4/23/2020 10:57,9,8,8,10,1,0,1,1,0,6,8,7,2,26,5,5,260,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,50,58,62,69,46,0
11531541310,258604327,16,4/23/2020 11:21,5,4,10,7,1,1,1,1,1,6,8,6,2,24,6,5,380,3,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,71,83,69,46,54,0
11531885997,258604327,57,4/23/2020 12:52,5,5,10,3,1,1,1,1,1,4,5,10,3,30,6,5,350,3,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,92,60,71,62.5,40,0
11532097898,258604327,10,4/23/2020 13:51,4,4,10,10,1,1,1,0,1,4,10,9,3,34,6,2,480,2,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,81,88,52,38,57,0
11533117033,258604327,6,4/23/2020 19:14,8,3,6,3,1,0,1,0,1,4,5,,4,100,5,5,509,0,,,,0,1,0,0,1,1,0,0,0,0,1,0,1,,,,,,1
11561114472,258604317,21,5/2/2020 15:24,9,9,10,8,1,1,1,0,1,10,5,5,2,27,4,4,350,0,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,77,69,62.5,42,25,0
11561095609,258604317,7,5/2/2020 15:10,7,5,7,6,0,0,1,0,1,10,8,6,2,25,5,2,290,3,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,94,42,23,65,62.5,0
11561097780,258604317,7,5/2/2020 15:11,9,10,5,4,0,0,1,1,0,11,7,5,2,22,4,5,280,2,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,81,50,23,87.5,71,0
11561094668,258604317,5,5/2/2020 15:09,10,3,5,10,1,1,1,0,1,10,10,3,2,23,5,2,140,4,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,96,25,17,8,100,0
11561093447,258604317,4,5/2/2020 15:08,8,9,10,7,0,1,1,0,1,6,6,8,2,27,5,2,308,2,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,56,46,58,46,56,0
11561098424,258604317,7,5/2/2020 15:12,10,9,10,4,1,1,1,0,1,4,8,4,2,26,4,5,270,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,81,29,85,69,35,0
11561094716,258604317,3,5/2/2020 15:09,7,3,9,9,0,0,1,0,1,3,7,5,2,27,7,5,289,3,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,45,70,62,67,42,0
11561106543,258604317,11,5/2/2020 15:18,8,10,8,5,0,0,1,0,0,10,5,2,2,25,5,3,200,2,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,58,33,0,63,75,0
11561105623,258604317,10,5/2/2020 15:17,6,6,6,9,1,0,0,0,0,5,10,4,2,25,5,5,430,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,65,77,42,94,12,0
11561105317,258604317,10,5/2/2020 15:17,4,6,9,7,1,1,1,0,1,6,5,3,2,23,4,4,400,2,,,,1,0,0,0,0,0,1,0,0,0,1,1,0,92,73,21,27,31,0
11561102398,258604317,8,5/2/2020 15:15,7,10,10,5,0,0,0,0,0,11,9,3,2,23,2,5,180,1,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,96,15,21,69,92,0
11561100889,258604317,7,5/2/2020 15:14,4,4,5,7,1,0,1,0,0,2,7,3,2,26,5,5,400,5,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,96,79,23,44,67,0
11561099342,258604317,5,5/2/2020 15:13,3,3,8,6,0,0,1,0,0,10,7,4,2,24,4,5,240,3,,,,0,1,0,0,0,0,1,0,0,0,1,0,1,69,48,44,71,58,0
11561126357,258604317,22,5/2/2020 15:33,8,7,9,8,0,1,0,0,1,6,7,3,2,27,5,3,390,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,79,69,29,56,27,0
11561110838,258604317,8,5/2/2020 15:21,4,4,7,5,0,1,1,0,0,10,9,4,2,26,5,5,409,2,,,,0,1,0,0,0,0,1,0,0,0,1,0,1,81,77,77,83,31,0
11561108796,258604317,6,5/2/2020 15:20,3,10,5,8,0,1,0,0,1,4,4,9,2,25,4,4,370,2,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,85,71,42,85,2,0
11561106048,258604317,4,5/2/2020 15:18,5,4,7,7,0,0,0,0,1,11,9,1,2,21,4,6,301,3,,,,1,0,0,0,0,0,1,0,0,0,1,1,0,46,40,60,48,48,0
11561111991,258604317,6,5/2/2020 15:23,9,9,8,6,0,1,1,1,1,8,9,4,2,25,5,5,316,2,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,95,84,76,71,86,0
11561121929,258604317,11,5/2/2020 15:30,10,8,10,8,0,0,0,0,1,5,8,3,2,27,5,6,320,3,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,81,54,67,71,33,0
11561115353,258604317,5,5/2/2020 15:25,4,7,8,8,0,0,0,0,1,8,7,4,2,25,4,4,280,3,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,62,58,56,67,70,0
11561113513,258604317,3,5/2/2020 15:24,5,7,6,7,1,1,0,1,0,5,8,5,2,25,7,5,254,2,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,80,93,56,44,72,0
11561118641,258604317,4,5/2/2020 15:27,9,9,9,10,1,0,1,0,0,11,8,6,2,23,2,3,500,5,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,69,69,71,58,19,0
11561134029,258604317,13,5/2/2020 15:39,9,8,9,9,1,0,1,0,0,6,8,4,2,25,7,5,280,5,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,85,62.5,69,62.5,27,0
11561122682,258604317,5,5/2/2020 15:31,7,5,6,8,0,0,0,0,1,5,6,4,2,27,7,2,488.99999999999994,3,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,44,44,54,48,48,0
11561133827,258604317,6,5/2/2020 15:39,7,5,8,9,0,1,0,0,1,10,6,9,2,25,4,4,480,3,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,79,88,56,73,2,0
11561134796,258604317,6,5/2/2020 15:40,10,10,10,6,0,0,1,0,0,11,10,5,2,22,5,5,450,1,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,71,65,56,69,62.5,0
11561139478,258604317,5,5/2/2020 15:44,8,7,8,6,0,0,0,0,1,5,7,2,2,24,5,5,300,3,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,75,67,58,75,83,0
11561136243,258604317,2,5/2/2020 15:41,8,5,9,7,0,0,1,0,0,6,7,6,2,25,7,2,256,4,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,54,50,46,48,58,0
11561145681,258604317,7,5/2/2020 15:49,8,10,5,6,0,0,0,0,0,4,7,8,2,25,5,5,440.00000000000006,2,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,,,,,,1
11561145942,258604317,6,5/2/2020 15:49,6,6,8,6,1,1,1,1,1,6,4,5,2,23,4,5,270,2,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,73,67,44,73,52,0
11561145345,258604317,4,5/2/2020 15:49,10,10,10,10,0,1,1,0,1,6,10,8,2,25,5,5,330,3,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,87,71,42,50,57,0
11561150239,258604317,5,5/2/2020 15:53,7,2,10,5,0,0,0,0,0,11,10,4,2,27,4,5,420,2,,,,1,0,0,0,0,0,1,0,0,0,1,1,0,58,58,40,69,10,0
11561149877,258604317,4,5/2/2020 15:52,8,8,7,8,0,0,0,0,1,11,7,2,2,25,4,4,330,4,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,52,58,50,52,54,0
11561173617,258604317,6,5/2/2020 16:11,6,5,8,8,0,0,1,0,0,5,9,4,2,25,6,3,380,2,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,65,73,38,81,69,0
11561178390,258604317,4,5/2/2020 16:15,8,4,6,6,1,1,1,0,1,6,6,6,2,23,5,2,362,2,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,52,56,79,70,59,0
11561175677,258604317,2,5/2/2020 16:13,7,5,7,7,0,0,1,0,0,3,6,3,2,21,7,5,318,4,,,,0,1,0,0,0,1,0,0,0,0,1,0,1,48,35,48,50,60,0
11561192766,258604317,15,5/2/2020 16:27,8,9,10,7,0,0,1,0,0,11,8,3,2,21,4,5,480,2,,,,1,0,0,0,0,1,0,0,0,0,1,1,0,90,90,58,92,15,0
11561184444,258604317,7,5/2/2020 16:20,6,8,10,10,1,1,1,0,0,3,3,3,2,26,8,5,480,2,,,,0,1,0,0,0,0,0,0,0,0,1,0,1,98,94,10,90,63,0
11561230483,258604317,7,5/2/2020 16:58,6,5,9,6,1,1,1,0,0,6,5,2,2,26,5,5,280,0,,,,1,0,0,0,0,0,0,0,0,0,1,1,0,85,54,33,33,44,0
11561262932,258604317,6,5/2/2020 17:22,8,1,10,10,1,1,1,0,1,6,6,4,2,24,4,5,480,3,,,,1,0,0,0,0,0,1,0,0,0,1,1,0,100,92,37.5,100,0,0
11690257695,261948791,31,6/11/2020 22:22,10,10,9,10,0,0,1,0,1,6,8,5,2,24,4,4,330,2,8,4,44,1,0,0,0,0,1,0,1,0,0,0,1,0,50,46,40,33,35,0
11690226141,261948791,15,6/11/2020 22:06,7,8,6,4,0,1,1,0,1,10,10,10,2,22,5,5,360,3,2,10,5,0,1,0,0,0,0,0,0,1,0,0,0,1,85,33,90,71,33,0
11690220786,261948791,12,6/11/2020 22:03,7,7,6,9,0,1,1,0,0,4,8,3,2,23,5,5,320,4,6,5,14,1,0,0,0,0,1,0,0,1,0,0,1,0,71,81,75,62.5,52,0
11690215705,261948791,9,6/11/2020 22:01,7,7,8,6,1,1,1,0,0,5,7,2,2,22,7,2,310,0,6,3,34,1,0,0,0,0,0,0,0,1,0,0,1,0,77,56,50,52,60,0
11690214647,261948791,8,6/11/2020 22:00,4,4,7,7,1,0,1,0,0,10,4,3,2,25,5,5,360,2,1,6,39,0,1,0,0,0,0,0,1,0,0,0,0,1,69,69,50,46,65,0
11690208987,261948791,5,6/11/2020 21:57,6,7,9,7,0,1,1,0,1,10,9,6,2,25,5,2,280,0,1,2,33,0,1,0,0,0,0,0,0,1,0,0,0,1,92,46,23,73,52,0
11690208272,261948791,5,6/11/2020 21:57,6,4,7,2,1,1,1,1,1,10,8,3,2,23,5,2,340,3,9,7,5,1,0,0,0,0,0,0,0,1,0,0,1,0,96,77,37.5,69,54,0
11690215793,261948791,8,6/11/2020 22:01,9,7,5,3,0,0,0,0,0,11,7,3,2,24,4,5,260,0,4,4,5,1,0,0,0,0,0,1,0,1,0,0,1,0,94,8,37.5,58,75,0
11690210307,261948791,5,6/11/2020 21:58,8,7,8,8,0,1,0,0,0,11,9,4,2,26,3,5,400,0,2,3,23,1,0,0,0,0,1,0,0,1,0,0,1,0,50,81,67,71,19,0
11690241170,261948791,20,6/11/2020 22:14,8,6,6,6,0,0,1,0,0,2,7,3,2,23,4,3,280,2,1,10,33,0,1,0,0,0,0,0,0,1,0,0,0,1,98,56,54,62.5,58,0
11690224641,261948791,11,6/11/2020 22:05,4,3,7,6,0,0,0,0,0,4,6,5,2,28,3,5,390,3,2,8,1,1,0,0,0,0,0,0,0,1,0,0,1,0,71,69,44,48,58,0
11690213429,261948791,6,6/11/2020 22:00,9,9,10,4,0,0,1,0,1,4,7,5,2,25,5,5,370,3,1,7,21,1,0,0,0,0,1,0,1,0,0,0,1,0,60,79,56,65,6,0
11690213441,261948791,5,6/11/2020 22:00,8,9,10,8,0,1,0,0,0,8,9,4,2,24,3,5,290,2,9,9,50,1,0,0,0,0,0,0,0,1,0,0,1,0,77,73,54,69,75,0
11690217481,261948791,6,6/11/2020 22:02,9,4,1,6,0,1,0,0,1,4,10,3,2,23,5,5,430,2,1,4,33,0,1,0,0,0,0,0,0,1,0,0,0,1,83,56,94,60,31,0
11690222709,261948791,7,6/11/2020 22:04,3,6,4,7,0,0,0,0,0,10,8,4,2,28,5,5,330,4,1,1,31,1,0,0,0,0,0,0,0,1,0,0,1,0,50,54,52,60,40,0
11690219705,261948791,7,6/11/2020 22:04,5,7,6,6,1,0,0,0,0,2,5,4,2,23,5,5,324,4,5,6,14,0,1,0,0,0,1,0,1,0,0,0,0,1,90,71,71,63,31,0
11690225085,261948791,7,6/11/2020 22:05,10,10,10,10,0,1,1,0,1,6,5,4,3,33,5,3,500,3,10,1,10,1,0,0,0,0,1,0,1,0,0,0,1,0,,,,,,1
11690224839,261948791,7,6/11/2020 22:05,8,9,9,8,1,1,1,0,1,6,8,6,3,36,5,5,320,1,1,9,5,0,1,0,0,0,0,0,0,1,0,0,0,1,81,73,15,73,96,0
11690222111,261948791,6,6/11/2020 22:04,7,6,7,7,0,0,1,0,0,6,8,3,3,39,4,5,500,3,1,1,23,1,0,0,0,0,0,0,0,1,0,0,1,0,79,98,21,79,2,0
11690306791,261948791,49,6/11/2020 22:48,8,5,5,3,0,1,1,0,1,5,10,2,4,60,4,5,340,3,2,2,18,0,1,0,0,0,0,0,0,1,0,0,0,1,73,60,50,79,25,0
11690244147,261948791,16,6/11/2020 22:15,9,6,9,10,1,0,0,0,0,4,9,6,4,45,5,5,310,3,1,2,12,1,0,0,0,0,1,0,0,1,0,0,1,0,77,52,50,33,46,0
11690237456,261948791,13,6/11/2020 22:12,8,7,8,6,0,1,0,0,0,10,7,3,4,56,3,5,450,0,1,8,5,0,1,0,0,0,0,1,0,1,0,0,0,1,75,85,83,85,12,0
11690233119,261948791,10,6/11/2020 22:09,10,10,1,10,0,0,0,0,0,11,10,4,4,53,4,5,400,3,10,8,48,1,0,0,0,0,0,0,0,1,0,0,1,0,44,69,12.5,54,73,0
11690232778,261948791,10,6/11/2020 22:09,7,7,8,9,0,1,1,0,0,11,10,7,2,23,3,3,480,0,9,10,19,1,0,0,0,0,0,0,0,1,0,0,1,0,85,73,77,77,0,0
11690231701,261948791,10,6/11/2020 22:09,10,7,7,5,1,0,0,0,0,4,10,3,2,26,5,3,280,5,6,7,48,1,0,0,0,0,1,0,0,1,0,0,1,0,69,65,56,69,40,0
11690228534,261948791,8,6/11/2020 22:07,10,10,10,8,0,1,1,0,1,10,4,4,4,46,4,5,400,0,1,1,44,0,1,0,0,0,1,0,0,1,0,0,0,1,100,83,12.5,96,2,0
11690226803,261948791,7,6/11/2020 22:06,9,10,8,8,0,1,1,0,0,10,8,5,3,31,4,5,330,2,1,3,23,0,1,0,0,0,0,0,1,0,0,0,0,1,74,63,90,81,52,0
11690221382,261948791,4,6/11/2020 22:03,10,10,10,9,0,1,1,0,0,11,10,6,2,23,3,3,490.00000000000006,0,10,4,19,1,0,0,0,0,0,0,0,1,0,0,1,0,79,81,73,90,10,0
11690276786,261948791,32,6/11/2020 22:32,9,9,7,6,1,0,0,0,0,5,9,2,5,69,4,5,420,3,10,10,43,0,1,0,0,0,0,1,0,1,0,0,0,1,90,81,52,87.5,10,0
11690249209,261948791,18,6/11/2020 22:18,9,8,9,7,0,1,1,1,1,6,9,9,3,37,6,5,430,0,1,3,5,1,0,0,0,0,1,0,1,0,0,0,1,0,81,67,71,54,35,0
11690235720,261948791,11,6/11/2020 22:11,4,3,7,6,0,0,1,0,0,4,9,4,3,37,5,5,360,1,1,6,33,1,0,0,0,0,1,0,0,1,0,0,1,0,69,67,10,69,17,0
11690230149,261948791,8,6/11/2020 22:08,5,6,5,7,0,0,1,0,0,2,10,5,2,23,5,4,390,3,1,10,5,0,1,0,0,0,0,1,0,1,0,0,0,1,48,77,0,56,87.5,0
11690229124,261948791,7,6/11/2020 22:07,9,3,8,8,1,1,1,0,0,10,9,2,3,33,4,5,310,2,1,6,26,1,0,0,0,0,0,0,0,1,0,0,1,0,60,63,33,90,60,0
11690227402,261948791,7,6/11/2020 22:07,6,4,8,10,0,1,1,1,0,6,7,7,3,35,5,5,420,0,4,4,44,0,1,0,0,0,0,0,1,0,0,0,0,1,48,88,10,79,77,0
11690224528,261948791,5,6/11/2020 22:05,7,5,8,7,0,0,1,0,1,4,9,9,3,36,5,2,459,2,1,4,5,0,1,0,0,0,1,0,0,1,0,0,0,1,75,98,71,65,2,0
11690224388,261948791,5,6/11/2020 22:05,8,7,6,10,0,0,0,0,1,6,10,5,3,36,4,5,380,0,1,5,36,1,0,0,0,0,0,0,1,0,0,0,1,0,96,48,75,21,10,0
11690224141,261948791,5,6/11/2020 22:05,10,10,10,10,0,1,1,0,1,6,1,4,2,24,5,5,500,3,10,6,47,1,0,0,0,0,1,0,1,0,0,0,1,0,96,100,96,71,8,0
11690237449,261948791,11,6/11/2020 22:12,9,6,6,6,0,0,1,0,0,5,7,3,2,28,5,5,270,5,6,6,10,0,1,0,0,0,1,0,0,1,0,0,0,1,58,71,33,73,58,0
11690237735,261948791,10,6/11/2020 22:12,8,5,9,6,1,0,0,0,0,11,9,3,2,23,4,5,310,2,8,6,17,0,1,0,0,0,1,0,0,1,0,0,0,1,67,52,29,62.5,65,0
11690236908,261948791,9,6/11/2020 22:11,10,10,10,2,1,0,1,0,1,10,10,1,2,23,5,5,140,2,1,1,33,0,0,1,0,0,1,0,0,1,0,0,0,0,94,23,0,65,96,0
11690234302,261948791,8,6/11/2020 22:10,6,5,7,9,1,1,0,0,0,8,7,4,2,26,5,5,370,5,10,1,41,0,1,0,0,0,1,0,1,0,0,0,0,1,81,50,75,79,21,0
11690228795,261948791,5,6/11/2020 22:07,4,5,7,7,0,1,1,0,1,6,7,9,4,52,7,5,450,3,1,7,4,1,0,0,0,0,1,0,1,0,0,0,1,0,71,92,73,75,15,0
11690227422,261948791,5,6/11/2020 22:07,6,5,8,4,0,0,0,0,0,6,7,4,3,38,4,5,440.00000000000006,3,9,3,10,1,0,0,0,0,0,0,0,1,0,0,1,0,94,65,10,96,15,0
11690221881,261948791,2,6/11/2020 22:04,8,6,7,5,1,1,1,0,0,10,6,3,2,25,2,4,458,2,9,7,10,1,0,0,0,0,0,1,0,1,0,0,1,0,85,65,62,55,22,0
11690243412,261948791,12,6/11/2020 22:15,2,6,10,4,0,0,0,0,1,2,10,3,4,47,7,5,360,5,1,1,48,0,1,0,0,0,0,0,1,0,0,0,0,1,96,54,62.5,79,90,0
11690238995,261948791,9,6/11/2020 22:12,8,7,10,7,1,1,1,0,0,10,8,6,4,56,5,5,340,1,7,7,22,0,1,0,0,0,0,0,0,1,0,0,0,1,77,81,19,60,75,0
11690233008,261948791,6,6/11/2020 22:09,6,6,7,7,0,0,0,0,1,10,7,4,2,28,5,5,310,3,6,6,3,1,0,0,0,0,0,0,0,1,0,0,1,0,85,50,52,52,35,0
11690230323,261948791,5,6/11/2020 22:08,8,9,7,2,0,0,1,0,0,2,10,3,3,39,7,5,320,2,1,8,5,1,0,0,0,0,0,0,0,1,0,0,1,0,62,50,15,79,79,0
11690245582,261948791,12,6/11/2020 22:16,9,8,10,7,1,0,0,0,1,11,9,3,2,28,5,5,340,3,1,8,34,0,1,0,0,0,1,0,0,1,0,0,0,1,65,85,23,83,42,0
11690230673,261948791,4,6/11/2020 22:08,8,6,6,7,0,1,1,0,0,6,8,5,2,24,5,5,380,2,2,2,3,1,0,0,0,0,1,0,0,0,0,1,1,0,60,73,60,77,19,0
