"RespondentID","CollectorID","EndDate","FavorEntryLevel","Industry","ReportedIncome","ReportedAge","Education","Ethnicity","SurveyMonkeyAge","SurveyMonkeyIncome","SurveyMonkeyRegion","IsReportedMale","IsReportedFemale","IsReportedNonbinary","IsUnreportedGender","IsReportedIncomePreferNotDisclose","IsSurveyMonkeyMale","IsSurveyMonkeyFemale","IsSurveyMonkeyUnreportedGender","IsSurveyMonkeyIncomePreferNotDisclose","IsManager","IsUnemployed","IsMale","IsFemale"
"11132993345","249561822","11/10/2019 22:11","1","7","","3","7","4","3","2","5","1","0","0","0","1","1","0","0","0","0","0","1","0"
"11133002818","249561822","11/10/2019 22:19","10","10","1","2","3","3","2","2","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11133003195","249561822","11/10/2019 22:19","9","10","4","3","4","5","3","4","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11133020794","249561822","11/10/2019 22:34","7","5","3","2","3","1","2","3","6","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11133024209","249561822","11/10/2019 22:36","7","6","9","3","5","2","3","9","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132868700","249561822","11/10/2019 20:36","10","10","2","2","5","5","2","2","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11133047835","249561822","11/10/2019 22:56","7","3","5","3","4","1","3","3","7","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11133052928","249561822","11/10/2019 23:00","5","9","","3","6","5","2","1","","1","0","0","0","1","1","0","0","0","0","0","1","0"
"11133055747","249561822","11/10/2019 23:03","9","10","3","2","3","5","2","3","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11133102484","249561822","11/10/2019 23:45","2","6","2","2","4","3","2","4","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11133080904","249561822","11/10/2019 23:26","8","6","3","3","4","2","3","3","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11133126864","249561822","11/11/2019 0:09","10","11","10","3","4","5","3","10","9","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11133201979","249561822","11/11/2019 1:25","3","6","4","3","3","2","2","5","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11134102795","249597484","11/11/2019 10:14","3","11","","2","3","5","2","","1","0","1","0","0","1","0","1","0","1","0","1","0","1"
"11134112714","249597484","11/11/2019 10:15","10","2","4","2","1","5","2","3","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11134123945","249597484","11/11/2019 10:19","3","10","2","2","4","2","2","","9","0","1","0","0","0","0","1","0","1","0","1","0","1"
"11134233320","249597484","11/11/2019 10:57","4","10","3","3","3","4","3","3","4","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11134237317","249597484","11/11/2019 10:58","8","6","6","2","7","2","2","6","5","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11134253223","249597484","11/11/2019 11:03","5","10","2","2","4","5","2","1","3","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11134347203","249597484","11/11/2019 11:35","6","10","1","2","4","5","2","1","6","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11134388785","249597484","11/11/2019 11:49","7","4","2","3","3","5","3","1","3","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11134399225","249597484","11/11/2019 11:52","8","4","6","2","7","4","2","4","7","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11134452897","249597484","11/11/2019 12:11","9","2","4","2","6","5","2","4","3","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11134500467","249597484","11/11/2019 12:27","7","7","4","2","5","3","2","4","6","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11134496919","249597484","11/11/2019 12:26","7","11","5","3","7","2","3","5","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11134504168","249597484","11/11/2019 12:29","10","10","3","3","4","5","3","1","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11134517384","249597484","11/11/2019 12:33","7","10","3","3","3","2","3","3","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11134517994","249597484","11/11/2019 12:33","7","9","5","2","5","2","2","5","1","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11134600824","249597484","11/11/2019 13:03","7","7","6","2","5","5","2","5","3","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11134635572","249597484","11/11/2019 13:14","10","2","2","3","4","5","3","3","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11134616919","249597484","11/11/2019 13:08","9","5","2","2","4","2","2","1","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11134644302","249597484","11/11/2019 13:17","6","5","7","2","5","5","2","7","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11134651411","249597484","11/11/2019 13:19","10","5","4","3","4","3","3","3","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11134682911","249597484","11/11/2019 13:30","2","7","8","2","6","2","2","","4","1","0","0","0","0","1","0","0","1","1","0","1","0"
"11134673608","249597484","11/11/2019 13:27","7","10","10","3","7","5","3","10","3","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11134751414","249597484","11/11/2019 13:55","7","10","2","2","4","5","2","2","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11134791729","249597484","11/11/2019 14:09","9","10","2","2","3","5","2","","5","1","0","0","0","0","1","0","0","1","0","1","1","0"
"11134816396","249597484","11/11/2019 14:18","4","10","7","3","5","5","3","5","3","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11134828640","249597484","11/11/2019 14:22","4","3","9","2","3","4","2","8","7","1","0","0","0","0","0","1","0","0","1","0","1","1"
"11134868408","249597484","11/11/2019 14:37","10","11","3","2","4","5","2","3","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11134888929","249597484","11/11/2019 14:48","10","5","3","2","2","4","2","3","2","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11134901388","249597484","11/11/2019 14:49","6","6","5","3","5","5","3","5","7","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11134939943","249597484","11/11/2019 15:04","8","10","4","3","3","5","3","4","4","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11134962866","249597484","11/11/2019 15:13","5","11","4","3","2","5","3","3","9","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11135012410","249597484","11/11/2019 15:32","7","6","3","3","5","5","3","3","5","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11135045230","249597484","11/11/2019 15:45","7","2","4","2","5","5","2","4","5","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11135061640","249597484","11/11/2019 15:51","4","5","9","2","4","5","2","10","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11135048081","249597484","11/11/2019 15:47","7","12","8","3","3","5","3","8","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11135174319","249597484","11/11/2019 16:38","8","10","5","3","3","5","3","4","7","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11135203345","249597484","11/11/2019 16:50","7","8","4","2","6","5","2","4","2","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11135228334","249597484","11/11/2019 17:01","10","2","2","3","5","2","3","2","9","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135256007","249597484","11/11/2019 17:14","3","10","1","3","4","2","3","1","9","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135256521","249597484","11/11/2019 17:14","5","10","3","2","4","5","2","3","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135269255","249597484","11/11/2019 17:20","3","10","3","2","4","3","2","3","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135273295","249597484","11/11/2019 17:22","10","10","4","2","4","5","2","4","8","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11135305922","249597484","11/11/2019 17:36","6","1","4","1","6","5","2","4","3","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11135366874","249597484","11/11/2019 18:04","6","10","1","3","3","5","3","2","2","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11135408436","249597484","11/11/2019 18:26","8","10","4","3","4","5","3","4","2","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11135399834","249597484","11/11/2019 18:22","8","12","3","2","4","4","2","1","8","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135460669","249597484","11/11/2019 18:54","7","5","7","3","7","5","3","7","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135429095","249597484","11/11/2019 18:37","10","11","2","3","4","5","3","2","1","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135472349","249597484","11/11/2019 19:00","5","11","3","2","4","2","2","2","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135476056","249597484","11/11/2019 19:02","7","2","2","2","5","5","2","3","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135482140","249597484","11/11/2019 19:05","10","11","4","2","5","4","2","4","7","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135487915","249597484","11/11/2019 19:08","10","7","10","3","7","5","3","8","5","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11135492951","249597484","11/11/2019 19:10","8","4","6","2","5","6","2","5","2","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11135506962","249597484","11/11/2019 19:18","9","5","6","2","6","5","2","5","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135520358","249597484","11/11/2019 19:25","10","2","3","3","4","5","3","3","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135523295","249597484","11/11/2019 19:27","10","9","5","3","1","5","2","6","6","1","0","0","0","0","0","1","0","0","1","0","1","1"
"11135524024","249597484","11/11/2019 19:27","6","5","4","2","5","4","3","3","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135526119","249597484","11/11/2019 19:28","8","2","5","3","2","4","3","5","7","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135525845","249597484","11/11/2019 19:28","6","2","4","2","3","5","2","3","8","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135524063","249597484","11/11/2019 19:27","10","7","10","2","8","5","2","1","3","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135526166","249597484","11/11/2019 19:29","1","1","1","1","1","1","2","","9","0","1","0","0","0","0","1","0","1","0","1","0","1"
"11135526359","249597484","11/11/2019 19:28","5","11","5","2","4","5","2","6","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135526742","249597484","11/11/2019 19:29","1","4","2","3","7","4","3","2","5","1","0","0","0","0","0","1","0","0","0","0","1","1"
"11135526897","249597484","11/11/2019 19:29","7","10","7","3","7","5","3","6","3","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135527213","249597484","11/11/2019 19:29","8","5","4","3","5","5","","","","0","1","0","0","0","0","0","1","0","0","0","0","1"
"11135527324","249597484","11/11/2019 19:29","8","5","4","3","4","4","3","4","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135527782","249597484","11/11/2019 19:29","5","5","2","2","6","5","2","1","6","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135527391","249597484","11/11/2019 19:29","10","11","3","2","4","5","2","3","3","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135527820","249597484","11/11/2019 19:29","5","6","5","2","5","5","2","3","9","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135528233","249597484","11/11/2019 19:30","7","7","5","2","6","5","","","","0","1","0","0","0","0","0","1","0","1","0","0","1"
"11135528530","249597484","11/11/2019 19:30","5","5","","2","5","5","3","","8","0","1","0","0","1","0","1","0","1","0","0","0","1"
"11135528515","249597484","11/11/2019 19:29","10","10","2","3","3","5","3","1","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135529767","249597484","11/11/2019 19:30","10","2","1","2","3","5","2","1","4","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11135530603","249597484","11/11/2019 19:31","6","11","1","2","3","3","2","1","6","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135531822","249597484","11/11/2019 19:31","5","4","4","3","4","4","3","4","9","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135531775","249597484","11/11/2019 19:31","3","3","1","2","2","3","2","1","2","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11135532006","249597484","11/11/2019 19:31","8","4","3","3","5","5","3","3","5","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135532347","249597484","11/11/2019 19:31","1","5","1","2","5","5","2","2","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135534439","249597484","11/11/2019 19:33","3","2","","2","5","5","2","2","5","0","1","0","0","1","0","1","0","0","0","0","0","1"
"11135533378","249597484","11/11/2019 19:32","5","2","4","3","1","5","3","4","5","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135534577","249597484","11/11/2019 19:33","10","2","5","3","7","5","3","4","3","0","1","0","0","0","0","1","0","0","0","1","0","1"
"11135536410","249597484","11/11/2019 19:34","7","2","6","3","7","5","3","6","6","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135536999","249597484","11/11/2019 19:34","10","11","3","3","5","5","3","4","2","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135546407","249597484","11/11/2019 19:39","4","10","","2","5","5","2","","2","0","1","0","0","1","0","1","0","1","0","0","0","1"
"11135549107","249597484","11/11/2019 19:41","4","2","4","2","7","4","2","3","7","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11135563825","249597484","11/11/2019 19:48","9","10","7","3","7","2","3","8","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11135564742","249597484","11/11/2019 19:49","7","2","4","2","4","3","2","1","3","0","1","0","0","0","1","0","0","0","1","0","1","1"
"11135569602","249597484","11/11/2019 19:51","8","10","1","3","5","5","3","1","2","1","0","0","0","0","1","0","0","0","0","1","1","0"
"11135571393","249597484","11/11/2019 19:53","1","10","4","2","3","5","2","2","8","0","1","0","0","0","0","1","0","0","0","0","0","1"
"11135634414","249597484","11/11/2019 20:26","5","3","","1","6","5","2","","1","1","0","0","0","1","1","0","0","1","0","0","1","0"
"11135650986","249597484","11/11/2019 20:35","5","4","5","2","6","2","2","6","2","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11135660171","249597484","11/11/2019 20:39","10","6","6","2","4","6","2","5","5","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11135662413","249597484","11/11/2019 20:41","6","10","3","2","7","5","2","3","3","0","1","0","0","0","0","1","0","0","1","0","0","1"
"11135674040","249597484","11/11/2019 20:47","10","11","","2","4","3","2","","7","1","0","0","0","1","1","0","0","1","0","0","1","0"
"11135722348","249597484","11/11/2019 21:14","5","4","4","2","5","5","2","2","8","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11135702686","249597484","11/11/2019 21:03","10","10","5","3","7","5","3","5","8","1","0","0","0","0","1","0","0","0","0","0","1","0"
"11135722378","249597484","11/11/2019 21:14","9","9","6","3","7","5","3","6","6","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11135745035","249597484","11/11/2019 21:27","5","5","5","3","8","2","2","6","9","1","0","0","0","0","1","0","0","0","1","0","1","0"
"11132610589","249561822","11/10/2019 16:44","6","10","2","2","3","5","","","","0","1","0","0","0","0","0","1","0","0","0","0","1"
