Respondent ID,Collector ID,Start Date,End Date,IP Address,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.",Have you heard of any of the following online course providers?,,,,,Which of these industries most closely matches your profession?,Government regulation helps ensure businesses treat individuals more fairly.,Gender?,Household Income?,Age?,[Optional] Github Username,Age,Gender,Household Income,Region,Device Type
10552035492,226272122,2/24/2019 20:46,2/24/2019 20:46,,9fec6762d682b04232c7d8ca57,2,6,5,6,6,,2,,,,6,5,1,4,2,,2,2,3,2,1
10552035441,226272122,2/24/2019 20:46,2/24/2019 20:46,,39f16dfacc8be9555703c4a9bc,2,8,7,7,6,,2,3,,5,11,9,1,4,2,,2,2,2,1,1
10552034875,226272122,2/24/2019 20:45,2/24/2019 20:46,,5ee19cf75008242bea3372c8d8,1,1,3,4,6,,2,,,,5,6,1,7,3,,2,2,4,6,1
10552032748,226272122,2/24/2019 20:42,2/24/2019 20:44,,08efecaa3269f5224b64d6f444,3,6,4,5,4,,2,,,,10,7,1,11,2,,2,2,11,9,2
10552026892,226272122,2/24/2019 20:36,2/24/2019 20:38,,a029fa84cfe0902543c2f486fe,2,8,10,10,10,,2,3,4,5,6,7,2,2,2,,2,1,3,7,2
10552026630,226272122,2/24/2019 20:35,2/24/2019 20:38,,a9c81e46c0b35d2c8faab10202,2,7,4,10,6,1,,3,,,10,5,1,1,2,,2,2,6,9,1
10552025520,226272122,2/24/2019 20:31,2/24/2019 20:36,,1deab05c3e91f76f23073b7d8d,1,10,1,2,5,,,,,5,10,1,1,1,3,,3,2,2,3,1
10552025347,226272122,2/24/2019 20:35,2/24/2019 20:36,,30eafd70c257ec950d04178d47,1,8,8,9,7,1,,,4,5,6,9,2,9,2,,2,1,10,6,2
10552024845,226272122,2/24/2019 20:33,2/24/2019 20:36,,a0d923038bf2f92671ac5ea8bb,1,5,6,7,7,1,,,,,11,8,1,7,3,,3,2,4,8,1
10552016722,226272122,2/24/2019 20:26,2/24/2019 20:28,,c2e2de26601e7dda239f9debad,2,6,6,4,5,,,,,5,10,6,1,4,4,,4,2,3,7,1
10552010454,226272122,2/24/2019 20:20,2/24/2019 20:22,,ed33fdac823f982098caa2ede1,2,5,7,4,7,,,3,,,8,6,2,5,1,,2,1,4,7,1
10552006482,226272122,2/24/2019 20:13,2/24/2019 20:18,,674432fd9873bf70b44ae31728,3,9,10,8,4,,,,,,10,6,1,3,4,,4,2,3,4,1
10552005472,226272122,2/24/2019 20:13,2/24/2019 20:16,,a3650e0b414cbeaa2458431411,1,10,10,10,6,,,,,,11,7,1,2,4,,4,2,2,5,2
10552004932,226272122,2/24/2019 20:12,2/24/2019 20:16,,2a754e2ca1a94b5a6aadb1829e,2,8,6,5,6,,,,,,10,5,1,6,4,,4,2,4,2,2
10552004758,226272122,2/24/2019 20:12,2/24/2019 20:16,,9d688bff43d0677ddb4a7035a9,1,2,5,5,5,,,,4,,4,2,1,5,4,,5,2,4,1,2
10552004451,226272122,2/24/2019 20:13,2/24/2019 20:15,,6ae49e6399035202c6a489fdcf,2,2,5,10,7,,,,,5,6,5,1,4,4,,4,2,4,9,1
10552004373,226272122,2/24/2019 20:13,2/24/2019 20:15,,d8d05c9cf274860d6a6442c93d,2,10,3,2,2,,,,4,,2,6,1,6,4,,4,2,6,2,1
10552004315,226272122,2/24/2019 20:13,2/24/2019 20:15,,0876f8ea688500c7de427dea33,2,4,2,1,1,,,,,5,10,6,1,7,4,,4,2,6,1,1
10552004011,226272122,2/24/2019 20:13,2/24/2019 20:15,,790cad3560bb0c124951ee519c,1,7,1,6,3,1,,,,,10,6,1,2,4,,4,2,3,8,1
10552003118,226272122,2/24/2019 20:12,2/24/2019 20:14,,83b6feb05da57448ed82e63cdf,1,8,7,7,8,,,,,5,5,10,1,4,4,,4,2,4,5,1
10552002803,226272122,2/24/2019 20:12,2/24/2019 20:14,,71cfd4f4259c1f9da058d31a8a,2,5,5,7,5,,,,,,10,4,1,4,4,,4,2,6,7,1
10552002631,226272122,2/24/2019 20:12,2/24/2019 20:13,,5797ec1090557f1a49b2d99b4e,2,7,5,7,5,1,2,3,,5,6,7,1,11,4,,4,2,11,8,1
10552001869,226272122,2/24/2019 20:12,2/24/2019 20:13,,62c2b4379ecfffecbbd49dfb9c,2,9,1,6,5,,,,,,2,1,1,3,3,,2,2,2,4,2
10551999719,226272122,2/24/2019 20:08,2/24/2019 20:11,,53af73608e843a56f4bf941606,2,7,4,10,10,1,,3,,,2,3,2,4,3,,3,1,4,9,4
10551996614,226272122,2/24/2019 20:06,2/24/2019 20:07,,327d1be2574173c6f472cedb3f,2,4,4,5,5,,,,,5,6,5,3,6,2,,4,1,3,3,2
10551996008,226272122,2/24/2019 19:35,2/24/2019 20:07,,48870a7f4c92f28113dd75089b,1,8,10,6,2,,,3,,,2,7,1,6,3,,3,2,5,2,2
10551994202,226272122,2/24/2019 20:03,2/24/2019 20:05,,c7e393fa5b8d650201d1d84c50,2,3,4,3,3,,,,4,,2,8,1,4,4,,4,2,4,3,1
10551987892,226272122,2/24/2019 19:55,2/24/2019 19:58,,e8018072c87a2707beed9ade97,3,5,10,5,7,,,,,5,6,3,2,1,4,,4,1,1,8,2
10551984819,226272122,2/24/2019 19:54,2/24/2019 19:55,,02725961855c6958c4d0322331,2,7,3,6,6,,,,,,7,10,1,3,2,,2,2,3,7,2
10551984816,226272122,2/24/2019 19:54,2/24/2019 19:55,,5652f21453b16dfa9c0934ad8f,2,5,6,6,6,,2,3,,,6,7,3,11,2,,2,1,11,2,2
10551984530,226272122,2/24/2019 19:54,2/24/2019 19:55,,f6f649555a2b3a8faf602d8bd7,1,4,9,7,7,1,2,3,,,10,4,2,3,2,,2,1,3,5,2
10551981536,226272122,2/24/2019 19:51,2/24/2019 19:52,,3904635d169afef85fdbe6cba8,2,8,8,6,5,,2,,4,5,6,7,2,5,3,,3,1,5,9,2
10551978140,226272122,2/24/2019 19:46,2/24/2019 19:48,,c0d89dbd2503c61736a46b1251,2,5,7,9,6,,,3,,,8,9,2,4,4,,4,1,4,3,1
10551976594,226272122,2/24/2019 19:45,2/24/2019 19:47,,c57a26803a5603ec00dac19407,2,10,10,10,8,1,2,3,4,,6,6,1,5,2,,2,2,1,9,1
10551976014,226272122,2/24/2019 19:45,2/24/2019 19:46,,e7a6d1837f700be413d8a0c393,2,8,8,7,5,,,,,,2,5,1,6,3,,3,2,6,2,1
10551976007,226270653,2/24/2019 19:45,2/24/2019 19:46,108.51.108.119,,1,10,10,10,6,1,2,,,,10,1,2,8,3,,,,,,
10551975835,226272122,2/24/2019 19:45,2/24/2019 19:46,,eb815655f14f3e7b2808e776e2,2,6,4,4,3,1,,,,,8,8,2,3,4,,4,1,4,3,1
10551971823,226270653,2/24/2019 19:40,2/24/2019 19:42,71.200.21.230,,2,7,10,7,4,,2,,,5,2,1,2,5,2,,,,,,
10551971397,226272122,2/24/2019 19:40,2/24/2019 19:41,,8cb665a170d93bb7d14e573052,2,10,9,8,7,,,,,5,10,5,1,5,2,,2,2,3,3,2
10551969035,226272122,2/24/2019 19:37,2/24/2019 19:39,,1970a80f2db347feefb989ffd8,3,10,7,10,5,,,,,5,10,8,1,11,2,,2,2,11,5,2
10551968467,226272122,2/24/2019 19:37,2/24/2019 19:38,,a1c2863a0d3f97bdc7f0c58d9f,1,3,1,1,1,,,,4,,2,1,1,5,4,,5,2,5,4,2
10551968241,226272122,2/24/2019 19:36,2/24/2019 19:38,,a1c719aa750296d473ca8cd092,1,6,6,7,3,,,,,,5,8,1,3,4,,4,2,3,6,1
10551968219,226272122,2/24/2019 19:37,2/24/2019 19:38,,aab6da0e923abc748e3f8f202e,1,10,5,10,5,,,,,,10,10,1,6,3,,4,2,5,3,2
10551968114,226272122,2/24/2019 19:38,2/24/2019 19:38,,fab13a864250357a76dbc85e09,1,5,6,3,5,,,3,,,6,4,2,6,2,,2,1,4,7,1
10551967391,226272122,2/24/2019 19:37,2/24/2019 19:37,,bf930acdc1ff66cdb1b0de5c53,2,3,3,5,4,,,3,,,3,5,1,3,3,,4,2,3,4,1
10551967297,226272122,2/24/2019 19:36,2/24/2019 19:37,,8a95fb48a364da25bdb3935d03,2,10,5,6,10,,2,,,,10,10,1,4,2,,2,2,3,3,1
10551966553,226272122,2/24/2019 19:33,2/24/2019 19:37,,1815daf81b0b24913f55cfe8b2,2,7,5,8,3,,,,,,2,6,1,3,5,,5,2,3,8,2
10551966247,226272122,2/24/2019 19:34,2/24/2019 19:36,,fdcde96bac02e3c3de6a4d7b4e,2,5,1,6,1,,,,4,,6,10,2,5,4,,4,1,5,3,2
10551963330,226272122,2/24/2019 19:31,2/24/2019 19:33,,9376b29b6c25b9dd977089efc9,2,5,5,6,4,1,,,,,5,5,1,5,5,,5,2,4,4,1
10551963163,226272122,2/24/2019 19:29,2/24/2019 19:33,,408db1744e3340ab215fee2174,1,8,6,6,6,,,,4,,12,6,2,6,4,,4,1,5,4,2
10551962112,226272122,2/24/2019 19:28,2/24/2019 19:32,,22c359129bbab1d21a1ed6b606,2,1,1,8,10,,,,,,11,10,2,3,5,,5,1,3,8,1
10551960796,226272122,2/24/2019 19:28,2/24/2019 19:31,,d6847d6102be038dcace8ffaa0,1,8,7,5,6,,,,,5,12,7,2,6,5,,5,1,8,2,2
10551960772,226272122,2/24/2019 19:29,2/24/2019 19:31,,5421f4f00665630a33e7d7322c,2,6,6,10,5,,,,,,2,9,2,8,4,,4,1,8,5,1
10551960648,226272122,2/24/2019 19:28,2/24/2019 19:31,,82be993e81c20f4544c6d85c96,2,10,10,10,3,,2,,,,6,7,2,5,4,,4,1,5,8,2
10551960216,226272122,2/24/2019 19:28,2/24/2019 19:30,,8a01130d9ecac17f2b9ba25036,2,6,6,7,8,1,2,3,,5,2,8,2,6,4,,4,1,6,9,4
10551960022,226272122,2/24/2019 19:28,2/24/2019 19:30,,5f2815f0a6b2b864ce89f058bf,1,8,6,6,4,,,,,,10,7,2,8,4,,4,1,7,9,1
10551959876,226272122,2/24/2019 19:27,2/24/2019 19:30,,a19ab1ffcc1934bc6e29cc2f29,2,5,10,10,5,,,,,,2,6,2,8,4,,5,1,7,5,2
10551959465,226272122,2/24/2019 19:28,2/24/2019 19:29,,199a77a8642a9c450eaa8397fb,1,3,2,4,3,,,,,5,6,4,2,7,4,,4,1,6,9,2
10551959295,226271760,2/24/2019 19:27,2/24/2019 19:29,74.111.119.249,,1,5,4,8,5,,2,,,5,8,7,2,4,3,,,,,,
10551959151,226272122,2/24/2019 19:27,2/24/2019 19:29,,bb2cbfb91d196d9b19371e9ce8,3,1,1,1,1,,,,,,10,4,2,3,5,,5,1,3,7,4
10551959149,226270653,2/24/2019 19:22,2/24/2019 19:29,24.155.76.22,,2,6,7,6,4,,,,,,2,4,1,5,2,,,,,,
10551958548,226272122,2/24/2019 19:26,2/24/2019 19:28,,9d671aeea662c4bfb81e02fe9f,2,4,8,6,2,,,,,,2,4,1,4,4,,4,2,4,3,2
10551955920,226272122,2/24/2019 19:24,2/24/2019 19:26,,d9b37b7090a70eb51f0214be80,1,8,6,6,4,1,2,3,,5,6,4,2,8,3,,3,1,7,7,2
10551954780,226272122,2/24/2019 19:23,2/24/2019 19:24,,ecfe957e1966600dd84bfba522,1,6,7,4,6,,,,4,5,4,7,2,5,2,,2,1,2,5,2
10551954610,226272122,2/24/2019 19:16,2/24/2019 19:24,,572e362cf8e2ce592e5883cdfe,2,5,5,5,5,,,,,,11,5,2,11,2,,2,1,11,8,2
10551948212,226272122,2/24/2019 19:16,2/24/2019 19:18,,239a8def962b3e70caa6de9d98,2,10,4,10,6,,,3,,,6,10,1,3,2,,2,2,2,2,1
10551946981,226272122,2/24/2019 19:15,2/24/2019 19:17,,dc26441a8d4e2783903729993f,3,10,7,7,5,1,2,3,,,5,3,1,3,2,,2,2,3,6,1
10551946957,226271760,2/24/2019 19:16,2/24/2019 19:17,68.34.250.229,,1,8,9,9,8,1,2,3,,5,2,8,2,5,2,,,,,,
10551944210,226272122,2/24/2019 19:13,2/24/2019 19:14,,b10091cffcc9682d74050dcaf0,2,8,10,5,4,,2,,,,10,7,2,5,3,,3,1,4,6,2
10551943563,226270653,2/24/2019 19:11,2/24/2019 19:13,174.207.16.111,,1,6,10,5,4,,,3,,,10,7,2,6,2,,,,,,
10551943054,226272122,2/24/2019 19:12,2/24/2019 19:13,,6d26acb04bf1282929c4d122c1,2,2,5,2,6,,,,,,10,5,1,4,4,,4,2,3,9,2
10551942526,226271760,2/24/2019 19:11,2/24/2019 19:12,174.23.196.197,,1,8,6,8,1,,2,,4,5,6,7,1,4,2,,,,,,
10551942035,226272122,2/24/2019 19:11,2/24/2019 19:12,,0f5f6eee355b13b19962b244c0,1,4,5,5,5,1,,3,,5,2,6,2,10,2,,2,1,8,9,2
10551940036,226272122,2/24/2019 19:08,2/24/2019 19:10,,691d08117abd89063ac6b84b00,2,10,6,7,8,,,,,,5,8,1,4,2,,2,2,4,3,2
10551940029,226272122,2/24/2019 19:08,2/24/2019 19:10,,0a34e499d27c5b18e510913235,1,5,7,8,5,1,,,4,,10,6,1,2,3,,3,2,3,6,2
10551938264,226272122,2/24/2019 19:06,2/24/2019 19:08,,48b1c5aa72861ac262a58cb75b,1,7,8,5,9,,2,3,,,6,6,1,4,3,,3,1,4,3,1
10551938196,226272122,2/24/2019 19:06,2/24/2019 19:08,,528e0155136cb42940f41e7575,3,2,5,2,10,,,,,5,10,10,1,11,3,,4,2,11,5,1
10551936818,226272122,2/24/2019 19:06,2/24/2019 19:06,,6c25198132cdaa1441f89daf76,1,7,7,7,8,,2,,,,4,8,2,8,2,,4,1,8,5,1
10551936330,226272122,2/24/2019 19:04,2/24/2019 19:06,,59283facdf0c2cb77873a23633,2,1,5,1,1,1,,,,,7,5,1,10,4,,4,2,10,5,1
10551932807,226272122,2/24/2019 19:01,2/24/2019 19:02,,9728c3ae03c61c281ca51a0195,2,9,7,10,7,1,,,,,11,9,1,5,2,,2,2,4,9,2
10551932198,226272122,2/24/2019 19:01,2/24/2019 19:02,,1f7e6e4dbc8e246fe61f309d54,1,7,3,5,9,1,,3,,,5,7,2,4,2,,2,1,4,2,1
10551931824,226272122,2/24/2019 19:01,2/24/2019 19:01,,c93cf629c4ceeb3e52d0f11738,3,5,9,3,7,,,3,,,7,7,1,11,2,,2,2,11,7,1
10551930008,226271760,2/24/2019 18:58,2/24/2019 19:00,69.23.61.144,,1,8,8,9,7,1,2,3,4,5,11,8,2,5,4,,,,,,
10551927502,226271760,2/24/2019 18:55,2/24/2019 18:57,73.219.249.59,,2,2,1,5,9,1,,,,,4,5,2,5,3,,,,,,
10551926687,226271760,2/24/2019 18:54,2/24/2019 18:56,173.80.120.49,,2,6,5,4,5,,,,,,10,8,2,2,4,,,,,,
10551926330,226271760,2/24/2019 18:54,2/24/2019 18:56,72.10.213.91,,2,10,10,10,8,1,,3,,,10,8,1,3,4,,,,,,
10551926150,226271760,2/24/2019 18:54,2/24/2019 18:56,24.6.175.172,,1,6,4,9,9,1,2,,,,6,3,2,10,3,,,,,,
10551925285,226271760,2/24/2019 18:53,2/24/2019 18:55,73.125.130.189,,1,7,9,9,8,1,,,,,11,9,1,9,4,,,,,,
10551925082,226271760,2/24/2019 18:53,2/24/2019 18:54,68.80.118.197,,3,9,10,10,3,,,3,,5,10,4,1,4,3,,,,,,
10551924642,226271760,2/24/2019 18:53,2/24/2019 18:54,70.178.48.242,,2,10,6,6,8,,2,3,,,11,8,1,3,2,,,,,,
10551924433,226272122,2/24/2019 18:49,2/24/2019 18:54,,87c00f0d85e1e579dc8eeae93e,3,5,5,5,4,1,,,,,5,7,1,3,5,,5,2,2,3,1
10551924237,226272122,2/24/2019 18:50,2/24/2019 18:53,,0314dfe8c83290f7074cd9bb17,1,10,10,10,10,1,,,,,12,9,2,5,5,,5,1,5,5,4
10551923660,226272122,2/24/2019 18:49,2/24/2019 18:53,,b24b245faae71166d22aa39a5f,1,9,9,9,4,,,,,,5,4,2,3,4,,4,1,3,6,4
10551923516,226270653,2/24/2019 18:47,2/24/2019 18:53,207.244.106.48,,1,5,3,5,8,,2,,,,6,5,2,6,3,,,,,,
10551922390,226272122,2/24/2019 18:50,2/24/2019 18:52,,3386a9d5f65cbf53c5daef372b,1,1,2,3,3,1,,,,,8,1,2,7,4,,4,1,6,8,2
10551922233,226271760,2/24/2019 18:50,2/24/2019 18:51,24.91.180.31,,2,5,8,8,5,,2,3,,,2,1,1,2,3,,,,,,
10551921673,226272122,2/24/2019 18:49,2/24/2019 18:51,,ff7a9eba7113b17e6ff6e89266,1,4,5,5,3,1,,,,,11,6,1,3,4,,4,2,3,5,2
10551921377,226271760,2/24/2019 18:49,2/24/2019 18:50,143.59.122.90,,2,5,4,8,7,,,,,5,11,4,1,4,3,,,,,,
10551921351,226272122,2/24/2019 18:48,2/24/2019 18:50,,27ee705e0bad332fcee5afcab7,1,10,10,10,10,,,,,5,5,6,1,6,4,,4,2,5,5,2
10551921339,226272122,2/24/2019 18:50,2/24/2019 18:50,,5f8d68b16020b7d00a06ca8e04,1,5,7,10,9,,,3,,,7,9,2,3,4,,5,1,3,5,2
10551921219,226272122,2/24/2019 18:48,2/24/2019 18:50,,a4bfe4fd8292f58c4e73e7e286,2,10,1,1,1,,,,,5,12,5,1,3,5,,5,2,3,9,2
10551921218,226271760,2/24/2019 18:44,2/24/2019 18:50,100.12.178.53,,1,6,5,9,5,1,2,3,,5,5,10,1,4,2,,,,,,
10551921168,226272122,2/24/2019 18:47,2/24/2019 18:50,,4bff3c484a8185f8d73b14d88e,1,10,6,6,5,,,3,,,10,8,1,4,2,,,,,,
10551920654,226272122,2/24/2019 18:48,2/24/2019 18:50,,15a23bd38514f3c182f04be264,3,10,2,7,7,,,,,,5,7,1,11,5,,5,2,11,8,4
10551920565,226272122,2/24/2019 18:48,2/24/2019 18:50,,f7cbd5f058fc173bc2666ee2e4,2,9,7,6,6,,,,,5,2,7,1,11,4,,4,2,3,5,1
10551919766,226272122,2/24/2019 18:48,2/24/2019 18:52,,af981ec2ac20aea8cd0e96e515,1,8,3,8,8,1,,,,,3,4,1,9,4,,4,2,7,2,2
10551918491,226272122,2/24/2019 18:46,2/24/2019 18:47,,e8f69490731c3aa5efee8bc43e,1,10,10,10,3,,2,,,,6,9,1,3,2,,2,2,2,8,2
10551918133,226272122,2/24/2019 18:45,2/24/2019 18:47,,35fb6a3fd127393f6aec66684f,2,7,4,3,5,,2,,,5,10,10,1,10,2,,2,2,6,5,1
10551917905,226271760,2/24/2019 18:46,2/24/2019 18:47,107.77.218.83,,1,3,10,9,4,,,,,,10,5,2,2,3,,,,,,
10551917709,226272122,2/24/2019 18:45,2/24/2019 18:47,,28afd177fc8971470ff39831fb,1,3,8,8,6,,,3,,5,11,5,1,4,3,,2,2,5,7,2
10551917564,226272122,2/24/2019 18:45,2/24/2019 18:46,,b39ad45cd6377d6a64d2e75085,2,6,7,6,5,,,,,5,10,4,1,3,1,,2,2,3,3,1
10551917484,226272122,2/24/2019 18:46,2/24/2019 18:46,,6b075f2dca3e7d39db0eccdf2a,1,10,10,10,10,,,,,,4,10,1,10,3,,3,2,10,2,1
10551916619,226270653,2/24/2019 18:45,2/24/2019 18:45,174.211.12.124,,1,10,10,5,5,1,2,3,4,5,4,3,2,10,4,,,,,,
10551914809,226272122,2/24/2019 18:42,2/24/2019 18:43,,b119d796e4eeb00ac8a8d41d3e,2,4,3,10,5,1,,,,,10,7,1,3,5,,5,2,4,5,2
10551914610,226271760,2/24/2019 18:42,2/24/2019 18:43,76.2.241.18,,1,7,7,9,7,,2,3,,,2,9,1,4,2,,,,,,
10551913824,226271760,2/24/2019 18:40,2/24/2019 18:42,73.144.95.227,,2,5,6,9,7,,2,3,,,10,6,1,2,4,,,,,,
10551913278,226271760,2/24/2019 18:37,2/24/2019 18:42,64.121.85.105,,2,8,9,8,8,1,2,,,,6,8,2,5,3,,,,,,
10551912151,226272122,2/24/2019 18:39,2/24/2019 18:41,,2b4b297ddcc3104eadec5b28c2,3,5,3,8,2,,,3,,,4,3,1,11,5,,5,2,11,1,2
10551910193,226272122,2/24/2019 18:35,2/24/2019 18:39,,1eba105b70d53a4d34b4861e66,1,6,10,5,10,1,,,,,5,10,1,4,4,,4,2,1,7,2
10551910061,226271760,2/24/2019 18:36,2/24/2019 18:38,71.79.155.51,,2,7,5,5,7,,2,3,,,3,6,1,4,3,,,,,,
10551908448,226271760,2/24/2019 18:35,2/24/2019 18:37,67.245.112.210,,1,4,6,6,5,,2,3,,5,10,9,1,4,3,,,,,,
10551907817,226271760,2/24/2019 18:32,2/24/2019 18:36,64.121.85.105,,2,7,8,7,8,,2,3,,,6,7,2,5,3,,,,,,
10551907176,226272122,2/24/2019 18:34,2/24/2019 18:35,,97418fbed49892945b340a75e9,2,8,7,9,5,,2,,,,5,8,1,1,2,,2,2,1,9,2
10551906895,226271760,2/24/2019 18:33,2/24/2019 18:35,137.118.149.146,,1,3,5,4,5,1,2,,,5,6,5,2,3,5,,,,,,
10551904647,226271760,2/24/2019 18:32,2/24/2019 18:33,67.189.171.219,,2,2,1,7,10,,2,3,,5,8,10,1,6,2,,,,,,
10551900530,226271760,2/24/2019 18:28,2/24/2019 18:28,107.145.113.42,,1,1,1,1,9,,,,,,6,3,2,4,3,,,,,,
10551897259,226271760,2/24/2019 18:22,2/24/2019 18:25,104.11.61.83,,1,8,5,6,7,1,,3,,,6,10,2,10,4,,,,,,
10551893991,226272122,2/24/2019 18:20,2/24/2019 18:21,,f3fab9efffdbf20ee5c7db8327,2,7,8,7,7,,,3,,,2,6,1,3,2,,2,2,5,1,2
10551892610,226272122,2/24/2019 18:18,2/24/2019 18:20,,05dd6e80f0ea056c7e4f3facce,2,10,10,10,10,,,,4,,1,1,2,4,5,,5,1,4,7,4
10551892547,226272122,2/24/2019 18:18,2/24/2019 18:20,,0e4e530a53af7a6f3b6c65144b,3,10,5,5,8,,,,,,12,5,2,4,4,,4,1,4,9,4
10551892380,226272122,2/24/2019 18:18,2/24/2019 18:20,,13d820798b63dc5cd332a5d03f,1,4,4,5,8,,,,,5,12,4,2,5,4,,4,1,5,7,1
10551891710,226272122,2/24/2019 18:17,2/24/2019 18:19,,e9adbb976da8d2f26af24b3d1d,1,3,3,7,4,1,,,,5,2,4,2,8,4,,4,1,10,6,1
10551891554,226271760,2/24/2019 18:18,2/24/2019 18:19,71.58.235.231,,1,9,8,8,6,1,2,3,,,6,6,1,3,3,,,,,,
10551890408,226272122,2/24/2019 18:15,2/24/2019 18:17,,45372a3a031081bc9a17e6a5b5,1,6,4,7,5,,,,,5,7,6,2,3,3,,3,1,3,8,2
10551889958,226272122,2/24/2019 18:15,2/24/2019 18:17,,fc6d942c2a3618c986e10432cc,2,1,1,5,1,,,3,,,5,10,1,10,2,,2,2,4,2,1
10551887146,226271760,2/24/2019 18:13,2/24/2019 18:14,72.129.153.70,,2,10,10,10,6,,2,3,,,10,8,1,2,4,,,,,,
10551886937,226271760,2/24/2019 18:13,2/24/2019 18:14,74.137.135.146,,2,10,10,10,10,1,2,3,4,5,6,5,2,2,3,,,,,,
10551886928,226271760,2/24/2019 18:11,2/24/2019 18:14,69.207.210.156,,2,9,7,10,6,,,,,,11,7,1,2,3,,,,,,
10551885142,226271760,2/24/2019 18:10,2/24/2019 18:12,66.168.224.37,,2,9,10,10,5,,,,,5,11,7,1,1,4,,,,,,
10551883518,226271760,2/24/2019 18:07,2/24/2019 18:10,71.209.160.131,,1,1,1,7,10,,,,,,6,9,2,6,5,,,,,,
10551883227,226271760,2/24/2019 18:09,2/24/2019 18:10,100.0.62.147,,2,8,8,10,10,,2,3,,,6,10,1,2,2,,,,,,
10551882488,226271760,2/24/2019 18:08,2/24/2019 18:09,74.194.122.201,,2,8,7,10,9,,2,,,5,6,1,2,2,2,,,,,,
10551881825,226271760,2/24/2019 18:07,2/24/2019 18:08,172.58.139.246,,2,4,3,10,7,1,2,3,,,6,10,2,5,3,,,,,,
10551881174,226271760,2/24/2019 18:07,2/24/2019 18:08,174.80.249.100,,2,5,3,7,5,,2,,,,10,5,2,2,2,,,,,,
10551879624,226272122,2/24/2019 18:04,2/24/2019 18:06,,bcaec47b35646a633aa4985355,1,3,1,3,7,1,2,3,4,,6,9,2,11,3,,3,1,11,4,2
10551879609,226271760,2/24/2019 18:05,2/24/2019 18:06,71.224.2.157,,2,9,8,9,8,,,,,,5,7,2,4,2,,,,,,
10551879557,226271760,2/24/2019 18:05,2/24/2019 18:06,66.85.17.230,,2,8,4,7,7,1,2,3,,,10,7,1,6,3,,,,,,
10551879308,226272122,2/24/2019 18:05,2/24/2019 18:06,,667496b949a753dea21effa8b5,1,8,7,3,5,,,,,,7,7,2,10,2,,2,1,10,2,1
10551879282,226271760,2/24/2019 18:04,2/24/2019 18:06,73.169.159.58,,1,7,8,6,10,1,2,,,5,6,8,2,3,2,,,,,,
10551878793,226272122,2/24/2019 18:05,2/24/2019 18:05,,1fb4bcf17ca62ccb7a2f14a1ce,2,6,8,6,5,,,,,5,5,5,1,4,3,,3,2,4,6,2
10551877283,226271760,2/24/2019 17:59,2/24/2019 18:04,142.196.134.138,,2,10,7,10,10,1,,,,,4,6,2,8,3,,,,,,
10551877050,226271760,2/24/2019 18:03,2/24/2019 18:03,71.75.228.170,,2,10,7,10,10,,2,,,,6,8,1,4,2,,,,,,
10551874981,226271760,2/24/2019 18:00,2/24/2019 18:01,173.26.102.132,,2,7,6,7,4,,2,3,,,4,7,1,4,3,,,,,,
10551874816,226271760,2/24/2019 17:59,2/24/2019 18:01,73.92.5.208,,2,9,9,9,9,,2,,,,6,9,1,5,3,,,,,,
10551874804,226271760,2/24/2019 18:00,2/24/2019 18:01,173.168.81.6,,2,5,4,5,5,,2,,,,6,5,2,2,3,,,,,,
10551874504,226271760,2/24/2019 17:57,2/24/2019 18:01,172.11.220.144,,2,5,3,4,5,,,,,,8,7,2,11,3,,,,,,
10551874485,226271760,2/24/2019 17:59,2/24/2019 18:01,65.175.205.90,,2,6,5,6,5,,2,,,,7,5,1,4,4,,,,,,
10551874103,226271760,2/24/2019 17:59,2/24/2019 18:00,45.31.113.40,,2,6,8,10,9,1,2,3,,,6,8,1,3,2,,,,,,
10551873623,226271760,2/24/2019 17:58,2/24/2019 18:00,173.187.155.222,,2,2,6,9,8,1,2,,,5,8,7,2,2,3,,,,,,
10551873506,226271760,2/24/2019 17:58,2/24/2019 18:00,131.191.84.22,,2,4,3,7,10,,,3,,,10,10,2,3,3,,,,,,
10551873415,226271760,2/24/2019 17:58,2/24/2019 17:59,47.189.242.249,,1,9,9,10,9,,2,,,5,6,7,2,5,4,,,,,,
10551873239,226271760,2/24/2019 17:56,2/24/2019 17:59,24.74.136.196,,1,8,8,10,9,,,,,,4,2,1,10,4,,,,,,
10551873235,226271760,2/24/2019 17:52,2/24/2019 17:59,108.84.236.184,,1,6,4,6,4,,2,3,,,12,6,2,3,2,,,,,,
10551873108,226271760,2/24/2019 17:57,2/24/2019 17:59,159.118.88.60,,2,8,9,10,8,,2,,,,5,7,1,3,3,,,,,,
10551872877,226271760,2/24/2019 17:57,2/24/2019 17:59,68.48.228.199,,2,7,8,10,6,1,,,,,5,9,1,3,2,,,,,,
10551872873,226271760,2/24/2019 17:56,2/24/2019 17:59,24.74.136.196,,1,9,9,10,8,,,,,,10,4,1,10,3,,,,,,
10551872804,226271760,2/24/2019 17:56,2/24/2019 17:59,96.33.153.183,,1,6,9,10,4,,,3,,5,2,4,1,3,4,,,,,,
