Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.",Have you heard of any of the following online course providers?,,,,,Which of these industries most closely matches your profession?,Government regulation helps ensure businesses treat individuals more fairly.,Gender?,Household Income?,Age?,[Optional] Github Username,Age,Gender,Household Income,Region,Device Type
10552039454,226272122,02/24/2019 08:47:53 PM,02/24/2019 08:51:01 PM,,,,,3d16614d998a8d7bb328c85c64,1,6,4,4,3,1,,,,,6,10,2,11,5,,5,1,7,9,1
10552039155,226272122,02/24/2019 08:47:07 PM,02/24/2019 08:50:41 PM,,,,,9c45f13587eba0240afe035e7b,1,3,3,7,3,,,,,,7,4,2,4,4,,4,1,3,4,2
10552038739,226272122,02/24/2019 08:47:48 PM,02/24/2019 08:50:15 PM,,,,,9d415f4f33d829152b6fcc47b4,1,8,3,8,3,,,,,,4,9,2,3,5,,5,1,4,8,4
10552037963,226272122,02/24/2019 08:46:52 PM,02/24/2019 08:49:22 PM,,,,,63a679f3b05b31e73336bb69eb,1,6,6,6,1,,,,,,1,2,2,3,5,,5,1,3,5,1
10552037910,226272122,02/24/2019 08:46:21 PM,02/24/2019 08:49:19 PM,,,,,e3f820984db1e778896bf9fb6c,2,4,7,3,3,1,,,,,10,9,2,3,4,,4,1,3,5,1
10552037734,226272122,02/24/2019 08:46:47 PM,02/24/2019 08:49:06 PM,,,,,09c1d1f173d82ddd77055d7f5e,1,6,6,8,7,,2,,,,10,8,1,5,3,,3,2,4,6,1
10552037715,226272122,02/24/2019 08:48:30 PM,02/24/2019 08:49:05 PM,,,,,f91fb132f0a3cb061caa10b769,1,2,7,5,2,,,3,,,6,6,2,7,3,,2,1,6,9,1
10552037331,226272122,02/24/2019 08:46:13 PM,02/24/2019 08:48:42 PM,,,,,86f06c5940fff7cfacc1f222fe,2,5,5,5,5,,,,,,5,9,1,11,3,,3,2,11,3,1
10552037326,226272122,02/24/2019 08:46:23 PM,02/24/2019 08:48:42 PM,,,,,f710bba46cb7f595324d024623,2,7,1,5,9,,,,,,6,6,2,5,4,,4,1,5,5,1
10552037302,226272122,02/24/2019 08:47:57 PM,02/24/2019 08:48:40 PM,,,,,7406f629b51ddd7e0bf469d711,1,8,7,8,6,1,,,,,3,6,2,4,3,,4,1,3,4,2
10552037144,226272122,02/24/2019 08:46:42 PM,02/24/2019 08:48:31 PM,,,,,dc69116ddab889411d5ea16cd1,1,8,7,9,8,1,,,,,2,10,1,3,3,,3,2,3,3,1
10552037139,226272122,02/24/2019 08:46:50 PM,02/24/2019 08:48:31 PM,,,,,74c2e56fbf74bf8007451a43b2,2,9,5,3,9,1,,,,,11,5,1,5,2,,2,2,5,2,1
10552037137,226272122,02/24/2019 08:46:14 PM,02/24/2019 08:48:31 PM,,,,,1c51d32d492d7d5a765e1fce08,2,8,10,1,5,,,,,,1,2,2,5,4,,4,1,5,3,2
10552037100,226272122,02/24/2019 08:47:56 PM,02/24/2019 08:48:28 PM,,,,,45b791122ef2f8cda1871e18ca,2,1,6,8,5,,,,4,,5,6,2,1,2,,2,1,1,4,1
10552036934,226272122,02/24/2019 08:46:39 PM,02/24/2019 08:48:19 PM,,,,,5eff8dccc1b2b0b45edb5509cb,2,7,3,5,5,1,,,,,8,9,1,1,2,,2,2,1,9,1
10552036817,226272122,02/24/2019 08:46:42 PM,02/24/2019 08:48:13 PM,,,,,2f520d2cf563cbef4d99c59a07,3,1,4,9,1,,2,,,,2,1,1,9,3,,3,2,11,9,1
10552036800,226272122,02/24/2019 08:46:47 PM,02/24/2019 08:48:12 PM,,,,,8fbdcfa3f2b43c188c1619c9b4,2,8,3,5,7,,,,,,1,5,1,5,3,,3,2,5,7,2
10552036794,226272122,02/24/2019 08:46:28 PM,02/24/2019 08:48:11 PM,,,,,5799318382396b48718c9beb3a,2,6,5,4,4,,,,,,10,6,2,4,4,,4,1,4,5,2
10552036627,226272122,02/24/2019 08:46:27 PM,02/24/2019 08:48:00 PM,,,,,84c5eeba4c930cade649fd0826,1,10,10,10,10,,,,,,2,3,1,5,2,,2,2,5,5,1
10552036372,226272122,02/24/2019 08:46:10 PM,02/24/2019 08:47:44 PM,,,,,109b330cef84c9de45ba25c38d,2,8,8,1,1,,,3,,,5,7,1,4,3,,3,2,3,8,1
10552036197,226272122,02/24/2019 08:46:47 PM,02/24/2019 08:47:34 PM,,,,,7f9b73057cdd5fd8fe037b7ff3,1,2,8,10,5,,,,,5,11,9,1,2,3,,3,2,2,5,2
10552035556,226272122,02/24/2019 08:46:26 PM,02/24/2019 08:46:57 PM,,,,,3f1f54e36764c25b1c5c3279d2,2,1,1,1,1,1,,,,,5,1,1,4,2,,2,2,7,3,1
10552035492,226272122,02/24/2019 08:46:29 PM,02/24/2019 08:46:53 PM,,,,,9fec6762d682b04232c7d8ca57,2,6,5,6,6,,2,,,,6,5,1,4,2,,2,2,3,2,1
10552035441,226272122,02/24/2019 08:46:10 PM,02/24/2019 08:46:49 PM,,,,,39f16dfacc8be9555703c4a9bc,2,8,7,7,6,,2,3,,5,11,9,1,4,2,,2,2,2,1,1
10552034875,226272122,02/24/2019 08:45:48 PM,02/24/2019 08:46:16 PM,,,,,5ee19cf75008242bea3372c8d8,1,1,3,4,6,,2,,,,5,6,1,7,3,,2,2,4,6,1
10552032748,226272122,02/24/2019 08:42:27 PM,02/24/2019 08:44:05 PM,,,,,08efecaa3269f5224b64d6f444,3,6,4,5,4,,2,,,,10,7,1,11,2,,2,2,11,9,2
10552026892,226272122,02/24/2019 08:36:46 PM,02/24/2019 08:38:16 PM,,,,,a029fa84cfe0902543c2f486fe,2,8,10,10,10,,2,3,4,5,6,7,2,2,2,,2,1,3,7,2
10552026630,226272122,02/24/2019 08:35:16 PM,02/24/2019 08:38:02 PM,,,,,a9c81e46c0b35d2c8faab10202,2,7,4,10,6,1,,3,,,10,5,1,1,2,,2,2,6,9,1
10552025520,226272122,02/24/2019 08:31:02 PM,02/24/2019 08:36:56 PM,,,,,1deab05c3e91f76f23073b7d8d,1,10,1,2,5,,,,,5,10,1,1,1,3,,3,2,2,3,1
10552025347,226272122,02/24/2019 08:35:38 PM,02/24/2019 08:36:45 PM,,,,,30eafd70c257ec950d04178d47,1,8,8,9,7,1,,,4,5,6,9,2,9,2,,2,1,10,6,2
10552024845,226272122,02/24/2019 08:33:52 PM,02/24/2019 08:36:14 PM,,,,,a0d923038bf2f92671ac5ea8bb,1,5,6,7,7,1,,,,,11,8,1,7,3,,3,2,4,8,1
10552016722,226272122,02/24/2019 08:26:40 PM,02/24/2019 08:28:18 PM,,,,,c2e2de26601e7dda239f9debad,2,6,6,4,5,,,,,5,10,6,1,4,4,,4,2,3,7,1
10552010454,226272122,02/24/2019 08:20:36 PM,02/24/2019 08:22:03 PM,,,,,ed33fdac823f982098caa2ede1,2,5,7,4,7,,,3,,,8,6,2,5,1,,2,1,4,7,1
10552006482,226272122,02/24/2019 08:13:59 PM,02/24/2019 08:18:01 PM,,,,,674432fd9873bf70b44ae31728,3,9,10,8,4,,,,,,10,6,1,3,4,,4,2,3,4,1
10552005472,226272122,02/24/2019 08:13:49 PM,02/24/2019 08:16:57 PM,,,,,a3650e0b414cbeaa2458431411,1,10,10,10,6,,,,,,11,7,1,2,4,,4,2,2,5,2
10552004932,226272122,02/24/2019 08:12:41 PM,02/24/2019 08:16:19 PM,,,,,2a754e2ca1a94b5a6aadb1829e,2,8,6,5,6,,,,,,10,5,1,6,4,,4,2,4,2,2
10552004758,226272122,02/24/2019 08:12:48 PM,02/24/2019 08:16:09 PM,,,,,9d688bff43d0677ddb4a7035a9,1,2,5,5,5,,,,4,,4,2,1,5,4,,5,2,4,1,2
10552004451,226272122,02/24/2019 08:13:18 PM,02/24/2019 08:15:51 PM,,,,,6ae49e6399035202c6a489fdcf,2,2,5,10,7,,,,,5,6,5,1,4,4,,4,2,4,9,1
10552004373,226272122,02/24/2019 08:13:55 PM,02/24/2019 08:15:46 PM,,,,,d8d05c9cf274860d6a6442c93d,2,10,3,2,2,,,,4,,2,6,1,6,4,,4,2,6,2,1
10552004315,226272122,02/24/2019 08:13:58 PM,02/24/2019 08:15:43 PM,,,,,0876f8ea688500c7de427dea33,2,4,2,1,1,,,,,5,10,6,1,7,4,,4,2,6,1,1
10552004011,226272122,02/24/2019 08:13:41 PM,02/24/2019 08:15:25 PM,,,,,790cad3560bb0c124951ee519c,1,7,1,6,3,1,,,,,10,6,1,2,4,,4,2,3,8,1
10552003118,226272122,02/24/2019 08:12:41 PM,02/24/2019 08:14:28 PM,,,,,83b6feb05da57448ed82e63cdf,1,8,7,7,8,,,,,5,5,10,1,4,4,,4,2,4,5,1
10552002803,226272122,02/24/2019 08:12:52 PM,02/24/2019 08:14:09 PM,,,,,71cfd4f4259c1f9da058d31a8a,2,5,5,7,5,,,,,,10,4,1,4,4,,4,2,6,7,1
10552002631,226272122,02/24/2019 08:12:55 PM,02/24/2019 08:13:58 PM,,,,,5797ec1090557f1a49b2d99b4e,2,7,5,7,5,1,2,3,,5,6,7,1,11,4,,4,2,11,8,1
10552001869,226272122,02/24/2019 08:12:06 PM,02/24/2019 08:13:12 PM,,,,,62c2b4379ecfffecbbd49dfb9c,2,9,1,6,5,,,,,,2,1,1,3,3,,2,2,2,4,2
10551999719,226272122,02/24/2019 08:08:10 PM,02/24/2019 08:11:00 PM,,,,,53af73608e843a56f4bf941606,2,7,4,10,10,1,,3,,,2,3,2,4,3,,3,1,4,9,4
10551996614,226272122,02/24/2019 08:06:19 PM,02/24/2019 08:07:47 PM,,,,,327d1be2574173c6f472cedb3f,2,4,4,5,5,,,,,5,6,5,3,6,2,,4,1,3,3,2
10551996008,226272122,02/24/2019 07:35:58 PM,02/24/2019 08:07:08 PM,,,,,48870a7f4c92f28113dd75089b,1,8,10,6,2,,,3,,,2,7,1,6,3,,3,2,5,2,2
10551994202,226272122,02/24/2019 08:03:53 PM,02/24/2019 08:05:17 PM,,,,,c7e393fa5b8d650201d1d84c50,2,3,4,3,3,,,,4,,2,8,1,4,4,,4,2,4,3,1
10551987892,226272122,02/24/2019 07:55:34 PM,02/24/2019 07:58:48 PM,,,,,e8018072c87a2707beed9ade97,3,5,10,5,7,,,,,5,6,3,2,1,4,,4,1,1,8,2
10551984819,226272122,02/24/2019 07:54:21 PM,02/24/2019 07:55:42 PM,,,,,02725961855c6958c4d0322331,2,7,3,6,6,,,,,,7,10,1,3,2,,2,2,3,7,2
10551984816,226272122,02/24/2019 07:54:14 PM,02/24/2019 07:55:41 PM,,,,,5652f21453b16dfa9c0934ad8f,2,5,6,6,6,,2,3,,,6,7,3,11,2,,2,1,11,2,2
10551984530,226272122,02/24/2019 07:54:05 PM,02/24/2019 07:55:25 PM,,,,,f6f649555a2b3a8faf602d8bd7,1,4,9,7,7,1,2,3,,,10,4,2,3,2,,2,1,3,5,2
10551981536,226272122,02/24/2019 07:51:02 PM,02/24/2019 07:52:17 PM,,,,,3904635d169afef85fdbe6cba8,2,8,8,6,5,,2,,4,5,6,7,2,5,3,,3,1,5,9,2
10551978140,226272122,02/24/2019 07:46:04 PM,02/24/2019 07:48:50 PM,,,,,c0d89dbd2503c61736a46b1251,2,5,7,9,6,,,3,,,8,9,2,4,4,,4,1,4,3,1
10551976594,226272122,02/24/2019 07:45:52 PM,02/24/2019 07:47:13 PM,,,,,c57a26803a5603ec00dac19407,2,10,10,10,8,1,2,3,4,,6,6,1,5,2,,2,2,1,9,1
10551976014,226272122,02/24/2019 07:45:45 PM,02/24/2019 07:46:37 PM,,,,,e7a6d1837f700be413d8a0c393,2,8,8,7,5,,,,,,2,5,1,6,3,,3,2,6,2,1
10551976007,226270653,02/24/2019 07:45:14 PM,02/24/2019 07:46:36 PM,108.51.108.119,,,,,1,10,10,10,6,1,2,,,,10,1,2,8,3,,,,,,
10551975835,226272122,02/24/2019 07:45:18 PM,02/24/2019 07:46:26 PM,,,,,eb815655f14f3e7b2808e776e2,2,6,4,4,3,1,,,,,8,8,2,3,4,,4,1,4,3,1
10551971823,226270653,02/24/2019 07:40:01 PM,02/24/2019 07:42:24 PM,71.200.21.230,,,,,2,7,10,7,4,,2,,,5,2,1,2,5,2,,,,,,
10551971397,226272122,02/24/2019 07:40:07 PM,02/24/2019 07:41:59 PM,,,,,8cb665a170d93bb7d14e573052,2,10,9,8,7,,,,,5,10,5,1,5,2,,2,2,3,3,2
10551969035,226272122,02/24/2019 07:37:13 PM,02/24/2019 07:39:33 PM,,,,,1970a80f2db347feefb989ffd8,3,10,7,10,5,,,,,5,10,8,1,11,2,,2,2,11,5,2
10551968467,226272122,02/24/2019 07:37:35 PM,02/24/2019 07:38:57 PM,,,,,a1c2863a0d3f97bdc7f0c58d9f,1,3,1,1,1,,,,4,,2,1,1,5,4,,5,2,5,4,2
10551968241,226272122,02/24/2019 07:36:59 PM,02/24/2019 07:38:44 PM,,,,,a1c719aa750296d473ca8cd092,1,6,6,7,3,,,,,,5,8,1,3,4,,4,2,3,6,1
10551968219,226272122,02/24/2019 07:37:40 PM,02/24/2019 07:38:42 PM,,,,,aab6da0e923abc748e3f8f202e,1,10,5,10,5,,,,,,10,10,1,6,3,,4,2,5,3,2
10551968114,226272122,02/24/2019 07:38:05 PM,02/24/2019 07:38:36 PM,,,,,fab13a864250357a76dbc85e09,1,5,6,3,5,,,3,,,6,4,2,6,2,,2,1,4,7,1
10551967391,226272122,02/24/2019 07:37:00 PM,02/24/2019 07:37:50 PM,,,,,bf930acdc1ff66cdb1b0de5c53,2,3,3,5,4,,,3,,,3,5,1,3,3,,4,2,3,4,1
10551967297,226272122,02/24/2019 07:36:19 PM,02/24/2019 07:37:56 PM,,,,,8a95fb48a364da25bdb3935d03,2,10,5,6,10,,2,,,,10,10,1,4,2,,2,2,3,3,1
10551966553,226272122,02/24/2019 07:33:16 PM,02/24/2019 07:37:00 PM,,,,,1815daf81b0b24913f55cfe8b2,2,7,5,8,3,,,,,,2,6,1,3,5,,5,2,3,8,2
10551966247,226272122,02/24/2019 07:34:31 PM,02/24/2019 07:36:42 PM,,,,,fdcde96bac02e3c3de6a4d7b4e,2,5,1,6,1,,,,4,,6,10,2,5,4,,4,1,5,3,2
10551963330,226272122,02/24/2019 07:31:32 PM,02/24/2019 07:33:41 PM,,,,,9376b29b6c25b9dd977089efc9,2,5,5,6,4,1,,,,,5,5,1,5,5,,5,2,4,4,1
10551963163,226272122,02/24/2019 07:29:14 PM,02/24/2019 07:33:31 PM,,,,,408db1744e3340ab215fee2174,1,8,6,6,6,,,,4,,12,6,2,6,4,,4,1,5,4,2
10551962112,226272122,02/24/2019 07:28:35 PM,02/24/2019 07:32:27 PM,,,,,22c359129bbab1d21a1ed6b606,2,1,1,8,10,,,,,,11,10,2,3,5,,5,1,3,8,1
10551960796,226272122,02/24/2019 07:28:23 PM,02/24/2019 07:31:11 PM,,,,,d6847d6102be038dcace8ffaa0,1,8,7,5,6,,,,,5,12,7,2,6,5,,5,1,8,2,2
10551960772,226272122,02/24/2019 07:29:43 PM,02/24/2019 07:31:10 PM,,,,,5421f4f00665630a33e7d7322c,2,6,6,10,5,,,,,,2,9,2,8,4,,4,1,8,5,1
10551960648,226272122,02/24/2019 07:28:59 PM,02/24/2019 07:31:02 PM,,,,,82be993e81c20f4544c6d85c96,2,10,10,10,3,,2,,,,6,7,2,5,4,,4,1,5,8,2
10551960216,226272122,02/24/2019 07:28:31 PM,02/24/2019 07:30:34 PM,,,,,8a01130d9ecac17f2b9ba25036,2,6,6,7,8,1,2,3,,5,2,8,2,6,4,,4,1,6,9,4
10551960022,226272122,02/24/2019 07:28:22 PM,02/24/2019 07:30:23 PM,,,,,5f2815f0a6b2b864ce89f058bf,1,8,6,6,4,,,,,,10,7,2,8,4,,4,1,7,9,1
10551959876,226272122,02/24/2019 07:27:56 PM,02/24/2019 07:30:16 PM,,,,,a19ab1ffcc1934bc6e29cc2f29,2,5,10,10,5,,,,,,2,6,2,8,4,,5,1,7,5,2
10551959465,226272122,02/24/2019 07:28:51 PM,02/24/2019 07:29:51 PM,,,,,199a77a8642a9c450eaa8397fb,1,3,2,4,3,,,,,5,6,4,2,7,4,,4,1,6,9,2
10551959295,226271760,02/24/2019 07:27:59 PM,02/24/2019 07:29:41 PM,74.111.119.249,,,,,1,5,4,8,5,,2,,,5,8,7,2,4,3,,,,,,
10551959151,226272122,02/24/2019 07:27:57 PM,02/24/2019 07:29:51 PM,,,,,bb2cbfb91d196d9b19371e9ce8,3,1,1,1,1,,,,,,10,4,2,3,5,,5,1,3,7,4
10551959149,226270653,02/24/2019 07:22:56 PM,02/24/2019 07:29:55 PM,24.155.76.22,,,,,2,6,7,6,4,,,,,,2,4,1,5,2,,,,,,
10551958548,226272122,02/24/2019 07:26:22 PM,02/24/2019 07:28:53 PM,,,,,9d671aeea662c4bfb81e02fe9f,2,4,8,6,2,,,,,,2,4,1,4,4,,4,2,4,3,2
10551955920,226272122,02/24/2019 07:24:10 PM,02/24/2019 07:26:12 PM,,,,,d9b37b7090a70eb51f0214be80,1,8,6,6,4,1,2,3,,5,6,4,2,8,3,,3,1,7,7,2
10551954780,226272122,02/24/2019 07:23:05 PM,02/24/2019 07:24:58 PM,,,,,ecfe957e1966600dd84bfba522,1,6,7,4,6,,,,4,5,4,7,2,5,2,,2,1,2,5,2
10551954610,226272122,02/24/2019 07:16:18 PM,02/24/2019 07:24:46 PM,,,,,572e362cf8e2ce592e5883cdfe,2,5,5,5,5,,,,,,11,5,2,11,2,,2,1,11,8,2
10551948212,226272122,02/24/2019 07:16:01 PM,02/24/2019 07:18:20 PM,,,,,239a8def962b3e70caa6de9d98,2,10,4,10,6,,,3,,,6,10,1,3,2,,2,2,2,2,1
10551946981,226272122,02/24/2019 07:15:51 PM,02/24/2019 07:17:07 PM,,,,,dc26441a8d4e2783903729993f,3,10,7,7,5,1,2,3,,,5,3,1,3,2,,2,2,3,6,1
10551946957,226271760,02/24/2019 07:16:18 PM,02/24/2019 07:17:05 PM,68.34.250.229,,,,,1,8,9,9,8,1,2,3,,5,2,8,2,5,2,,,,,,
10551944210,226272122,02/24/2019 07:13:13 PM,02/24/2019 07:14:15 PM,,,,,b10091cffcc9682d74050dcaf0,2,8,10,5,4,,2,,,,10,7,2,5,3,,3,1,4,6,2
10551943563,226270653,02/24/2019 07:11:48 PM,02/24/2019 07:13:37 PM,174.207.16.111,,,,,1,6,10,5,4,,,3,,,10,7,2,6,2,,,,,,
10551943054,226272122,02/24/2019 07:12:05 PM,02/24/2019 07:13:08 PM,,,,,6d26acb04bf1282929c4d122c1,2,2,5,2,6,,,,,,10,5,1,4,4,,4,2,3,9,2
10551942526,226271760,02/24/2019 07:11:21 PM,02/24/2019 07:12:35 PM,174.23.196.197,,,,,1,8,6,8,1,,2,,4,5,6,7,1,4,2,,,,,,
10551942035,226272122,02/24/2019 07:11:05 PM,02/24/2019 07:12:04 PM,,,,,0f5f6eee355b13b19962b244c0,1,4,5,5,5,1,,3,,5,2,6,2,10,2,,2,1,8,9,2
10551940036,226272122,02/24/2019 07:08:34 PM,02/24/2019 07:10:07 PM,,,,,691d08117abd89063ac6b84b00,2,10,6,7,8,,,,,,5,8,1,4,2,,2,2,4,3,2
10551940029,226272122,02/24/2019 07:08:42 PM,02/24/2019 07:10:07 PM,,,,,0a34e499d27c5b18e510913235,1,5,7,8,5,1,,,4,,10,6,1,2,3,,3,2,3,6,2
10551938264,226272122,02/24/2019 07:06:59 PM,02/24/2019 07:08:22 PM,,,,,48b1c5aa72861ac262a58cb75b,1,7,8,5,9,,2,3,,,6,6,1,4,3,,3,1,4,3,1
10551938196,226272122,02/24/2019 07:06:36 PM,02/24/2019 07:08:18 PM,,,,,528e0155136cb42940f41e7575,3,2,5,2,10,,,,,5,10,10,1,11,3,,4,2,11,5,1
10551936818,226272122,02/24/2019 07:06:12 PM,02/24/2019 07:06:55 PM,,,,,6c25198132cdaa1441f89daf76,1,7,7,7,8,,2,,,,4,8,2,8,2,,4,1,8,5,1
10551936330,226272122,02/24/2019 07:04:28 PM,02/24/2019 07:06:24 PM,,,,,59283facdf0c2cb77873a23633,2,1,5,1,1,1,,,,,7,5,1,10,4,,4,2,10,5,1
10551932807,226272122,02/24/2019 07:01:23 PM,02/24/2019 07:02:55 PM,,,,,9728c3ae03c61c281ca51a0195,2,9,7,10,7,1,,,,,11,9,1,5,2,,2,2,4,9,2
10551932198,226272122,02/24/2019 07:01:05 PM,02/24/2019 07:02:19 PM,,,,,1f7e6e4dbc8e246fe61f309d54,1,7,3,5,9,1,,3,,,5,7,2,4,2,,2,1,4,2,1
10551931824,226272122,02/24/2019 07:01:04 PM,02/24/2019 07:01:55 PM,,,,,c93cf629c4ceeb3e52d0f11738,3,5,9,3,7,,,3,,,7,7,1,11,2,,2,2,11,7,1
10551930008,226271760,02/24/2019 06:58:43 PM,02/24/2019 07:00:06 PM,69.23.61.144,,,,,1,8,8,9,7,1,2,3,4,5,11,8,2,5,4,,,,,,
10551927502,226271760,02/24/2019 06:55:04 PM,02/24/2019 06:57:30 PM,73.219.249.59,,,,,2,2,1,5,9,1,,,,,4,5,2,5,3,,,,,,
10551926687,226271760,02/24/2019 06:54:01 PM,02/24/2019 06:56:36 PM,173.80.120.49,,,,,2,6,5,4,5,,,,,,10,8,2,2,4,,,,,,
10551926330,226271760,02/24/2019 06:54:29 PM,02/24/2019 06:56:13 PM,72.10.213.91,,,,,2,10,10,10,8,1,,3,,,10,8,1,3,4,,,,,,
10551926150,226271760,02/24/2019 06:54:45 PM,02/24/2019 06:56:02 PM,24.6.175.172,,,,,1,6,4,9,9,1,2,,,,6,3,2,10,3,,,,,,
10551925285,226271760,02/24/2019 06:53:42 PM,02/24/2019 06:55:06 PM,73.125.130.189,,,,,1,7,9,9,8,1,,,,,11,9,1,9,4,,,,,,
10551925082,226271760,02/24/2019 06:53:46 PM,02/24/2019 06:54:54 PM,68.80.118.197,,,,,3,9,10,10,3,,,3,,5,10,4,1,4,3,,,,,,
10551924642,226271760,02/24/2019 06:53:01 PM,02/24/2019 06:54:27 PM,70.178.48.242,,,,,2,10,6,6,8,,2,3,,,11,8,1,3,2,,,,,,
10551924433,226272122,02/24/2019 06:49:49 PM,02/24/2019 06:54:13 PM,,,,,87c00f0d85e1e579dc8eeae93e,3,5,5,5,4,1,,,,,5,7,1,3,5,,5,2,2,3,1
10551924237,226272122,02/24/2019 06:50:48 PM,02/24/2019 06:53:58 PM,,,,,0314dfe8c83290f7074cd9bb17,1,10,10,10,10,1,,,,,12,9,2,5,5,,5,1,5,5,4
10551923660,226272122,02/24/2019 06:49:59 PM,02/24/2019 06:53:20 PM,,,,,b24b245faae71166d22aa39a5f,1,9,9,9,4,,,,,,5,4,2,3,4,,4,1,3,6,4
10551923516,226270653,02/24/2019 06:47:49 PM,02/24/2019 06:53:11 PM,207.244.106.48,,,,,1,5,3,5,8,,2,,,,6,5,2,6,3,,,,,,
10551922390,226272122,02/24/2019 06:50:40 PM,02/24/2019 06:52:01 PM,,,,,3386a9d5f65cbf53c5daef372b,1,1,2,3,3,1,,,,,8,1,2,7,4,,4,1,6,8,2
10551922233,226271760,02/24/2019 06:50:33 PM,02/24/2019 06:51:50 PM,24.91.180.31,,,,,2,5,8,8,5,,2,3,,,2,1,1,2,3,,,,,,
10551921673,226272122,02/24/2019 06:49:31 PM,02/24/2019 06:51:12 PM,,,,,ff7a9eba7113b17e6ff6e89266,1,4,5,5,3,1,,,,,11,6,1,3,4,,4,2,3,5,2
10551921377,226271760,02/24/2019 06:49:24 PM,02/24/2019 06:50:52 PM,143.59.122.90,,,,,2,5,4,8,7,,,,,5,11,4,1,4,3,,,,,,
10551921351,226272122,02/24/2019 06:48:56 PM,02/24/2019 06:50:50 PM,,,,,27ee705e0bad332fcee5afcab7,1,10,10,10,10,,,,,5,5,6,1,6,4,,4,2,5,5,2
10551921339,226272122,02/24/2019 06:50:10 PM,02/24/2019 06:50:49 PM,,,,,5f8d68b16020b7d00a06ca8e04,1,5,7,10,9,,,3,,,7,9,2,3,4,,5,1,3,5,2
10551921219,226272122,02/24/2019 06:48:27 PM,02/24/2019 06:50:40 PM,,,,,a4bfe4fd8292f58c4e73e7e286,2,10,1,1,1,,,,,5,12,5,1,3,5,,5,2,3,9,2
10551921218,226271760,02/24/2019 06:44:43 PM,02/24/2019 06:50:40 PM,100.12.178.53,,,,,1,6,5,9,5,1,2,3,,5,5,10,1,4,2,,,,,,
10551921168,226272122,02/24/2019 06:47:26 PM,02/24/2019 06:50:36 PM,,,,,4bff3c484a8185f8d73b14d88e,1,10,6,6,5,,,3,,,10,8,1,4,2,,,,,,
10551920654,226272122,02/24/2019 06:48:32 PM,02/24/2019 06:50:07 PM,,,,,15a23bd38514f3c182f04be264,3,10,2,7,7,,,,,,5,7,1,11,5,,5,2,11,8,4
10551920565,226272122,02/24/2019 06:48:34 PM,02/24/2019 06:50:01 PM,,,,,f7cbd5f058fc173bc2666ee2e4,2,9,7,6,6,,,,,5,2,7,1,11,4,,4,2,3,5,1
10551919766,226272122,02/24/2019 06:48:40 PM,02/24/2019 06:52:31 PM,,,,,af981ec2ac20aea8cd0e96e515,1,8,3,8,8,1,,,,,3,4,1,9,4,,4,2,7,2,2
10551918491,226272122,02/24/2019 06:46:18 PM,02/24/2019 06:47:50 PM,,,,,e8f69490731c3aa5efee8bc43e,1,10,10,10,3,,2,,,,6,9,1,3,2,,2,2,2,8,2
10551918133,226272122,02/24/2019 06:45:55 PM,02/24/2019 06:47:26 PM,,,,,35fb6a3fd127393f6aec66684f,2,7,4,3,5,,2,,,5,10,10,1,10,2,,2,2,6,5,1
10551917905,226271760,02/24/2019 06:46:24 PM,02/24/2019 06:47:13 PM,107.77.218.83,,,,,1,3,10,9,4,,,,,,10,5,2,2,3,,,,,,
10551917709,226272122,02/24/2019 06:45:02 PM,02/24/2019 06:47:00 PM,,,,,28afd177fc8971470ff39831fb,1,3,8,8,6,,,3,,5,11,5,1,4,3,,2,2,5,7,2
10551917564,226272122,02/24/2019 06:45:41 PM,02/24/2019 06:46:50 PM,,,,,b39ad45cd6377d6a64d2e75085,2,6,7,6,5,,,,,5,10,4,1,3,1,,2,2,3,3,1
10551917484,226272122,02/24/2019 06:46:04 PM,02/24/2019 06:46:46 PM,,,,,6b075f2dca3e7d39db0eccdf2a,1,10,10,10,10,,,,,,4,10,1,10,3,,3,2,10,2,1
10551916619,226270653,02/24/2019 06:45:08 PM,02/24/2019 06:45:49 PM,174.211.12.124,,,,,1,10,10,5,5,1,2,3,4,5,4,3,2,10,4,,,,,,
10551914809,226272122,02/24/2019 06:42:02 PM,02/24/2019 06:43:53 PM,,,,,b119d796e4eeb00ac8a8d41d3e,2,4,3,10,5,1,,,,,10,7,1,3,5,,5,2,4,5,2
10551914610,226271760,02/24/2019 06:42:36 PM,02/24/2019 06:43:39 PM,76.2.241.18,,,,,1,7,7,9,7,,2,3,,,2,9,1,4,2,,,,,,
10551913824,226271760,02/24/2019 06:40:53 PM,02/24/2019 06:42:49 PM,73.144.95.227,,,,,2,5,6,9,7,,2,3,,,10,6,1,2,4,,,,,,
10551913278,226271760,02/24/2019 06:37:13 PM,02/24/2019 06:42:19 PM,64.121.85.105,,,,,2,8,9,8,8,1,2,,,,6,8,2,5,3,,,,,,
10551912151,226272122,02/24/2019 06:39:11 PM,02/24/2019 06:41:03 PM,,,,,2b4b297ddcc3104eadec5b28c2,3,5,3,8,2,,,3,,,4,3,1,11,5,,5,2,11,1,2
