Respondent ID,Collector ID,Start Date,End Date,IP Address,Email Address,First Name,Last Name,Custom Data 1,Do you contribute to hiring and firing decisions at your company?,"For many professions, alternative credentials can qualify a person for an entry-level position.",It will soon become fairly conventional for high school graduates to obtain alternative credentials instead of going to college.,"When you add up the pros and cons for online education, it's probably a good thing for society overall.","When you add up the pros and cons for artificial intelligence, it's probably a good thing for society overall.","When you add up the pros and cons for cryptocurrency, it's probably a good thing for society overall.","When evaluating an applicant's education, it is important is important to check whether the degree was awarded from a US institution.",Have you heard of any of the following online course providers?,,,,,Do you work in a STEM profession?,Which of these industries most closely matches your profession?,I consider myself religious,I consider myself Christian,Government regulation helps ensure businesses treat individuals more fairly.,Age,Gender,Household Income,Region,Device Type
6946716529,175020215,10/06/2018 03:07:50 PM,10/06/2018 03:10:09 PM,,,,,82f05b9c443aa2c61fbcb934db,2,6,6,6,6,6,6,,,,,,2,11,3,3,1,2,1,1,2,4
6946716017,175020215,10/06/2018 03:05:07 PM,10/06/2018 03:07:05 PM,,,,,c46bce2f3a4605cd9cd131e0c0,2,6,6,9,3,3,5,1,,,,,2,10,10,10,5,5,2,5,5,1
6946715914,175020215,10/06/2018 03:05:20 PM,10/06/2018 03:06:26 PM,,,,,eceef37c7ab8088d8388bbc00b,2,3,6,5,7,6,6,,,,,,2,10,1,1,8,2,2,1,3,2
6946715881,175020215,10/06/2018 03:04:16 PM,10/06/2018 03:06:15 PM,,,,,ac9a5594b85a7f998b1165b720,1,10,1,5,4,4,10,,,,,,2,10,10,10,5,3,1,4,3,2
6946715868,175020215,10/06/2018 03:04:22 PM,10/06/2018 03:06:10 PM,,,,,0356ae47cb3da5ec72ee12910f,1,7,4,5,3,1,5,1,,,,,1,2,1,1,3,5,2,5,9,5
6946715524,175020215,10/06/2018 03:02:42 PM,10/06/2018 03:04:06 PM,,,,,3c63bf46d0b5766ecec0fbb29d,2,7,6,8,4,4,7,,,3,,,2,6,7,7,10,4,2,7,7,4
6946714920,175020215,10/06/2018 02:58:54 PM,10/06/2018 03:00:31 PM,,,,,bc7d49003b3fb828299c293df3,1,5,5,8,9,2,3,,,,,,2,10,4,10,10,4,1,5,3,4
6946714689,175020215,10/06/2018 02:58:38 PM,10/06/2018 02:59:06 PM,,,,,f16ec14aebab05431a8b21fb04,3,1,1,1,1,1,1,,,3,,,3,5,1,1,1,2,2,2,4,5
6946714670,175020215,10/06/2018 02:56:48 PM,10/06/2018 02:59:00 PM,,,,,2526c6ec0cb1eea9969bcd74f6,2,8,8,6,5,1,2,,,,,,2,11,1,4,3,3,2,2,9,4
6946714583,175020238,10/06/2018 02:57:27 PM,10/06/2018 02:58:28 PM,71.75.228.170,,,,,2,10,10,10,5,2,10,,2,,,,2,6,1,1,8,,,,,
6946714581,175020215,10/06/2018 02:56:31 PM,10/06/2018 02:58:27 PM,,,,,963dd04aab9954da3a37c25193,1,10,10,7,6,3,4,1,,,,,2,11,7,10,4,3,2,5,5,1
6946714377,175020215,10/06/2018 02:55:15 PM,10/06/2018 02:57:21 PM,,,,,ff88f68c836524a85027235270,1,2,2,5,3,5,7,1,,,,,2,12,3,2,1,3,1,3,8,4
6946714353,175020215,10/06/2018 02:55:37 PM,10/06/2018 02:57:15 PM,,,,,aed00beb4dfc003a2196bc6588,1,1,1,1,5,1,7,,,,,,2,2,2,1,10,5,1,7,9,4
6946714328,175020215,10/06/2018 02:55:42 PM,10/06/2018 02:57:06 PM,,,,,0a2feb0f2efde40107d2003ee7,2,5,5,5,4,2,10,,,,,,2,5,2,1,5,4,2,2,6,4
6946713882,175020215,10/06/2018 02:52:26 PM,10/06/2018 02:54:37 PM,,,,,61751de1a23f1586d2c8d02b34,2,10,10,10,5,5,5,,2,,,5,2,10,10,10,10,3,2,3,9,1
6946713724,175020215,10/06/2018 02:52:37 PM,10/06/2018 02:53:36 PM,,,,,8323a3ad02c626a181ab6e13fd,2,9,9,8,6,5,6,,,,,,1,5,2,4,4,3,2,3,7,4
6946713701,175020215,10/06/2018 02:52:11 PM,10/06/2018 02:53:28 PM,,,,,eac716dfbba94841cef4f97ba8,1,10,10,10,5,5,1,,,,,,2,10,5,1,6,3,1,2,9,2
6946713675,175020238,10/06/2018 02:51:31 PM,10/06/2018 02:53:19 PM,47.40.138.209,,,,,2,10,10,7,1,3,1,,,,,,2,2,10,10,1,,,,,
6946713135,175020215,10/06/2018 02:48:44 PM,10/06/2018 02:50:10 PM,,,,,9bea5602ac948f60106ed644ec,3,10,3,7,10,10,10,,,,,5,2,10,10,10,3,2,2,1,2,2
6946713125,175020215,10/06/2018 02:49:09 PM,10/06/2018 02:50:06 PM,,,,,a9ab503c75eb982e3ee22cd002,1,5,5,5,6,3,7,,,,,5,2,4,6,5,6,3,1,4,9,4
6946713017,175020238,10/06/2018 02:26:51 PM,10/06/2018 02:49:28 PM,24.98.150.249,,,,,1,7,8,6,7,8,8,1,2,,,,2,4,6,9,9,,,,,
6946712857,175020215,10/06/2018 02:44:37 PM,10/06/2018 02:48:36 PM,,,,,518d996bbbbda6d4c9d459e94a,2,10,10,10,9,10,10,,,,,5,3,11,1,1,10,2,1,1,2,5
6946712774,175020215,10/06/2018 02:46:22 PM,10/06/2018 02:48:10 PM,,,,,69e464051e4419238f1bb2d94a,1,5,5,8,1,4,5,,,,,,2,5,8,9,5,3,2,3,3,2
6946712752,175020215,10/06/2018 02:46:25 PM,10/06/2018 02:47:59 PM,,,,,cd72f16b65de0f65a266317376,2,6,5,8,6,4,10,,,3,,,2,12,5,5,8,3,2,8,6,2
6946712429,175020238,10/06/2018 02:44:52 PM,10/06/2018 02:46:10 PM,45.36.89.164,,,,,2,6,4,8,6,6,4,,2,,,,2,10,10,10,10,,,,,
6946712339,175020215,10/06/2018 02:43:06 PM,10/06/2018 02:45:36 PM,,,,,223eee4f2f4255d6df7c2c79ef,2,7,8,4,4,2,5,,,,,5,2,5,10,10,6,4,2,3,2,4
6946712012,175020215,10/06/2018 02:41:42 PM,10/06/2018 02:43:50 PM,,,,,6f9ea4ce81361cb35d2f6e0213,2,5,5,6,3,3,3,,,,,,3,5,8,8,6,4,2,2,9,4
6946711977,175020238,10/06/2018 02:41:19 PM,10/06/2018 02:43:39 PM,65.31.180.86,,,,,2,9,10,8,8,9,10,,2,,,,2,6,10,10,10,,,,,
6946711846,175020215,10/06/2018 02:41:18 PM,10/06/2018 02:42:55 PM,,,,,2d086cea1fec34ab0273b4c589,2,6,10,10,6,3,4,1,,,,,2,5,4,9,1,2,1,4,3,2
6946711797,175020215,10/06/2018 02:38:56 PM,10/06/2018 02:42:38 PM,,,,,06e1681ee1ef7d43acb0bafb62,1,3,2,5,7,5,6,,,,,5,1,10,6,6,3,4,2,4,3,4
6946711784,175020215,10/06/2018 02:40:34 PM,10/06/2018 02:42:35 PM,,,,,7a98ea1ffd8825e348570d4b73,2,7,6,5,6,2,6,,,,,,2,10,1,1,5,5,2,11,1,5
6946711671,175020238,10/06/2018 02:40:27 PM,10/06/2018 02:41:56 PM,45.36.89.164,,,,,1,9,3,7,8,5,5,,2,3,,,2,11,2,2,9,,,,,
6946711306,175020215,10/06/2018 02:38:04 PM,10/06/2018 02:40:08 PM,,,,,11f3e53a6dc177aa7b8c7ff7c8,2,7,7,5,5,5,9,,,,,,2,10,9,9,7,5,2,3,6,4
6946711113,175020215,10/06/2018 02:36:44 PM,10/06/2018 02:38:38 PM,,,,,40d2a378c7d5b627e6225c317d,3,2,2,7,7,1,9,,,,,,2,5,10,2,8,5,1,11,9,4
6946710974,175020238,10/06/2018 02:36:14 PM,10/06/2018 02:37:48 PM,71.206.8.9,,,,,2,7,8,5,7,7,7,1,2,3,,5,1,6,1,1,8,,,,,
6946710887,175020215,10/06/2018 02:35:24 PM,10/06/2018 02:37:14 PM,,,,,24219b732a6b91c9b0583a52d7,2,2,2,8,2,2,4,1,,,,,2,7,10,10,4,5,2,6,7,4
6946710876,175020215,10/06/2018 02:07:35 PM,10/06/2018 02:37:11 PM,,,,,d926bec88197b2274458ba840a,1,10,8,8,5,2,5,,,,4,,2,10,5,7,4,4,2,5,9,1
6946710874,175020215,10/06/2018 02:34:03 PM,10/06/2018 02:37:11 PM,,,,,41b1516848370d2692bb802160,2,6,5,1,1,6,5,,,,,,2,7,10,10,10,5,2,4,5,2
6946710775,175020215,10/06/2018 02:34:13 PM,10/06/2018 02:36:30 PM,,,,,b873875488a0e6e771e756e821,1,7,7,9,7,6,8,,,,,,1,6,10,10,8,2,1,6,9,2
6946710708,175020215,10/06/2018 02:33:38 PM,10/06/2018 02:36:04 PM,,,,,b12314f6e51345aaf8e47d6a0d,1,2,1,2,1,2,7,,,,,,2,5,1,1,4,3,1,2,8,4
6946710667,175020215,10/06/2018 02:32:28 PM,10/06/2018 02:35:49 PM,,,,,e2542ce2780c447b903cea5173,2,5,8,5,4,6,1,,,,,,2,4,4,1,1,5,2,5,1,1
6946710424,175020215,10/06/2018 02:32:31 PM,10/06/2018 02:34:15 PM,,,,,15ef9167b123701075e100b3b1,2,8,8,7,8,5,5,,,,,,2,5,1,1,1,3,1,6,3,1
6946710381,175020238,10/06/2018 02:32:16 PM,10/06/2018 02:34:03 PM,77.70.57.71,,,,,1,7,5,7,8,6,10,,,,,,1,6,5,10,9,,,,,
6946710317,175020213,10/06/2018 02:29:20 PM,10/06/2018 02:33:46 PM,37.228.225.121,,,,,2,7,5,3,2,1,5,,2,3,,,2,11,1,1,8,,,,,
6946710138,175020213,10/06/2018 02:30:51 PM,10/06/2018 02:32:35 PM,71.163.140.20,,,,,1,7,8,8,7,8,9,1,,,4,,3,10,10,10,5,,,,,
6946710128,175020215,10/06/2018 02:30:21 PM,10/06/2018 02:32:30 PM,,,,,d152959c3460c4818b16ba15d6,2,1,3,4,2,1,8,,,3,,,2,11,5,3,4,4,2,4,9,2
6946709981,175020215,10/06/2018 02:30:00 PM,10/06/2018 02:31:41 PM,,,,,34e190a5521b1ca927d63e3aa9,1,5,5,4,3,3,4,,,3,,5,2,2,7,6,10,4,2,3,3,5
6946709630,175020215,10/06/2018 02:27:29 PM,10/06/2018 02:29:40 PM,,,,,4e0f2e91884a9fb3e04bdc2153,3,5,3,5,4,2,5,,,,,,1,5,4,3,5,5,2,4,9,2
6946709589,175020215,10/06/2018 02:26:40 PM,10/06/2018 02:29:23 PM,,,,,327432fa0a28b46f19d1e6aa32,3,6,5,5,6,3,7,,,,,,2,2,3,4,7,5,2,3,6,4
6946709539,175020215,10/06/2018 02:26:39 PM,10/06/2018 02:29:08 PM,,,,,1970a2cccc24479ed38b8d2a22,2,10,6,6,4,4,1,,,,,,2,11,3,4,3,3,2,11,8,1
6946709240,175020215,10/06/2018 02:23:00 PM,10/06/2018 02:27:29 PM,,,,,83584315ae45e07298f0f99fac,3,8,10,6,4,10,3,,,3,,,2,10,7,10,6,5,2,11,9,1
6946709124,175020215,10/06/2018 02:22:26 PM,10/06/2018 02:26:46 PM,,,,,b3a8d1a580c99c269f4d22e5ab,2,6,4,6,5,3,1,1,,,,,2,8,10,10,6,3,1,4,5,2
6946708839,175020238,10/06/2018 02:23:56 PM,10/06/2018 02:25:12 PM,108.66.4.224,,,,,2,4,1,7,6,8,5,1,2,,,5,2,10,1,1,10,,,,,
6946708523,175020215,10/06/2018 02:22:08 PM,10/06/2018 02:23:23 PM,,,,,0d4566350a35829bc431273694,2,7,8,6,3,3,8,,,,,,1,10,7,10,4,2,2,5,4,1
6946708421,175020238,10/06/2018 02:12:00 PM,10/06/2018 02:22:49 PM,157.51.124.144,,,,,1,10,8,8,8,8,9,,2,,,5,1,6,9,6,10,,,,,
6946708029,175020238,10/06/2018 02:18:18 PM,10/06/2018 02:20:35 PM,97.126.107.25,,,,,2,10,8,6,4,9,5,1,,,,,2,11,1,1,6,,,,,
6946707784,175020238,10/06/2018 02:06:30 PM,10/06/2018 02:19:16 PM,157.46.85.209,,,,,1,10,9,10,2,2,2,,,,,5,2,6,10,3,10,,,,,
6946707738,175020238,10/06/2018 02:12:09 PM,10/06/2018 02:19:04 PM,64.121.85.105,,,,,1,8,7,8,9,8,7,,2,3,,,1,6,1,1,7,,,,,
6946707701,175020238,10/06/2018 02:13:02 PM,10/06/2018 02:18:54 PM,45.53.196.189,,,,,1,9,7,8,2,2,6,1,,,,,2,8,1,2,4,,,,,
6946707570,175020238,10/06/2018 02:10:00 PM,10/06/2018 02:18:08 PM,74.243.143.236,,,,,1,8,9,10,4,9,7,1,2,,,5,1,6,2,2,1,,,,,
6946707468,175020238,10/06/2018 02:16:05 PM,10/06/2018 02:17:30 PM,73.22.119.106,,,,,2,5,2,6,10,3,7,1,2,3,,,1,2,2,3,9,,,,,
6946707360,175020238,10/06/2018 02:14:55 PM,10/06/2018 02:16:54 PM,71.229.5.229,,,,,2,2,3,8,9,5,8,1,2,3,,,2,2,1,1,8,,,,,
6946707321,175020213,10/06/2018 02:14:32 PM,10/06/2018 02:16:37 PM,107.77.218.228,,,,,2,10,7,3,4,6,1,1,,3,4,5,2,2,5,7,4,,,,,
6946706979,175020215,10/06/2018 02:12:21 PM,10/06/2018 02:14:41 PM,,,,,8d4b8abc5dfe63db322f4df9a0,3,6,10,8,2,1,3,,,,,,2,2,6,10,5,2,2,1,9,1
6946706819,175020238,10/06/2018 02:11:24 PM,10/06/2018 02:13:43 PM,45.36.89.164,,,,,2,9,6,5,7,5,5,,,,,,2,5,5,6,4,,,,,
6946706784,175020238,10/06/2018 02:11:58 PM,10/06/2018 02:13:32 PM,172.7.244.112,,,,,2,9,9,10,6,9,8,,,,,,2,10,1,1,5,,,,,
6946706770,175020215,10/06/2018 02:10:40 PM,10/06/2018 02:13:27 PM,,,,,05a8d1d66f2fcc71b500c65092,2,10,8,8,8,8,5,,,,,5,2,10,3,1,9,5,2,5,9,5
6946706590,175020215,10/06/2018 02:05:58 PM,10/06/2018 02:12:33 PM,,,,,e20b62e04557e412cd1942ac95,1,3,3,5,4,5,8,1,2,3,,,2,7,7,8,5,3,2,11,2,4
6946706364,175020213,10/06/2018 02:09:20 PM,10/06/2018 02:11:21 PM,86.45.123.102,,,,,3,5,5,9,7,6,1,1,2,3,,,3,10,1,1,6,,,,,
6946706207,175020238,10/06/2018 02:08:58 PM,10/06/2018 02:10:29 PM,173.26.102.132,,,,,2,5,5,4,3,4,5,,2,,,,2,4,1,1,6,,,,,
6946706145,175020238,10/06/2018 02:06:31 PM,10/06/2018 02:10:08 PM,98.247.142.31,,,,,2,3,5,6,2,1,3,,,,,,1,2,1,1,10,,,,,
6946705997,175020238,10/06/2018 02:07:23 PM,10/06/2018 02:09:16 PM,157.46.97.91,,,,,1,7,9,8,9,8,9,,,,4,,1,2,8,9,7,,,,,
6946705931,175020215,10/06/2018 02:06:44 PM,10/06/2018 02:08:56 PM,,,,,35c6259d93e9b2f5449e96d418,2,10,10,10,3,5,5,,,,,,3,5,4,3,10,3,2,3,9,1
6946705912,175020215,10/06/2018 02:06:07 PM,10/06/2018 02:08:49 PM,,,,,3c227d33497ed7f0687a33a2c2,1,9,4,10,10,10,10,,,,,,3,11,10,1,10,3,2,2,4,2
6946705864,175020215,10/06/2018 02:06:38 PM,10/06/2018 02:08:30 PM,,,,,68140d7009fe5d877a7b5e3db9,3,10,10,9,7,2,10,,,,,,2,5,2,10,10,5,1,6,9,5
6946705836,175020238,10/06/2018 02:06:16 PM,10/06/2018 02:08:19 PM,69.59.72.244,,,,,2,7,7,9,6,6,7,1,,,,,2,5,3,6,6,,,,,
6946705819,175020238,10/06/2018 02:06:29 PM,10/06/2018 02:08:13 PM,68.63.12.89,,,,,1,8,7,7,6,8,6,1,2,3,,,1,6,1,1,4,,,,,
6946705792,175020238,10/06/2018 02:06:25 PM,10/06/2018 02:08:03 PM,173.2.201.11,,,,,2,10,7,9,8,8,7,1,2,3,,,1,6,1,1,6,,,,,
6946705765,175020238,10/06/2018 02:06:19 PM,10/06/2018 02:07:54 PM,72.198.60.3,,,,,2,8,5,9,10,5,10,,2,3,,,2,6,1,1,8,,,,,
6946705750,175020238,10/06/2018 02:06:28 PM,10/06/2018 02:07:51 PM,108.211.159.34,,,,,1,10,8,4,8,6,4,,,3,4,5,1,6,1,1,6,,,,,
6946705606,175020215,10/06/2018 02:05:07 PM,10/06/2018 02:07:04 PM,,,,,8f2a0268f19f114321b063a349,2,8,6,4,3,1,7,,,,,,3,5,6,10,6,3,2,5,5,1
6946705564,175020215,10/06/2018 02:05:13 PM,10/06/2018 02:06:50 PM,,,,,4e79a8d09085b21412d7278da0,2,7,2,5,4,6,9,,,,,,3,5,2,3,4,3,2,11,3,4
6946705259,175020215,10/06/2018 02:04:02 PM,10/06/2018 02:05:18 PM,,,,,9e9fc89b487026845b28dadca8,2,7,6,6,5,2,8,,,,,,2,4,8,8,8,4,2,8,5,4
6946705155,175020215,10/06/2018 02:00:58 PM,10/06/2018 02:04:43 PM,,,,,0312b75f7197a0f32da73fbaea,3,5,9,9,6,5,2,,,3,,,3,5,1,1,1,5,2,11,1,5
6946705116,175020215,10/06/2018 02:03:10 PM,10/06/2018 02:04:32 PM,,,,,176fc65a0484f50a2e0bc52083,2,1,8,9,1,1,8,,,,,5,2,8,10,10,1,3,1,4,7,2
6946705085,175020215,10/06/2018 02:03:07 PM,10/06/2018 02:04:44 PM,,,,,dfbe3f75733e11666414dbf99f,3,6,5,5,6,6,7,,,,,,2,12,7,9,6,5,2,5,2,4
6946704839,175020215,10/06/2018 01:56:50 PM,10/06/2018 02:02:58 PM,,,,,f234a4e33b535c825d73cd6612,3,2,2,2,1,1,9,,,,,,2,5,8,10,3,2,2,1,7,1
6946704609,175020215,10/06/2018 01:59:27 PM,10/06/2018 02:01:33 PM,,,,,16b7578f1a9b47a4a77cc6fa18,2,8,6,2,2,1,9,1,,,,,2,10,8,10,1,3,1,3,6,2
6946704512,175020215,10/06/2018 01:59:48 PM,10/06/2018 02:01:01 PM,,,,,fa665e63de88d46c2aa0d04820,2,7,6,5,5,1,5,,,,,,2,2,6,5,5,5,2,11,2,1
6946704308,175020215,10/06/2018 01:43:59 PM,10/06/2018 02:00:00 PM,,,,,4fd83e0a9e0ae01bd59edfc642,3,4,4,7,4,4,9,,,,,,2,10,9,2,9,5,2,3,9,5
6946703810,175020215,10/06/2018 01:55:51 PM,10/06/2018 01:57:00 PM,,,,,f3d83bf7b72c42e98232703941,3,5,1,1,1,1,5,,,,,,3,4,5,5,5,5,2,10,5,4
6946703615,175020215,10/06/2018 01:54:03 PM,10/06/2018 01:55:50 PM,,,,,9023f0f8294a299b0f6a8506c3,2,6,6,5,2,1,3,,,,,,1,12,1,1,8,4,1,11,9,4
6946703592,175020215,10/06/2018 01:46:38 PM,10/06/2018 01:55:41 PM,,,,,4a226736ed38664141622ef630,1,5,2,4,10,5,3,,,3,,,1,10,1,1,7,3,2,9,2,5
6946703035,175020215,10/06/2018 01:50:54 PM,10/06/2018 01:52:35 PM,,,,,04fb8b7f90739e1daae5ec15e5,2,6,7,4,2,2,3,,,3,,5,2,7,10,10,7,2,2,2,3,5
6946702630,175020215,10/06/2018 01:48:36 PM,10/06/2018 01:50:49 PM,,,,,3d517649f94dde657f5797a8b9,1,6,7,8,5,1,5,,,,,,2,10,7,7,5,5,2,11,5,4
6946702355,175020215,10/06/2018 01:46:30 PM,10/06/2018 01:48:44 PM,,,,,3318dbd9b9d3e2581f8500e159,2,5,8,8,7,1,9,,,,,,2,2,1,1,1,4,2,6,9,2
6946702285,175020215,10/06/2018 01:45:04 PM,10/06/2018 01:48:22 PM,,,,,85ab61a768b9ceb4a52bffbc22,3,5,5,5,5,4,8,,,3,,,2,10,1,3,7,3,2,5,5,4
6946702028,175020215,10/06/2018 01:44:53 PM,10/06/2018 01:46:55 PM,,,,,6f7b4bd1ee37d842aaf44d9d77,2,5,5,3,8,1,5,,,,,,2,11,1,5,1,5,1,4,2,4
6946701845,175020215,10/06/2018 01:44:31 PM,10/06/2018 01:46:00 PM,,,,,7c6f913e99da2a0559206e5569,1,7,5,5,5,5,5,1,,3,,5,1,2,4,3,3,4,1,7,3,1
6946701608,175020215,10/06/2018 01:43:25 PM,10/06/2018 01:44:48 PM,,,,,6a66fcb03eea893c2941cafdfd,2,4,3,1,1,1,4,,,,,5,2,2,1,1,10,4,2,3,9,5
6946701314,175020215,10/06/2018 01:42:11 PM,10/06/2018 01:43:11 PM,,,,,b3f7df98481f95d30a0e322e3d,1,10,8,10,6,1,4,1,2,3,4,5,1,6,2,2,6,,,,,
6946701157,175020215,10/06/2018 01:40:46 PM,10/06/2018 01:42:24 PM,,,,,0367463b784625f5a53b3d8c90,3,8,5,8,5,3,7,,,,,,2,10,8,10,7,4,2,11,7,4
6946701156,175020215,10/06/2018 01:40:35 PM,10/06/2018 01:42:24 PM,,,,,d10d1545d4ed354282581dd38e,3,7,5,4,5,3,3,,,,,5,2,10,5,5,7,3,2,4,1,4
6946700922,175020215,10/06/2018 01:38:58 PM,10/06/2018 01:40:57 PM,,,,,92a07dc78d44d9a83cfdd1e781,2,5,3,3,2,2,6,,,,,,2,10,5,7,2,5,2,5,9,4
6946700843,175020215,10/06/2018 01:37:28 PM,10/06/2018 01:40:30 PM,,,,,c8e037200001076f8bce89c648,3,8,6,4,6,1,10,,,,,,1,6,3,1,9,5,1,6,9,4
6946700530,175020215,10/06/2018 01:36:50 PM,10/06/2018 01:38:48 PM,,,,,7ce67ec42ac304de4ee0030234,1,7,7,8,7,5,4,,,,,,2,11,9,9,4,4,2,6,4,5
6946700164,175020215,10/06/2018 01:34:50 PM,10/06/2018 01:36:58 PM,,,,,03b7386c3ba7270b11bfa5f263,2,10,10,10,5,1,1,1,2,,,,2,9,10,1,10,2,2,2,5,4
6946699987,175020215,10/06/2018 01:35:03 PM,10/06/2018 01:36:10 PM,,,,,6737364622faac35d6e152a6b7,3,1,1,1,1,1,1,,2,,,,2,10,10,10,7,2,2,1,5,2
6946699920,175020215,10/06/2018 01:33:55 PM,10/06/2018 01:35:49 PM,,,,,6e8befe5c690a16f229e0c3f4d,1,1,1,8,7,3,2,,,,,5,1,5,1,6,1,4,2,5,5,4
6946699919,175020215,10/06/2018 01:34:09 PM,10/06/2018 01:35:48 PM,,,,,8c39e083d60954f72faac9eb36,1,8,6,3,4,2,4,,,,,5,2,2,2,2,7,3,1,11,4,4
6720657548,170687470,02/26/2018 06:12:27 PM,02/26/2018 06:15:11 PM,68.98.182.234,,,,,1,7,4,7,,5,1,1,,3,,,1,4,,,,,,,,
6720613306,170687470,02/26/2018 05:52:26 PM,02/26/2018 05:54:01 PM,66.87.68.177,,,,,2,3,2,6,,1,10,,2,3,,5,1,6,,,,,,,,
6720529370,170687470,02/26/2018 05:13:36 PM,02/26/2018 05:15:05 PM,174.205.19.11,,,,,1,10,6,8,,8,5,1,2,,,,2,2,,,,,,,,
6720497050,170687470,02/26/2018 04:58:35 PM,02/26/2018 05:01:41 PM,173.79.77.92,,,,,2,9,10,10,,1,9,,,,,,2,2,,,,,,,,
6720489615,170687470,02/26/2018 04:15:12 PM,02/26/2018 04:58:34 PM,99.203.22.172,,,,,1,10,3,1,,1,8,,,,,,2,7,,,,,,,,
6720327480,170687470,02/26/2018 03:51:30 PM,02/26/2018 03:53:59 PM,162.251.9.115,,,,,1,2,10,4,,7,2,,,,,,3,10,,,,,,,,
6720205251,170687470,02/26/2018 03:05:49 PM,02/26/2018 03:08:14 PM,73.9.174.127,,,,,2,7,5,2,,9,7,,,,,,2,11,,,,,,,,
6720126748,170687470,02/26/2018 02:37:55 PM,02/26/2018 02:39:48 PM,172.58.109.108,,,,,2,10,7,7,,8,8,1,2,3,,5,1,6,,,,,,,,
6719974892,170687470,02/26/2018 01:44:09 PM,02/26/2018 01:45:51 PM,47.221.154.33,,,,,2,10,8,10,,8,6,,2,3,,,2,5,,,,,,,,
6719922865,170687470,02/26/2018 01:25:41 PM,02/26/2018 01:26:34 PM,71.197.216.225,,,,,3,2,2,3,,2,6,1,2,3,,,2,10,,,,,,,,
6719892204,170687470,02/26/2018 01:14:02 PM,02/26/2018 01:15:37 PM,70.125.138.98,,,,,1,8,7,6,,6,4,,,3,,,1,10,,,,,,,,
6719838381,170687470,02/26/2018 12:13:23 PM,02/26/2018 12:55:54 PM,67.23.103.195,,,,,1,7,6,9,,8,3,1,,3,,5,2,10,,,,,,,,
6719821473,170687470,02/26/2018 12:47:46 PM,02/26/2018 12:49:41 PM,208.250.53.98,,,,,1,10,1,10,,1,7,1,2,3,,5,1,6,,,,,,,,
6719775433,170687470,02/26/2018 12:30:49 PM,02/26/2018 12:33:05 PM,66.87.133.237,,,,,1,10,5,10,,7,8,,,,,,2,10,,,,,,,,
6719691071,170687470,02/26/2018 12:01:59 PM,02/26/2018 12:03:58 PM,76.30.247.174,,,,,2,3,1,7,,5,6,1,2,3,,,3,3,,,,,,,,
6719651234,170687470,02/26/2018 11:48:28 AM,02/26/2018 11:50:07 AM,207.166.54.97,,,,,1,6,5,4,,4,6,1,2,3,,,1,2,,,,,,,,
6719648453,170687470,02/26/2018 11:47:18 AM,02/26/2018 11:49:09 AM,24.175.253.210,,,,,1,10,7,7,,5,3,,,,,,2,11,,,,,,,,
6719571859,170687470,02/26/2018 11:21:47 AM,02/26/2018 11:23:05 AM,65.222.254.74,,,,,2,9,10,10,,8,6,,,3,4,5,1,6,,,,,,,,
6719546530,170687470,02/26/2018 11:12:46 AM,02/26/2018 11:14:32 AM,129.111.20.113,,,,,2,6,4,1,,3,4,,,,,5,1,5,,,,,,,,
6719508752,170687470,02/26/2018 10:58:09 AM,02/26/2018 11:02:18 AM,107.77.220.51,,,,,2,1,1,7,,5,10,,,3,,,1,4,,,,,,,,
6719422721,170687470,02/26/2018 09:21:51 AM,02/26/2018 10:33:29 AM,173.10.128.90,,,,,1,6,7,8,,8,7,1,2,3,,5,1,10,,,,,,,,
6719371228,170687470,02/26/2018 10:14:08 AM,02/26/2018 10:15:53 AM,24.20.99.72,,,,,1,1,3,9,,4,5,,,,,,2,6,,,,,,,,
6719364384,170687470,02/26/2018 10:12:13 AM,02/26/2018 10:13:36 AM,99.129.99.224,,,,,2,3,1,10,,5,1,,,,,5,2,10,,,,,,,,
6719361093,170687470,02/26/2018 10:11:14 AM,02/26/2018 10:12:28 AM,208.72.230.195,,,,,2,8,5,5,,5,6,,,3,,,1,1,,,,,,,,
6719340470,170687470,02/26/2018 10:03:59 AM,02/26/2018 10:05:35 AM,173.73.149.215,,,,,2,10,8,10,,10,7,1,2,3,,,2,2,,,,,,,,
6719323425,170687470,02/26/2018 09:57:56 AM,02/26/2018 09:59:41 AM,192.34.232.184,,,,,2,8,3,1,,6,1,1,,3,,5,2,2,,,,,,,,
6719302772,170687470,02/26/2018 09:51:28 AM,02/26/2018 09:52:21 AM,173.73.149.215,,,,,1,10,10,10,,5,4,1,2,3,4,5,1,10,,,,,,,,
6719292207,170687470,02/26/2018 09:47:18 AM,02/26/2018 09:48:33 AM,96.255.106.199,,,,,1,8,6,8,,8,8,1,,,,,3,10,,,,,,,,
6719254212,170687470,02/26/2018 09:33:11 AM,02/26/2018 09:34:44 AM,155.246.169.19,,,,,1,10,7,10,,10,5,1,,3,,,1,6,,,,,,,,
6719239394,170687470,02/26/2018 09:27:13 AM,02/26/2018 09:29:08 AM,208.250.53.98,,,,,1,7,7,8,,3,7,,,,,5,1,6,,,,,,,,
6719229479,170687470,02/26/2018 09:23:55 AM,02/26/2018 09:25:19 AM,35.128.28.60,,,,,1,7,7,10,,6,4,1,2,3,4,5,3,2,,,,,,,,
6719101595,170687470,02/26/2018 08:30:54 AM,02/26/2018 08:32:07 AM,75.9.149.89,,,,,2,9,3,10,,5,4,,,3,,,2,4,,,,,,,,
