,start_date,end_date,hirability,expected_conventionality,favor_online_ed,expected_duration,familiarity_coursera,familiarity_edx,familiarity_linkedinlearning,familiarity_pluralsight,familiarity_udacity,familiarity_udemy,rulebreakers_risky,rulebreakers_culture_value,rulebreakers_mixed_bag,manager_effects,job_title,job_title_credentials,firm_size,industry,other_industry,is_prefer_college_peer,state,gender,income,age,education,ethnicity,grit,ocean,favor_programming_career,favor_seeking_risk,worldview_continuous_pro_innovation,worldview_continuous_pro_regulation,worldview_continuous_pro_foreign,worldview_description,worldview_continuous_activism,covid_impact,covid_remote,covid_fav_online,school_hirability_,school_hirability_1,school_hirability_2,school_hirability_3,school_hirability_4,school_hirability_5,school_hirability_6,school_hirability_7,skill_physical_attractiveness_ideal_job_applicant,skill_physical_attractiveness_typical_employee_at_my_company,skill_physical_attractiveness_recent_college_graduate,skill_physical_attractiveness_ngwac,skill_emotional_intelligence_ideal_job_applicant,skill_emotional_intelligence_typical_employee_at_my_company,skill_emotional_intelligence_recent_college_graduate,skill_emotional_intelligence_ngwac,skill_salary_required_by_an_ideal_job_applicant,skill_salary_required_by_a_typical_employee_at_my_company,skill_salary_required_by_a_recent_college_graduate,skill_salary_required_by_a_ngwac,skill_written_communication_skill_ideal_job_applicant,skill_written_communication_skill_typical_employee_at_my_company,skill_written_communication_skill_recent_college_graduate,skill_written_communication_skill_ngwac,skill_verbal_communication_skill_ideal_job_applicant,skill_verbal_communication_skill_typical_employee_at_my_company,skill_verbal_communication_skill_recent_college_graduate,skill_verbal_communication_skill_ngwac,skill_body_language_communication_skill_ideal_job_applicant,skill_body_language_communication_skill_typical_employee_at_my_company,skill_body_language_communication_skill_recent_college_graduate,skill_body_language_communication_skill_ngwac,skill_technical_job_skills_ideal_job_applicant,skill_technical_job_skills_typical_employee_at_my_company,skill_technical_job_skills_recent_college_graduate,skill_technical_job_skills_ngwac,skill_conscientiousness_ideal_job_applicant,skill_conscientiousness_typical_employee_at_my_company,skill_conscientiousness_recent_college_graduate,skill_conscientiousness_ngwac,skill_break_rules_ideal_job_applicant,skill_break_rules_typical_employee_at_my_company,skill_break_rules_recent_college_graduate,skill_break_rules_ngwac,skill_customer_service_skill_ideal_job_applicant,skill_customer_service_skill_typical_employee_at_my_company,skill_customer_service_skill_recent_college_graduate,skill_customer_service_skill_ngwac,skill_teamwork_ideal_job_applicant,skill_teamwork_typical_employee_at_my_company,skill_teamwork_recent_college_graduate,skill_teamwork_ngwac,skill_commute_ideal_job_applicant,skill_commute_typical_employee_at_my_company,skill_commute_recent_college_graduate,skill_commute_ngwac,skill_work_odd_hours_or_a_strange_schedule_ideal_job_applicant,skill_work_odd_hours_or_a_strange_schedule_typical_employee_at_my_company,skill_work_odd_hours_or_a_strange_schedule_recent_college_graduate,skill_work_odd_hours_or_a_strange_schedule_ngwac,personality_o,personality_c,personality_e,personality_a,personality_n,familiarity_count,is_large_firm_size,is_serious,is_tech,school_unaccredited_hirability,school_self_impressed,school_other_impressed
23,10/9/2021 13:01,10/9/2021 13:18,8,7,8,Under a year,Coursera,,,,Udacity,Udemy,8,6,8,No,,Not Applicable,"501-1,000",Manufacturing,,1.0,Washington,Male,"25,000-49,999",25-34,Obtained Undergraduate Degree,White or Caucasian,3.6,"71,79,62.5,71,40",7.0,4.0,7.0,6.0,5.0,Conservative or Evangelical Christian,8.0,Large negative impact,Moderate degree,No increase (or a decrease),8.0,6.0,7.0,8.0,7.0,8.0,9.0,7.0,2.0,3.0,3.0,2.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,9.0,10.0,10.0,9.0,8.0,9.0,7.0,8.0,9.0,8.0,9.0,5.0,6.0,8.0,8.0,7.0,8.0,10.0,9.0,9.0,8.0,9.0,9.0,10.0,9.0,8.0,9.0,7.0,8.0,8.0,9.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,9.0,10.0,10.0,71.0,79.0,62.5,71.0,40.0,3,True,True,False,29.0,31.0,29.0
25,10/9/2021 12:59,10/9/2021 13:13,10,8,8,Under a year,Coursera,,,,,Udemy,4,7,10,No,Team Leader,"No. I do not know of any credentials which are common, valued, or legally required in that line of work.",10-Jan,Information Technology,,0.0,Pennsylvania,Female,"100,000-124,999",35-44,High School Diploma,White or Caucasian,3.9,"77,71,10,71,91",8.0,3.0,9.0,10.0,6.0,Other Christian,2.0,Slight negative impact,Large degree,Moderate degree,8.0,4.0,8.0,10.0,1.0,3.0,6.0,10.0,1.0,1.0,1.0,1.0,6.0,8.0,6.0,6.0,10.0,10.0,10.0,10.0,9.0,10.0,8.0,8.0,10.0,10.0,10.0,10.0,5.0,4.0,5.0,5.0,10.0,10.0,10.0,10.0,8.0,9.0,9.0,9.0,3.0,2.0,2.0,4.0,6.0,5.0,5.0,5.0,10.0,10.0,10.0,10.0,3.0,1.0,2.0,3.0,6.0,9.0,6.0,6.0,77.0,71.0,10.0,71.0,91.0,2,False,True,True,30.0,34.0,27.0
26,10/9/2021 12:33,10/9/2021 13:12,7,8,8,Under 6 months,,,LinkedIn Learning,,,,5,8,6,Yes,supervisor,"Yes. Certification, license, or other non-degree credentials are not required or expected, but there are some which are common and valued.",201-500,Manufacturing,,0.0,Florida,Female,"50,000-74,999",35-44,Obtained Undergraduate Degree,White or Caucasian,3.1,"73,60,62.5,58,60",9.0,8.0,8.0,7.0,7.0,Other Christian,8.0,Moderate negative impact,Moderate degree,Large degree,5.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,8.0,8.0,9.0,4.0,9.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,6.0,5.0,5.0,7.0,7.0,5.0,6.0,8.0,8.0,8.0,7.0,7.0,6.0,7.0,6.0,9.0,9.0,9.0,6.0,8.0,9.0,8.0,8.0,8.0,8.0,8.0,6.0,9.0,7.0,7.0,7.0,8.0,7.0,8.0,5.0,6.0,7.0,8.0,7.0,73.0,60.0,62.5,58.0,60.0,1,False,True,False,22.0,24.0,23.0
28,10/9/2021 12:31,10/9/2021 12:50,8,7,8,Under a year,,edX,LinkedIn Learning,,Udacity,,8,9,8,Yes,"Recruiters and hiring managers usually ask potential hires about how well they work as a team and what type of work environment they prefer. Hiring managers should look for self-assured, confident employees who take credit for their work while also recognizing the efforts of the whole team involved","Yes. Certification, license, or other non-degree credentials are an industry norm.",201-500,"Finance, Investment, or Accounting",,1.0,Virginia,Female,"50,000-74,999",25-34,Obtained Undergraduate Degree,White or Caucasian,3.3,"65,50,67,54,55",9.0,9.0,7.0,9.0,8.0,Progressive Christian,9.0,Moderate negative impact,Slight degree,Slight degree,6.0,8.0,7.0,8.0,5.0,6.0,5.0,9.0,9.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,6.0,8.0,7.0,7.0,6.0,8.0,7.0,8.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,7.0,8.0,9.0,7.0,8.0,65.0,50.0,67.0,54.0,55.0,3,False,True,False,29.0,29.0,31.0
29,10/9/2021 12:23,10/9/2021 12:46,6,7,7,Under a year,,edX,,Pluralsight,Udacity,,7,6,7,Yes,manager,"Yes. Certification, license, or other non-degree credentials are an industry norm.",201-500,"Finance, Investment, or Accounting",,1.0,New York,Male,"75,000-99,999",25-34,Obtained Non-Doctoral Graduate Degree,White or Caucasian,3.0,"54,56,52,65,69",6.0,6.0,6.0,7.0,6.0,Progressive Christian,6.0,Slight negative impact,Slight degree,Slight degree,6.0,6.0,6.0,7.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,8.0,7.0,54.0,56.0,52.0,65.0,69.0,3,False,True,False,25.0,27.0,26.0
31,10/9/2021 12:07,10/9/2021 12:35,9,8,10,Under a year,,,LinkedIn Learning,,Udacity,Udemy,6,10,8,No,Operational staff,"Yes. Certification, license, or other non-degree credentials are an industry norm.",51-200,Manufacturing,,0.0,Pennsylvania,Male,"25,000-49,999",25-34,Obtained Undergraduate Degree,White or Caucasian,4.2,"65,79,58,62.5,33",9.0,7.0,9.0,7.0,6.0,Other Christian,9.0,Moderate negative impact,Large degree,Large degree,7.0,8.0,8.0,9.0,9.0,1.0,9.0,1.0,9.0,10.0,7.0,6.0,8.0,9.0,8.0,7.0,6.0,9.0,7.0,6.0,7.0,10.0,7.0,6.0,8.0,10.0,7.0,7.0,9.0,10.0,9.0,8.0,6.0,10.0,8.0,8.0,8.0,10.0,8.0,8.0,8.0,9.0,10.0,9.0,7.0,10.0,8.0,8.0,7.0,10.0,8.0,8.0,10.0,9.0,10.0,10.0,10.0,9.0,10.0,9.0,65.0,79.0,58.0,62.5,33.0,3,False,True,False,32.0,27.0,19.0
32,10/9/2021 12:14,10/9/2021 12:28,6,7,6,Under a month,Coursera,edX,,Pluralsight,,Udemy,5,7,6,No,Data Analyst,"Yes. Certification, license, or other non-degree credentials are not required or expected, but there are some which are common and valued.",51-200,Information Technology,,1.0,New York,Female,"25,000-49,999",25-34,Obtained Undergraduate Degree,White or Caucasian,4.8,"83,92,87.5,75,29",6.0,7.0,7.0,8.0,6.0,Other Christian,7.0,No negative impact (or a positive impact),No increase (or a decrease),No increase (or a decrease),3.0,4.0,3.0,4.0,5.0,4.0,2.0,4.0,7.0,6.0,6.0,7.0,7.0,8.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,7.0,6.0,7.0,3.0,6.0,5.0,6.0,5.0,7.0,7.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,7.0,6.0,6.0,5.0,6.0,6.0,7.0,5.0,6.0,5.0,6.0,6.0,7.0,6.0,5.0,6.0,4.0,5.0,6.0,6.0,7.0,83.0,92.0,87.5,75.0,29.0,4,False,True,True,14.0,13.0,16.0
35,10/9/2021 11:00,10/9/2021 12:13,8,3,6,Under a year,,,,,,,7,1,4,No,crowdsource worker,"Yes. Certification, license, or other non-degree credentials are not required or expected, but there are some which are common and valued.",10-Jan,Information Technology,crowdsourcing,0.0,Virginia,Female,"10,000-24,999",25-34,Obtained Undergraduate Degree,Asian or Asian American,3.1,"71,52,6,44,15",3.0,1.0,7.0,8.0,8.0,Agnostic or Atheist,1.0,Slight negative impact,Slight degree,No increase (or a decrease),9.0,7.0,9.0,5.0,5.0,10.0,2.0,10.0,6.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,8.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,8.0,4.0,4.0,4.0,8.0,5.0,5.0,5.0,8.0,5.0,4.0,4.0,1.0,2.0,2.0,2.0,8.0,5.0,5.0,5.0,8.0,5.0,5.0,5.0,8.0,3.0,4.0,4.0,8.0,3.0,4.0,4.0,71.0,52.0,6.0,44.0,15.0,0,False,True,True,30.0,26.0,32.0
36,10/9/2021 12:01,10/9/2021 12:12,10,10,9,Under a year,Coursera,,,,,,9,9,9,Yes,sales,"Yes. Certification, license, or other non-degree credentials are required by law.","5,001-10,000",Retail,,1.0,Florida,Male,"75,000-99,999",25-34,Some College,Black or African American,3.24,,9.0,9.0,10.0,10.0,10.0,Agnostic or Atheist,10.0,Large negative impact,Moderate degree,Moderate degree,10.0,10.0,2.0,10.0,10.0,2.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,10.0,8.0,8.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,9.0,10.0,6.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,10.0,9.0,,,,,,1,True,True,False,32.0,32.0,32.0
37,10/9/2021 11:52,10/9/2021 12:04,9,8,9,Under 6 months,Coursera,,,Pluralsight,,,8,3,7,Yes,IT,"Yes. Certification, license, or other non-degree credentials are an industry norm.","10,000+",Information Technology,,1.0,Texas,Male,"75,000-99,999",25-34,Obtained Undergraduate Degree,White or Caucasian,3.2,"42,52,54,46,48",8.0,8.0,8.0,7.0,7.0,Other Christian,7.0,Moderate negative impact,Slight degree,Moderate degree,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,8.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,7.0,6.0,6.0,8.0,7.0,7.0,6.0,7.0,6.0,8.0,6.0,7.0,6.0,8.0,6.0,8.0,7.0,8.0,7.0,8.0,9.0,9.0,8.0,8.0,9.0,7.0,8.0,7.0,8.0,7.0,9.0,7.0,9.0,7.0,9.0,8.0,9.0,8.0,9.0,9.0,8.0,9.0,7.0,42.0,52.0,54.0,46.0,48.0,2,True,True,True,28.0,28.0,27.0
38,10/9/2021 11:45,10/9/2021 12:03,8,8,9,Under a month,,,,,Udacity,Udemy,8,9,8,No,,"Yes. Certification, license, or other non-degree credentials are an industry norm.",51-200,"Finance, Investment, or Accounting",,1.0,New York,Male,"75,000-99,999",25-34,Obtained a Non-PhD Doctoral Degree,White or Caucasian,2.9,"65,54,52,65,60",8.0,8.0,8.0,8.0,6.0,Conservative or Evangelical Christian,8.0,Moderate negative impact,Moderate degree,Moderate degree,7.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,5.0,7.0,7.0,6.0,8.0,6.0,7.0,7.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,9.0,6.0,7.0,8.0,6.0,7.0,8.0,6.0,8.0,7.0,7.0,8.0,7.0,7.0,8.0,6.0,7.0,6.0,7.0,8.0,7.0,8.0,8.0,8.0,65.0,54.0,52.0,65.0,60.0,2,False,True,False,25.0,26.0,26.0
39,10/9/2021 11:31,10/9/2021 11:57,9,7,8,Under 3 months,,,LinkedIn Learning,,,,9,8,9,Yes,Software Developer ,"Yes. Certification, license, or other non-degree credentials are an industry norm.","501-1,000",Information Technology,,1.0,California,Male,"50,000-74,999",25-34,Some College,Asian or Asian American,2.29,"73,50,67,77,56",9.0,7.0,9.0,7.0,9.0,Conservative or Evangelical Christian,9.0,Slight negative impact,Moderate degree,Moderate degree,3.0,4.0,2.0,4.0,4.0,5.0,3.0,4.0,9.0,7.0,8.0,9.0,9.0,10.0,8.0,9.0,10.0,8.0,7.0,9.0,7.0,8.0,9.0,10.0,8.0,7.0,9.0,8.0,7.0,9.0,10.0,7.0,8.0,7.0,9.0,7.0,7.0,8.0,9.0,7.0,7.0,7.0,9.0,8.0,8.0,9.0,8.0,9.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,73.0,50.0,67.0,77.0,56.0,1,True,True,True,13.0,13.0,17.0
40,10/9/2021 11:37,10/9/2021 11:56,8,4,6,Under a year,Coursera,,LinkedIn Learning,,,Udemy,8,3,3,Yes,analyst,"Yes. Certification, license, or other non-degree credentials are an industry norm.","1,001-5,000",Military,,0.0,Texas,Male,"150,000-174,999",35-44,Obtained Non-Doctoral Graduate Degree,White or Caucasian,4.59,"46,81,69,44,21",4.0,6.0,8.0,1.0,6.0,Conservative or Evangelical Christian,4.0,Slight negative impact,Moderate degree,Moderate degree,2.0,5.0,4.0,6.0,5.0,7.0,6.0,8.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,5.0,5.0,5.0,5.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,5.0,5.0,5.0,5.0,46.0,81.0,69.0,44.0,21.0,3,True,True,False,17.0,24.0,26.0
41,10/9/2021 11:35,10/9/2021 11:55,7,7,7,Under 3 months,,,,Pluralsight,Udacity,,7,7,8,Yes,manager,"Yes. Certification, license, or other non-degree credentials are an industry norm.",51-200,"Finance, Investment, or Accounting",,1.0,New York,Male,"75,000-99,999",25-34,Some College,White or Caucasian,4.0,,6.0,7.0,8.0,8.0,7.0,"Religious, Not Christian",7.0,No negative impact (or a positive impact),Slight degree,Slight degree,6.0,6.0,6.0,6.0,7.0,6.0,6.0,6.0,6.0,8.0,5.0,6.0,7.0,8.0,8.0,6.0,5.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,6.0,7.0,7.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,6.0,6.0,6.0,5.0,7.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,6.0,,,,,,2,False,True,False,24.0,24.0,24.0
42,10/9/2021 11:12,10/9/2021 11:55,10,10,10,Under a year,Coursera,edX,LinkedIn Learning,Pluralsight,,Udemy,5,8,10,No,Social Worker,"Yes. Certification, license, or other non-degree credentials are an industry norm.",51-200,Health,Human Services,0.0,Georgia,Female,"50,000-74,999",25-34,Obtained Undergraduate Degree,Black or African American,4.0,"98,71,48,77,35",9.0,6.0,4.0,6.0,8.0,"Spiritual or Theistic, No Specific Religion",9.0,No negative impact (or a positive impact),Moderate degree,Large degree,2.0,5.0,2.0,3.0,3.0,7.0,5.0,1.0,6.0,6.0,5.0,6.0,4.0,4.0,6.0,7.0,5.0,5.0,4.0,7.0,7.0,9.0,7.0,4.0,6.0,9.0,6.0,4.0,6.0,8.0,6.0,3.0,6.0,6.0,7.0,7.0,6.0,8.0,6.0,4.0,5.0,5.0,6.0,9.0,7.0,7.0,9.0,3.0,6.0,9.0,7.0,5.0,6.0,9.0,5.0,8.0,5.0,10.0,5.0,8.0,98.0,71.0,48.0,77.0,35.0,5,False,True,False,12.0,11.0,16.0
43,10/9/2021 11:41,10/9/2021 11:53,8,7,9,Under a month,,edX,LinkedIn Learning,,,,5,9,9,Yes,ACCOUNTING,"Yes. Certification, license, or other non-degree credentials are an industry norm.","501-1,000","Finance, Investment, or Accounting",,1.0,Virginia,Male,"25,000-49,999",25-34,Obtained Undergraduate Degree,White or Caucasian,3.3,"81,65,69,73,60",10.0,10.0,7.0,9.0,9.0,Progressive Christian,10.0,Moderate negative impact,Moderate degree,Large degree,1.0,8.0,7.0,7.0,8.0,1.0,6.0,7.0,8.0,10.0,8.0,7.0,9.0,7.0,10.0,6.0,9.0,8.0,7.0,10.0,7.0,8.0,6.0,6.0,9.0,7.0,9.0,5.0,9.0,8.0,9.0,6.0,7.0,7.0,9.0,7.0,8.0,6.0,9.0,7.0,6.0,8.0,6.0,8.0,5.0,8.0,7.0,9.0,5.0,10.0,7.0,8.0,7.0,8.0,7.0,8.0,6.0,8.0,8.0,7.0,81.0,65.0,69.0,73.0,60.0,2,True,True,False,23.0,27.0,23.0
44,10/9/2021 11:32,10/9/2021 11:49,10,9,9,More than a year,Coursera,,,,,,9,10,9,Yes,,"Yes. Certification, license, or other non-degree credentials are required by law.","1,001-5,000",Real Estate,,1.0,Florida,Male,"75,000-99,999",35-44,Some College,Black or African American,3.24,,9.0,9.0,9.0,10.0,10.0,Agnostic or Atheist,10.0,Large negative impact,Moderate degree,Moderate degree,9.0,10.0,2.0,2.0,10.0,10.0,10.0,2.0,9.0,9.0,9.0,10.0,10.0,10.0,9.0,9.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,9.0,9.0,9.0,9.0,9.0,10.0,9.0,9.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,9.0,9.0,9.0,,,,,,1,True,True,False,23.0,16.0,24.0
45,10/9/2021 11:32,10/9/2021 11:49,9,6,7,Under a month,Coursera,edX,,,Udacity,Udemy,6,7,7,No,,"No. I do not know of any credentials which are common, valued, or legally required in that line of work.","1,001-5,000",Education,,1.0,Connecticut,Female,"50,000-74,999",25-34,Obtained Undergraduate Degree,White or Caucasian,2.7,"50,65,56,65,71",9.0,9.0,7.0,8.0,8.0,Progressive Christian,7.0,Moderate negative impact,Slight degree,Moderate degree,7.0,3.0,2.0,5.0,2.0,2.0,4.0,6.0,4.0,7.0,4.0,4.0,6.0,6.0,3.0,6.0,3.0,7.0,3.0,6.0,6.0,4.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,3.0,3.0,3.0,7.0,7.0,6.0,6.0,8.0,3.0,7.0,4.0,6.0,6.0,6.0,7.0,8.0,5.0,7.0,7.0,5.0,7.0,7.0,7.0,4.0,4.0,5.0,5.0,8.0,5.0,7.0,7.0,50.0,65.0,56.0,65.0,71.0,4,True,True,False,17.0,17.0,16.0
46,10/9/2021 11:31,10/9/2021 11:42,7,9,8,Under a month,,,,,Udacity,Udemy,8,9,9,Yes,Manager,"Yes. Certification, license, or other non-degree credentials are required by law.",201-500,"Finance, Investment, or Accounting",,1.0,New York,Male,"75,000-99,999",25-34,Obtained a Non-PhD Doctoral Degree,White or Caucasian,2.9,"56,62.5,60,62.5,60",7.0,9.0,7.0,9.0,8.0,Conservative or Evangelical Christian,7.0,Moderate negative impact,Moderate degree,Moderate degree,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,8.0,9.0,7.0,8.0,8.0,9.0,7.0,8.0,7.0,9.0,8.0,7.0,8.0,9.0,8.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,8.0,9.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,9.0,7.0,8.0,9.0,8.0,7.0,7.0,8.0,9.0,56.0,62.5,60.0,62.5,60.0,2,False,True,False,13.0,12.0,13.0
47,10/9/2021 10:57,10/9/2021 11:41,9,8,10,Under a month,,edX,LinkedIn Learning,,,,8,7,8,Yes,Advisor,"Yes. Certification, license, or other non-degree credentials are an industry norm.",201-500,Information Technology,,0.0,Ohio,Female,"25,000-49,999",35-44,Obtained Undergraduate Degree,White or Caucasian,4.0,"79,75,69,69,58",10.0,9.0,8.0,9.0,8.0,Progressive Christian,7.0,Large negative impact,Large degree,Moderate degree,5.0,8.0,6.0,9.0,7.0,8.0,8.0,1.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,9.0,9.0,8.0,4.0,9.0,8.0,8.0,6.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,6.0,8.0,9.0,8.0,6.0,10.0,9.0,9.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,79.0,75.0,69.0,69.0,58.0,2,False,True,True,28.0,24.0,26.0
48,10/9/2021 11:33,10/9/2021 11:37,7,8,7,Under a year,Coursera,,LinkedIn Learning,,Udacity,Udemy,8,8,7,No,na,"Yes. Certification, license, or other non-degree credentials are an industry norm.",201-500,Manufacturing,,0.0,Ohio,Male,"50,000-74,999",65+,Obtained Undergraduate Degree,White or Caucasian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,False,True,False,,,
50,10/9/2021 11:04,10/9/2021 11:29,10,8,10,Under a year,,,,,,Udemy,5,7,10,No,mturker,"No. I do not know of any credentials which are common, valued, or legally required in that line of work.","10,000+",Information Technology,,0.0,Indiana,Male,"0-9,999",35-44,Did Not Graduate from High School,White or Caucasian,3.1,"46,63,8,50,44",8.0,3.0,6.0,7.0,5.0,Agnostic or Atheist,1.0,Slight negative impact,No increase (or a decrease),No increase (or a decrease),3.0,5.0,3.0,6.0,4.0,8.0,6.0,1.0,5.0,5.0,5.0,5.0,10.0,7.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,5.0,7.0,6.0,8.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,8.0,5.0,7.0,7.0,8.0,5.0,7.0,7.0,6.0,7.0,7.0,6.0,8.0,5.0,6.0,7.0,8.0,4.0,7.0,7.0,8.0,4.0,7.0,8.0,9.0,8.0,7.0,8.0,46.0,63.0,8.0,50.0,44.0,1,True,True,True,17.0,16.0,20.0
51,10/9/2021 11:11,10/9/2021 11:28,9,8,9,Under a month,,,,,Udacity,Udemy,8,9,7,No,,"Yes. Certification, license, or other non-degree credentials are required by law.",201-500,"Finance, Investment, or Accounting",,1.0,New York,Male,"75,000-99,999",25-34,Obtained Undergraduate Degree,White or Caucasian,3.3,"56,67,50,58,62.5",7.0,8.0,8.0,7.0,9.0,Conservative or Evangelical Christian,7.0,Slight negative impact,Moderate degree,Large degree,3.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,7.0,9.0,7.0,7.0,8.0,9.0,7.0,8.0,7.0,8.0,9.0,7.0,8.0,9.0,9.0,7.0,8.0,9.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,9.0,7.0,7.0,9.0,8.0,7.0,7.0,8.0,9.0,9.0,7.0,8.0,9.0,8.0,7.0,8.0,9.0,8.0,7.0,8.0,9.0,8.0,7.0,56.0,67.0,50.0,58.0,62.5,2,False,True,False,12.0,12.0,13.0
52,10/9/2021 10:32,10/9/2021 11:26,7,8,6,Under a year,,,LinkedIn Learning,Pluralsight,,Udemy,3,7,8,No,employed,"Yes. Certification, license, or other non-degree credentials are an industry norm.","5,001-10,000",Health,,1.0,New York,Male,"75,000-99,999",25-34,Obtained Non-Doctoral Graduate Degree,White or Caucasian,2.8,"62.5,50,44,58,54",8.0,9.0,8.0,6.0,8.0,Conservative or Evangelical Christian,8.0,Slight negative impact,Moderate degree,Large degree,7.0,6.0,7.0,7.0,7.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,9.0,8.0,7.0,7.0,8.0,4.0,7.0,8.0,7.0,6.0,7.0,8.0,6.0,9.0,9.0,7.0,8.0,5.0,9.0,7.0,8.0,6.0,8.0,6.0,8.0,8.0,7.0,6.0,8.0,6.0,4.0,8.0,7.0,6.0,8.0,8.0,6.0,7.0,6.0,9.0,6.0,4.0,5.0,7.0,6.0,7.0,62.5,50.0,44.0,58.0,54.0,3,True,True,False,27.0,30.0,26.0
53,10/9/2021 10:49,10/9/2021 11:26,8,7,6,Under 3 months,,,LinkedIn Learning,,,,8,7,8,Yes,human resources,"Yes. Certification, license, or other non-degree credentials are required by law.","501-1,000",Manufacturing,,1.0,Ohio,Female,"50,000-74,999",25-34,Obtained Undergraduate Degree,White or Caucasian,4.09,,7.0,8.0,7.0,6.0,8.0,"Spiritual or Theistic, No Specific Religion",8.0,Slight negative impact,Slight degree,Slight degree,7.0,2.0,4.0,4.0,6.0,7.0,7.0,5.0,8.0,7.0,7.0,5.0,7.0,7.0,8.0,8.0,5.0,8.0,4.0,4.0,6.0,6.0,5.0,6.0,5.0,8.0,7.0,6.0,7.0,8.0,7.0,5.0,6.0,5.0,7.0,7.0,8.0,5.0,6.0,7.0,5.0,5.0,4.0,3.0,6.0,6.0,9.0,4.0,8.0,4.0,8.0,4.0,8.0,6.0,7.0,5.0,4.0,6.0,8.0,7.0,,,,,,1,True,True,False,17.0,20.0,18.0
